Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.06505349442567283,0.015111584364878654,0.0025487556166646766,1.0,0.20656400000000003,0.20656400000000003,0.22945408065249354,0.10197397026000754,0.08325349272045908,0.11154330992256437,0.0011895299060591543,0.015988754744266746,0.0018879472197825893,-0.0014873857888370245,0.11953159408274827,0.011665611977285148,0.00031533853801212787,2.6485450426903643e-06,-4.8811855684431545e-05
2021-12-31,0.06982667018985883,0.014596920892674918,0.0023256739580525447,1.0,0.217558,0.217558,0.24275160393885153,0.10989500730870047,0.08968749611165847,0.10379974788402666,0.001192049598293866,0.015955020838248013,0.0018593312016492503,-0.001555227868434008,0.11956268297106144,0.011897477548403599,0.00032921538359270556,8.653075448684439e-05,5.062793839402695e-05
2020-12-31,0.06993349037774992,0.015922031441797182,0.0029117399821201005,1.0,0.178007,0.178007,0.21020871652556317,0.08393514511807797,0.06619851977200462,0.09385917522060147,0.001086457695711215,0.017505214021083147,0.0014524946488769215,-0.0008848714292852353,0.08019378740381876,0.008471896265070847,0.00026941524916722674,0.0006917929952953477,0.0007891805946003044
2019-12-31,0.05949322254018407,0.01700459943505331,0.0035874200058010767,1.0,0.160762,0.160762,0.18984397141536546,0.07581430931745434,0.059166135966961256,0.09562398703403566,0.0010684502952071422,0.01780055242954693,0.0014673844446664948,-0.000722739898153603,0.07324283012513279,0.007880605840155597,0.0002329770811944664,-4.568740198640878e-05,-0.00012838592869466277
2018-12-31,0.06775210969871086,0.01244657408639839,0.0018301752740198293,1.0,0.18468199999999999,0.18468199999999999,0.2070674120330127,0.07769376338030502,0.06242159689520877,0.12476139023951018,0.001163459490404004,0.01634710964015771,0.001447564252920109,-0.0018738513036408518,0.10025389258789089,0.010591655829110423,0.00022235599116632567,0.00038477086600453045,0.00039360813012047303
2017-12-31,0.07336860273572124,0.012201073694485113,0.0017572447317812474,1.0,0.189318,0.189318,0.21267002322454,0.09755096421014273,0.06017116620836081,0.12362686835944535,0.0011399759587764912,0.0166837507574619,0.0013338561744334644,-0.0020023232474645886,0.0957472991528278,0.00989971315770679,0.00021610151339453878,-6.370447813207875e-05,-0.0001015894430000204
2016-12-31,0.06726860779562487,0.012348965496842508,0.0018266002474395064,1.0,0.18401299999999998,0.18401299999999998,0.20653672844026574,0.09716741272003744,0.07569003215870541,0.13079416531604537,0.001218321589327793,0.015610748878754757,0.0018813930800906666,-0.0021572154496343732,0.1278284411513252,0.013844915815856217,0.00018025274944420233,0.00010726607422895976,0.00016129779494202434
2015-12-31,0.07647763241486713,0.011831344188591626,0.0015935085144024713,1.0,0.187621,0.187621,0.20963904005234554,0.09261862662685874,0.07014341900315932,0.1274626328110931,0.0012479195741115397,0.015240559973534006,0.001629029119575907,-0.0027278674656654777,0.11633850617891656,0.012346758615649598,0.000186866187560473,-0.00010782366265899983,-9.339853935062071e-05
2014-12-31,0.084601588809742,0.009485780203203335,0.001128993394065885,1.0,0.17767,0.17767,0.19746470193271537,0.08221201028601242,0.06397749908659323,0.13108229785701422,0.0012884362252457036,0.014761414429333205,0.0013556945415915053,-0.007122159512358181,0.10709215264644163,0.011633306924575593,0.00019507648218862407,0.0004978567694720335,0.0005479010346112008
2013-12-31,0.09298978461676852,0.00731768638064392,0.0008830315653396883,1.0,0.16939900000000002,0.16939900000000002,0.18887485567878995,0.08329278695448729,0.06259579459602535,0.13003781739600215,0.001244459196775869,0.015282777763043428,0.0011367192224962792,0.008756357653063002,0.10520091194072385,0.010807991721934052,0.00021546483887407582,2.8924899808328976e-06,-4.9145421896398044e-05
2012-12-31,0.09406360861083157,0.008486031619267344,0.0010527261603523355,1.0,0.153388,0.153388,0.17371518458849194,0.07362221679303334,0.055780026763101315,0.13183864577705745,0.0013100047907748356,0.014518297658370607,0.0011981453822568855,-0.007119905210883706,0.09575248063421332,0.010793209461311171,0.00017888633661026213,-0.00024377069175814602,-0.0002837536576461715
2011-12-31,0.08492767148856743,0.009166333910111362,0.0011747537342940147,1.0,0.142114,0.142114,0.16255085717763823,0.06305151702119731,0.04872615103393122,0.1343057806591032,0.0013325140414049265,0.014273071548916721,0.0010867907461069594,-0.0037181332989378053,0.08231171792015338,0.009473934223923012,0.00016274050712381178,0.0006158564209792647,0.0006491939743116955
2010-12-31,0.095530980665546,0.00947986453110904,0.001127325048328401,1.0,0.08900499999999999,0.08900499999999999,0.11683027825699921,0.03772935447404273,0.045246156056254545,0.12409508373851973,0.001167826956944171,0.01628570617628269,0.0005789928318616649,-0.005363858589450256,0.04780434726288246,0.004969912286383877,0.00017532036841444408,3.687053493640007e-05,6.945589791391398e-05
2009-12-31,0.07462233441465348,0.010086220920774361,0.0014602791905091149,1.0,0.079137,0.079137,0.14104580807514022,0.029063471819058936,0.012828981972800274,0.1154330992256438,0.001212475903343262,0.01568590957234868,0.0005953814680221092,-0.005777414455650104,0.04484831213243867,0.004956458768288896,0.0001635130843261369,0.00042564906778184356,0.00024190962950059578
