Date,current-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.021496250522591652,0.004838428973312164,-0.0014801573604060912,-0.0014801573604060912,-0.0012397145311510574,-0.0020527824261506278,0.054537174086303083,0.00016829927371521478,0.0009438099859276074,0.007960805119255381,-0.0010014707668738803,-0.00011806409720781706,-0.05157530821247635,-0.00023804504504504505,0.0002220103256494154,-0.00038617434957282704,-0.0005585883431133632
2022-09-30,0.023860938518112117,0.004795869126951141,-0.0019179035532994923,-0.0019179035532994923,-0.001681834342665502,-0.002736065186325564,0.05351246726630991,0.00019680317755407271,0.0009403120680856254,0.007990450261780104,-0.00128285134338948,-0.00015124080788367318,-0.06743646774880507,-0.0003046036036036036,0.00022503416032084852,-0.00041043333166235793,-0.0005150373875485925
2022-06-30,0.028663759822525992,0.004787435048161267,-0.0013581675126903554,-0.0013581675126903554,-0.0012327448812223247,-0.0019829848821988094,0.05199438308854226,0.0002207225374188486,0.0010186116136253764,0.007375757998836534,-0.0008712033852084553,-0.00010219792740967111,-0.04750162116117348,-0.00020708108108108108,0.000234983122954997,-0.000345981423527811,-0.0004416634950209897
2022-03-31,0.03274279953446971,0.0048348508792800966,-0.001583690355329949,-0.001583690355329949,-0.0014436507672760596,-0.002341923819042971,0.0447455311397017,0.00021115479347293825,0.000953855288448171,0.007877026178010471,-0.0008626566018027081,-0.00010095076502365044,-0.04827031375703942,-0.00020504954954954957,0.00024086682275779037,-0.0010568322603284183,-0.0012074029050380883
2021-12-31,0.031661835178672985,0.004857962445834167,-0.0020319898477157363,-0.0020319898477157363,-0.0018742531298553675,-0.002972582201809219,0.04387263273748529,0.0002870323183773106,0.0009904488904873675,0.007585861547411286,-0.0010796615170559495,-0.00012604191926422165,-0.06004755406108867,-0.0002566306306306306,0.00024690858328840174,-0.0013949362284175623,-0.0015461535985397176
2021-09-30,0.027993335936352413,0.004899177464336199,-0.003566720812182741,-0.003566720812182741,-0.003142556427533167,-0.0050702694950562205,0.040456943337508065,0.0003027792302882881,0.0009823767723904859,0.007648214077952298,-0.0017594624357498874,-0.00020449445916611398,-0.0944814010925411,-0.0004182162162162162,0.0002557585068431432,-8.40560301921383e-05,-0.00017344641433621717
2021-06-30,0.04483428351899722,0.004861978673829345,-0.0011708172588832488,-0.0011708172588832488,-0.0009910969664496257,-0.0015930069285348956,0.03730691866864017,0.0003179281582026461,0.000917530757012204,0.008188537521815009,-0.00047261248637678734,-5.429447494280948e-05,-0.027371084112364694,-0.00011233783783783784,0.0002754555324947744,-0.0003554701766698415,-0.00045340331782540614
2021-03-31,0.05000558686571811,0.004909607486735798,-0.0018718477157360406,-0.0018718477157360406,-0.0016649860902904264,-0.002676160322887726,0.031955671942009184,0.00029068666502331806,0.0008866773278419013,0.008473987201861547,-0.0006718984604229919,-7.719989949660656e-05,-0.03938622262411955,-0.0001597072072072072,0.0002789978654415729,-0.0006192754173261051,-0.0006942590372966596
2020-12-31,0.04952787845993339,0.005460183663323258,0.0013928172588832488,0.0013928172588832488,0.0012558981402279,0.002033362918691971,0.057042012979619715,0.0003533420993357727,0.0016594481003166961,0.0045275997673065735,0.0009078162134565789,0.00010414445025520267,0.05341710078826164,0.0002157837837837838,0.00028482986313713615,0.0009214832532458698,0.0008895756054056204
2020-09-30,0.022923726100455614,0.00563644739076012,0.003051172588832487,0.003051172588832487,0.0027415762152388145,0.004384235516040118,0.1340847850013283,0.0005378533836260022,0.00324543992595177,0.0023150296684118672,0.005339086525095801,0.0006857914057912159,0.2707767632286112,0.0012690765765765767,0.00019039965728888923,0.004086788074964731,0.004236750568529322
2020-06-30,0.02955451964881841,0.005029163291919531,-0.0017157664974619292,-0.0017157664974619292,-0.0003469984298940167,-0.0005577364493325733,0.04873050210634179,0.0003561326913199965,0.0008595908871168098,0.008740849331006398,-0.0002213635852827801,-3.1100541374383904e-05,-0.01252163147009581,-5.261711711711711e-05,0.0001541284132623291,-0.0004431963849640859,-0.0005874645201726133
2020-03-31,0.02832038728906443,0.005321775927337916,-0.002431964467005076,-0.002431964467005076,-0.003268993434143637,-0.005254308474558908,0.0425443090819386,0.0002306889373625052,0.0009364553894393375,0.00802329726585224,-0.0018075025597711054,-0.0002062474253309454,-0.10298562250670526,-0.00042963513513513517,0.00015107946613881275,-0.00035869277207656883,-0.0005180670192400548
2019-12-31,0.02847920493251192,0.005834733435037208,-0.0006728527918781726,-0.0006728527918781726,0.00040574652416592964,0.0006521632555699377,0.04986906523966753,9.222242081196925e-05,0.0011013956692189507,0.006821752181500873,0.00026089482737676856,3.623709743862427e-05,0.014977354904476195,6.201351351351352e-05,0.00016114808222112253,-7.689470706607752e-05,-0.00019455916018609512
2019-09-30,0.03050240360773423,0.005776260806543773,-0.0021370609137055835,-0.0021370609137055835,-0.0019619905975735057,-0.003153540694258367,0.03859729021974268,7.813657555826789e-05,0.0010050683932628307,0.007475685863874346,-0.0009787677812417622,-0.00011152334220528987,-0.05604549227662189,-0.00023264864864864864,0.00015363650464211061,-0.00030283445169329484,-0.0004163850055953511
2019-06-30,0.01900413176968052,0.005781640117979739,-0.000899522842639594,-0.000899522842639594,-0.0016512880650549218,-0.002654143255087011,0.052905233595202855,9.899957277365574e-05,0.0010749370599013944,0.0069894217568353696,-0.0011806879080449488,-0.00014510177429391983,-0.0646520355005519,-0.00028064414414414414,0.00011623224586567794,-0.00018708956666833762,-0.0003194367914685572
2019-03-31,0.020528906694320607,0.0057640965038735295,-0.0013948274111675128,-0.0013948274111675128,-0.00031085276011339,-0.000499638902527097,0.046529280048578696,0.00010179016475787961,0.0011154770307879552,0.006735720767888307,-0.0001923121019989429,-2.3431314403246493e-05,-0.010704140324129911,-4.571171171171171e-05,0.0001204023901145571,-0.0003188579121878558,-0.00041108315013529197
2018-12-31,0.018228875684077182,0.00484436203739595,-0.0026269187817258887,-0.0026269187817258887,-0.003742251328945171,-0.0050232499943292696,0.04406239325970625,0.00044410278148933894,0.0010700040988421893,0.0070217754508435145,-0.0017821843721212642,-0.00021892356191038253,-0.10192914982087287,-0.0004236171171171171,0.00011742434873809928,-0.00014841842178760947,-0.0001956005960800353
2018-09-30,0.023240733649629447,0.005450611653268084,-0.0013654517766497462,-0.0013654517766497462,-0.0018122455520112972,-0.0029128529480846464,0.04102622490417094,0.0001561402657839537,0.0009962787535573376,0.007541165794066317,-0.0009366971400870863,-0.00011060303496875338,-0.055020995156341325,-0.00022264864864864864,0.00012593746999431277,-8.602539405180501e-05,-0.00012478295529210384
2018-06-30,0.024499975518228873,0.005394871276850156,-0.0009033502538071065,-0.0009033502538071065,0.0020404048497109487,0.003279577248883598,0.04083646438194998,0.0001808569376442221,0.001017714711614612,0.007382738801628853,0.0010455691371292549,0.00012309657090602057,0.06170772542453958,0.000248527027027027,0.0001287234749724871,-5.478412191436489e-05,-8.388292745736267e-05
2018-03-31,0.023706515038712586,0.005404132942014795,-0.003387791878172589,-0.003387791878172589,-0.0036173712264990555,-0.0058142619965214646,0.03620630763975862,0.00014537655384480453,0.001063367023962531,0.0070654566608493305,-0.0016548354043017042,-0.00019837368564057766,-0.09696270497936296,-0.00039334684684684686,0.00011948209260586007,-0.0008664305817142774,-0.0009454344397169567
