Date,current-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.027601627598363362,0.00408461948978083,0.0011425177664974619,0.0011425177664974619,0.0010856857229611953,0.0014364435520869384,0.04842688527078826,0.0004047687230450408,0.0015755877623102041,0.004768539848749273,0.0005741884488042936,6.115112905629066e-05,0.03319319508804152,0.00013648198198198199,0.0004690164043400226,0.0010719605554322215,0.000777952612773306
2022-09-30,0.03202843400781659,0.0041108466756281286,0.0013001624365482232,0.0013001624365482232,0.0011774019457660176,0.0015222362140887282,0.04455577061748074,0.00040104793373274235,0.001644111075932621,0.004569838278068645,0.000531644039168146,5.638342628923357e-05,0.03131814792408233,0.00012636936936936938,0.00048392729206520377,0.0009671366881745071,0.0005731684456285256
2022-06-30,0.033617238180012575,0.004091045454573114,0.001325979695431472,0.001325979695431472,0.001216970983767681,0.001479665492764514,0.04216478803749668,0.000457789970745294,0.0016281462201410107,0.004614729493891798,0.0004918664374637923,5.190240653038329e-05,0.02926659563827705,0.0001169144144144144,0.0004998087022032484,0.00110302279449151,0.0008251959319620464
2022-03-31,0.032754098813450164,0.004130015036514206,0.001392467005076142,0.001392467005076142,0.0012313427570041341,0.0017981629760578106,0.04129188963528027,0.000486360317250443,0.001472623411474426,0.005102082606166376,0.0005758371631198148,6.0488288725213796e-05,0.034541284931706585,0.00013687387387387387,0.000500368562164398,0.0005443500741196943,0.00033022985436939167
2021-12-31,0.031910419316242965,0.0041627472946749065,0.0014743604060913705,0.0014743604060913705,0.0013333837126883593,0.0017958873668567398,0.043417207484155,0.0005543976075324722,0.001776942263726861,0.004228188481675393,0.000606821621808056,6.367466993107921e-05,0.0361106456889903,0.00014423873873873876,0.0004935645648529076,0.0013994120553713501,0.0011243720614939493
2021-09-30,0.03500139985511813,0.0042123294548335605,0.001601010152284264,0.001601010152284264,0.0014958252661873648,0.001984001955121474,0.0411780333219477,0.0004906126478930698,0.00181093484993484,0.004148784176847004,0.0006403265288177259,6.712034404882595e-05,0.03828754219175874,0.00015220270270270268,0.0004739089008870604,0.001210711190999649,0.001105910243374101
2021-06-30,0.037595839856574484,0.004255065771818614,0.00177248730964467,0.00177248730964467,0.0016362334391148044,0.002584967662203009,0.04520095639303199,0.0005135353677634801,0.0018760499359163512,0.004004802792321117,0.0009109999376520679,9.607350187129138e-05,0.05439811113939172,0.00021654054054054053,0.00045131212562134855,0.001328425439884273,0.0012090123968741776
2021-03-31,0.042097347054842936,0.004250830476841882,0.001637441624365482,0.001637441624365482,0.0015812228253076139,0.002414106728266652,0.0425063569774944,0.000448687325463421,0.0017712020908579676,0.004241973240255963,0.0008093481722675262,8.527815190620463e-05,0.0482332221009993,0.0001923783783783784,0.00042378887813813326,0.0011745465092130422,0.0010898153250132074
2020-12-31,0.043092939080565114,0.004101359858288003,0.001588035532994924,0.001588035532994924,0.0014950741282133341,0.002010526338896015,0.0451630042885878,0.0004786529679606819,0.0018467212401643484,0.004068411867364747,0.0007060666433067221,7.444262979984048e-05,0.04163858146159031,0.00016782882882882883,0.000408273814359891,0.0015612579580203238,0.0014870757805562026
2020-09-30,0.04420403484697638,0.004089737137877715,0.0012736294416243654,0.0012736294416243654,0.0015004140363559886,0.002131228748480793,0.0385213860108543,0.0003542058539975562,0.0016422275817100152,0.004575190226876091,0.0006464665683375976,6.819586183120688e-05,0.03816347699741765,0.00015366216216216216,0.00038917357874600233,0.0006679724145833184,0.0005423987487621115
2020-06-30,0.04004150601812154,0.0035914145215850952,0.0004801522842639594,0.0004801522842639594,0.0005727176672659079,0.0005839242478233542,0.031993624046453374,0.00035945482463454873,0.0015020417974275057,0.005001996509598604,0.00015175751998497584,1.6096246607280068e-05,0.008886649178164013,3.607207207207207e-05,0.00036893885117917735,0.000573890532014695,0.00031669118774816946
