Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-01-31,0.10461069663628851,0.57676,0.213111,0.213111,0.2367590639426177,0.11035154228072862,0.0881660941142669,0.2279668647577886,0.002730221365260153,0.02729790892421236,0.000696717605640247,0.0023399724949644224,0.0016555675242695695,0.25562190730329803,0.029560451971770867,0.0003149884408860264,0.0015761979438926642,0.0012033215782129376
2021-01-31,0.13523435787011792,0.559759,0.186281,0.186281,0.2172350433772019,0.09634647795174188,0.07566684350372659,0.18941112911939495,0.0029835234095132754,0.023699922796629927,0.0008024947270415179,0.001513125371423162,0.0010905861222567338,0.1822754475504547,0.019115040867137372,0.0002899454173467956,0.0003580414706394843,0.0005326681775980639
2020-01-31,0.16383405764916878,0.558739,0.223434,0.223434,0.25119784226714115,0.11673009155544882,0.09175863890513353,0.21838645777057444,0.0033744376186419147,0.03324001513159177,0.0005721735756032669,0.002173969350029188,0.0012971452099386032,0.2548602295396254,0.02746336407711357,0.000221239225650154,-0.00015100191671022826,-0.000336975999911049
2019-01-31,0.16055636451545802,0.552345,0.21465,0.21465,0.23956655133650476,0.11258711432629517,0.08321164002610704,0.28406266882766074,0.003623255559043192,0.03087073172534414,0.0006160819378740876,0.0021995153749467516,0.0013180652825565482,0.30061789165522423,0.027786082418577152,0.0001631378747479522,0.000680083638264506,0.0005281465022802958
2018-01-31,0.27597276647420294,0.528009,0.172129,0.172129,0.20255850358639396,0.08987734634130182,0.055221802312757265,0.23871781019268862,0.0037806974276190903,0.04642029004009335,0.0004097079822486758,0.0010647814585557488,0.0006372236301923011,0.16765848856187984,0.013451192795558013,0.0001741873536645715,0.0002713364697682523,0.00026259073464251896
2017-01-31,0.2701370109462582,0.511696,0.17964200000000002,0.17964200000000002,0.20642450502817947,0.09333345065902532,0.07318961645964665,0.2547091662164596,0.0038224494168173826,0.08561081035318022,0.00022216297462636402,0.0014664903995329928,0.0008799561224620225,0.23709292986864947,0.01852590964882996,0.00014654888434238614,0.00024032061334727304,0.0002302348120817682
2016-01-31,0.22862893477784213,0.483938,0.179118,0.179118,0.2042190296669247,0.09256790051885562,0.07302503356699203,0.2823698901494688,0.003730874051487477,0.052811338211905444,0.00036012301786159914,0.0017021764739911752,0.001027717450036429,0.26225938495815954,0.02150328946822063,0.00011055683169486894,-1.902770517511762e-05,-9.091532421709231e-05
2015-01-31,0.33441465348093263,0.508665,0.20923100000000003,0.20923100000000003,0.22987349187901934,0.11034636614725893,0.0752228655974246,0.24968485503331533,0.004228011698528716,0.043924753254938435,0.000432988254862064,0.0014421934082578217,0.000870660033907483,0.2388779502059639,0.01821897012488519,0.00011339010717108228,9.52430737062206e-05,6.378527231048343e-05
2014-01-31,0.45742653301024916,0.527955,0.245953,0.245953,0.2632409360573823,0.12918490391025828,0.0993633865842885,0.228795245813074,0.003964545685544744,0.04491086000791519,0.00042348072180942777,0.001675696960772455,0.0010133898535517449,0.2891409103862795,0.021168778536821947,0.00011149781004645805,-5.297090085380729e-06,-3.86936805881143e-05
2013-01-31,0.3318116141654814,0.556662,0.274701,0.274701,0.29109611840140603,0.14406162911554374,0.11166468526208272,0.23479200432198813,0.0039001738835826995,0.07249000018141784,0.000262364484695586,0.0020109901812807984,0.0012266421249928826,0.334517733620042,0.02540447753013339,0.00011664290831739185,0.00018104199337863738,0.00026763129073445723
2012-01-31,0.2864861218087469,0.568874,0.28671800000000003,0.28671800000000003,0.30143493800132004,0.1497015441441367,0.10401469142687146,0.2453448586349721,0.004130457528063017,0.06463682499964725,0.0002942372096925965,0.002005882291069541,0.0012474731100955135,0.32614445970102857,0.025339950471122273,6.238080817779617e-05,5.241331242376721e-05,-0.00014595374919156522
2011-01-31,0.25637969516891645,0.554932,0.25346399999999997,0.25346399999999997,0.2739468593612395,0.13329527149855275,0.09682960184513825,0.2566900774356204,0.005492329691244538,0.02622898828645474,0.0007251161260633742,0.002037331643412728,0.0012890498661556917,0.3170237570921527,0.025737244486964204,5.455901795540324e-05,0.00014633211360864262,8.572651647539117e-05
2010-01-31,0.20734922892690688,0.492575,0.191094,0.191094,0.22548441521140797,0.09910018095762611,0.07278126990123895,0.2654421033675491,0.005196279190270491,0.018469915210676507,0.0010297294199520775,0.0016435770745791413,0.0010030479550348196,0.24570714267208996,0.020763013787364656,2.441816664327762e-05,0.00017564035546262414,0.0002610711552324493
2009-01-31,0.1450786815015545,0.506572,0.160017,0.160017,0.19475422121707242,0.08402883313387965,0.06298038692250352,0.30079236448766433,0.0033391626683407323,0.029475662124725438,0.0006452404405477518,0.0017194788768689487,0.0010694917479783911,0.2478963185574756,0.02172186761406009,1.6352637915371035e-05,0.00011406168322007317,6.560135502007884e-06
