Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-01-31,0.05733995243690582,0.037058727834716115,-0.012236839314233635,0.33304900000000004,0.125642,0.125642,0.13808710438869626,0.06027452141469939,0.04941219587513418,0.38827660723933005,0.0036335191745263044,-0.011523367447290779,-0.0067896577916134555,0.244971372315345,0.0368155522669178,-0.00010618283342319653,-9.207178951036765e-05,-0.00017994043989970777
2021-01-31,0.06701561261377756,0.027655767040832925,0.03612349857821193,0.330056,0.10767099999999999,0.10767099999999999,0.11932011633193022,0.04470937045794288,0.03668162429175626,0.3452368089321088,0.0036937058128932933,0.02669344638621698,0.01572798637813157,0.16173087385683568,0.02192151117887698,2.903885782659113e-05,0.003209653249695069,0.0032022726977908654
2020-01-31,0.05672714188532009,0.026466716949879468,0.023333245149344355,0.31799900000000003,0.087515,0.087515,0.10181706822993246,0.04034123142285698,0.03345727009579743,0.32917341977309567,0.003720411142499838,0.014271142852635067,0.0084086684476423,0.14049457239824867,0.018971287534900256,3.817831318182153e-05,-0.0007335424289945984,-0.0009083007951847864
2019-01-31,0.05517543810332324,0.023600573820193146,0.010610678890397551,0.32125,0.056346,0.056346,0.08771686223339807,0.02463632486241837,0.01829754550914934,0.37212317666126415,0.003839688304958921,0.004174507091881544,0.002682723335622495,0.08686364931733984,0.010655352424041604,6.720239897777547e-05,0.0005565429517337515,0.0005663954279191214
2018-01-31,0.059363913891684335,0.0214738897022938,0.006896941278758408,0.32693600000000006,0.095979,0.095979,0.11262475344135946,0.041404926850881804,0.028320700229511126,0.3501530704123897,0.004039480043246691,0.0038583503815469086,0.0029241156417922705,0.12652400321251847,0.013353613266165399,0.00010452541158570362,-0.00012054364871928908,-0.00012849711743198494
2017-01-31,0.05634483805497304,0.020441604921839183,0.005815376570658136,0.333359,0.08991500000000001,0.08991500000000001,0.10877111559582071,0.04140596207757574,0.02665337937883815,0.34028453088420674,0.004129859647549437,0.003160232609507381,0.002238478757081973,0.1164434311769735,0.012332557679882672,0.00010975027882207827,0.0004272869837950862,0.0004338584530310977
2016-01-31,0.05659221112166819,0.01778546815150036,0.003938725951094114,0.34820700000000004,0.08414899999999999,0.08414899999999999,0.10557845462655281,0.03871954880679771,0.024260423300412986,0.34024851431658565,0.0040567189313882295,0.002186709493181591,0.0013148813722266184,0.10548200730588878,0.011012867210454547,0.00012424754968941805,5.9522564906778186e-05,-8.15013444571488e-05
2015-01-31,0.059245849473488925,0.015386663117263409,0.002715590190413066,0.347865,0.08523199999999999,0.08523199999999999,0.10788759398710761,0.03936656549051112,0.026979717279393883,0.3191788222582388,0.0041000652686227325,0.0017793207360620993,0.0010483896269595865,0.11017642944117724,0.010785569191775748,0.00015338242571515093,0.00038480571528140794,0.00040139134173302476
2014-01-31,0.06521653576508554,0.013597172308738926,0.0021154623951295743,0.345882,0.068761,0.077672,0.10168011762535259,0.035591611351053654,0.024034758097082415,0.29389519178822254,0.003814776616893114,0.0012678546072249365,0.0007470298028725688,0.09046866499132103,0.008653269620129122,0.00016999357416667282,0.00021223209618400417,0.00027133758197852946
2013-01-31,0.07136150762639921,0.011668663205998492,0.001561094940074213,0.342966,0.062092999999999995,0.070466,0.09756874635036149,0.03214016555345289,0.021774147025121798,0.27851611741401044,0.0038461653438560304,0.0009293664901365785,0.0005475899696753844,0.07768465504287676,0.0071082742458140466,0.00018441107606857176,-5.251786025439972e-05,0.00011374607828057738
2012-01-31,0.07176067780220274,0.0088291406007365,0.0010994398410018845,0.345562,0.05787899999999999,0.06526799999999999,0.09198325398440664,0.02995894290931828,0.02054684504209589,0.26942193408968124,0.003918807826255923,0.0007312237374242034,0.00043084271754106066,0.0709849996113889,0.006480111215749585,0.00019679742375785687,0.00023376894929430213,7.571953011639609e-05
2011-01-31,0.07871523424542781,0.007844181197036247,0.0008649180973327203,0.351367,0.066127,0.07292799999999999,0.1021670531083032,0.03422821779513278,0.02309137574330951,0.2608679992796687,0.003791758217120309,0.0007295408289376115,0.0004298511347619097,0.0772636596803026,0.0067720193398474945,0.0001976010222245201,-8.22442934309113e-06,9.766077428130381e-05
2010-01-31,0.07439182769341482,0.005676087374476832,0.0006349247206652982,0.348645,0.059826,0.065904,0.09758206099247342,0.03096673609587027,0.021200086420158068,0.2576445164775797,0.003715428804886677,0.000614675750866435,0.0003621717367146306,0.06997849685225006,0.00627498658800511,0.00019306896322502973,-2.0909566126502874e-05,0.0003503186483897092
2009-01-31,0.06834243178968792,0.0064539982548767316,0.0007998526135708486,0.342132,0.07269300000000001,0.078499,0.10752714760422036,0.03762686703134253,0.02561102105869218,0.26621645957140283,0.0038514466217259816,0.0007992040368767321,0.00047089723910043294,0.08715251690458302,0.00789322889417064,0.00018143451189517765,0.000985920892141488,0.00022512013016494852
