Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-01-31,0.10274415440577053,0.012307555792182439,0.0016986142958639566,0.736,-0.098201,-0.098201,0.026302124446253544,-0.05706169537005213,-0.09148489966099317,0.07224923464793805,0.001324686197529089,0.01435733651967524,-0.0014722030849816195,-0.0017181728073141626,-0.08319127438534678,-0.010858982216442192,6.64401621968964e-05,0.0003112040425161178,0.0002223033488194536
2021-01-31,0.1492390467141548,0.013558720440126001,0.0020175066668287347,0.737494,-0.105816,-0.105816,0.01591385046135235,-0.052012894783699734,-0.05991156638798805,0.05762650819376913,0.0012281651869914,0.015485693023936804,-0.000698413595796936,-0.0004643706102611,-0.04391175937200446,-0.004778241176734383,5.756808059619916e-05,0.00033542428994598364,0.0004673633258775108
2020-01-31,0.13358707813053428,,,0.70581,-0.30340900000000004,-0.30340900000000004,-0.17451881834453348,-0.1502931761997242,-0.1665658054437913,0.06171438861876463,0.000980294662888696,0.01940135422633109,-0.0012550881686274303,-0.0007478122236592425,-0.1307248892458354,-0.01585530326056807,5.1514502441078064e-05,0.0004136609165359819,0.0005732150038082143
2019-01-31,0.06620602803186615,,,0.6508020000000001,-0.5478419999999999,-0.5478419999999999,-0.35775397204305576,-0.28739497625189964,-0.3171206929901262,0.10385377273545832,0.0009075931429431483,0.020955362830260754,0.0018877828732506955,-0.008876548331332737,-0.41884504779916587,-0.16590214143467652,2.184192450015141e-05,0.0003106116048092002,0.00023872221903069367
2018-01-31,,,,0.541178,-1.106845,-1.106845,-0.8907248300956561,-0.5865211413995437,-0.6731706130741031,,,,,,,,,-0.0004890399024220247,-0.0007807673134762603
