Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.0656887934378672,0.012085718088646346,0.001646418907791246,0.393707,0.17816700000000002,0.17816700000000002,0.6015003699568415,0.08618158704393088,0.08035717315590808,0.11716189447145686,0.0014212227907881795,0.0008373955303631555,0.1197388533381694,0.010618645911708382,0.0006891802261597891,0.0012642272172852414,0.0014366326120272858
2021-12-31,0.05344382663645717,0.014230149222828578,0.002314710543206222,0.416366,0.208584,0.208584,0.5967137561176025,0.10178918229513899,0.09743533475934135,0.11995317846209257,0.0021220818629796947,0.0012503471508069585,0.1486476333583772,0.01391135294225119,0.0005273541077324194,-0.0015617006447116223,-0.0016815814003480207
2020-12-31,0.07031017209294481,0.017400949465371136,0.003512821117825011,0.388851,0.18344100000000002,0.18344100000000002,0.5900421693736602,0.0662514027321703,0.06248098247503261,0.11460471817035836,0.0016405465245310207,0.0009666227813819487,0.09106453535065677,0.008533184514170209,0.00036906293623652973,0.0040894580937445545,0.004150527312586751
2019-12-31,0.050666501751288874,0.019539464927459067,0.004639431160837348,0.382818,0.12920199999999998,0.12920199999999998,0.5626168597606788,0.0529575391419213,0.05238430275107941,0.10684314784801009,0.001618648992621498,0.000953720585142294,0.07117930516334621,0.00693960699117881,0.00025524591738003264,-0.0001571702387175466,-0.00023186558022916
2018-12-31,0.08401126671876494,0.019645947025156395,0.004713315043497349,0.368917,0.101633,0.101633,0.555204408287794,0.04019371161897032,0.04337296519552561,0.1095083738519719,0.001519929317843563,0.0008955541843824937,0.06040570999248685,0.006448553580711973,0.00017724959561566132,-0.0006771562990067956,-0.0007193170046495425
2017-12-31,0.0788838976999927,0.019069168995962553,0.0043245904866636015,0.312991,0.071727,0.071727,0.5781740680226044,0.02148405957936669,0.027035143820562796,0.11075094543490005,0.001025785313468001,0.0006044006908543143,0.03808129744293894,0.0046042589519875495,0.00012208935601332437,-0.00022192019515595053,-0.00028879421373810977
2016-12-31,0.07011902017777129,0.016463315438425247,0.0029920589126246826,0.291394,0.043008,0.043008,0.5713132231514997,0.01526959373563623,0.011956296737865264,0.11705384476859355,0.00045794175033000783,0.0002698228436657421,0.017798388559289103,0.002564971357293883,9.204895450953166e-05,-0.0005726433176511587,-0.0006224716144419345
2015-12-31,0.08651873007662943,0.015265391839330344,0.0025418438986093863,0.32274200000000003,0.045110000000000004,0.045110000000000004,0.5404898266623805,0.010833129738750193,0.010231287038220559,0.11966504592112372,0.00036260761410908404,0.00021365122857493673,0.01557035156351201,0.002216591675760248,7.674956237859236e-05,-0.0006117093570308416,-0.0006682072483937861
2014-12-31,0.08290371003378891,0.00955085259624059,0.00113662011743724,0.318257,0.073147,0.073147,0.5501809840281356,0.032851883905537636,0.027412383646681818,0.1407527462632811,0.0009441182348393611,0.0005562818124738789,0.04907381020233686,0.008075930991756814,6.488909897999129e-05,-6.684091305105419e-05,-8.376218211603287e-05
2013-12-31,0.079828413045556,0.00806601890057234,0.0008935183099753014,0.287425,0.052199,0.052199,0.5369928310162686,0.02024230515998393,0.014532499748318259,0.14554294975688817,0.0005540976192104004,0.00032647863003542975,0.026900955983315634,0.005090993949238714,4.721288711952788e-05,6.189231573444851e-05,5.4853110412269305e-05
2012-12-31,0.07516767958441326,0.010334679148734784,0.0012800978508608547,0.265212,0.013851,0.013851,0.46167190058907775,0.004371244715167728,0.0026876216697415203,0.16380334954078876,0.0001514157467643455,8.921533653196247e-05,0.005599886007409519,0.0012443673773778264,2.827071223345717e-05,-0.0002726607422895975,-0.0002778235916556559
2011-12-31,0.08402251094906926,0.011346259076859369,0.0014831593606231795,0.36344099999999996,0.117353,0.117353,0.36078875939871075,0.05807104139664503,0.03990880637246862,0.18802449126598236,0.0023125331979994427,0.0013625625597709443,0.0954377056400425,0.018008032248581152,2.44861179842087e-05,3.7532671197072666e-05,2.45356480357583e-05
2010-12-31,0.0921970663803136,0.012067971072363457,0.0016428438812109236,0.37235799999999997,0.131156,0.131156,0.2736815175648661,0.06407173292807658,0.042067048016351964,0.3965604177921844,0.0036442331459344613,0.00214721053432755,0.21216870903391283,0.02725267534003352,1.1600475659386518e-05,-2.3627809722948247e-05,-1.6492996036121515e-05
2009-12-31,0.10160286502988154,0.016061049736013133,0.002848104508990358,0.35383400000000004,0.114915,0.114915,0.255928344400337,0.0595602149958798,0.039231810762476914,0.44249954979290473,0.0038246264732023118,0.0022534996868380165,0.22079458017047074,0.022082704256792783,7.864629111240776e-06,0.0002770169018992856,0.00025299144032037184
