Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.00019473333333333334,7.395113418026442e-05,0.0023573857868020302,0.0023573908629441627,0.0016575065770096243,0.0024469164763618353,0.007552468784394095,0.00020330353076908353,1.95674848149306e-05,0.009022225576103764,3.417117117117117e-05,0.0009259197435575481,0.0012236910891656341,0.00037122455819449103
2022-09-30,0.0002094,8.208826818846607e-05,0.002652659898477157,0.002652659898477157,0.0028804138269478263,0.004237279454322084,0.01089225397548294,0.0005124090388203998,4.9293043353774865e-05,0.022437893859028682,8.34009009009009e-05,0.0007901898944538411,0.0014048725642549715,-1.1550470823700053e-05
2022-06-30,0.00021133333333333334,8.318158355080153e-05,0.0021621573604060913,0.0021621573604060913,0.0025315216188889805,0.0035639552283036027,0.007969941933280201,0.0003156435130956241,3.0364660786439054e-05,0.013835187702964902,5.116216216216216e-05,0.0007756320582608888,0.0009386704287484154,-0.001738913914909007
2022-03-31,0.00021546666666666665,8.560121591006855e-05,0.005020654822335025,0.005020654822335025,0.004663688214918329,0.0068976934395869665,0.007742229306615053,0.0006019702325577869,5.790631564493086e-05,0.026097177580779868,9.667567567567567e-05,0.0007675945963911929,0.0009840553140598256,0.0014130391560960925
2021-12-31,0.00021293333333333335,8.41315132918471e-05,0.004802071065989848,0.004802071065989848,0.0047787898666479724,0.007144578745224697,0.008273558768833731,0.0006542742729122492,6.293696333671266e-05,0.028448021160150258,0.00010566216216216216,0.0007535936657532627,0.0008387699711398678,-4.752734715981497e-05
2021-09-30,0.000212,8.355797080668751e-05,0.003285238578680203,0.003285238578680203,0.0032983606527525566,0.004465564764496399,0.007856085619947627,0.0004119890714876842,3.962981737014173e-05,0.017894805505424972,6.667567567567567e-05,0.0007344328648137615,0.0009520083930707035,0.0006422819185900095
2021-06-30,0.0002118,8.34504315907201e-05,0.0030913857868020305,0.0030913857868020305,0.0027670238593287015,0.003806069803397609,0.007742229306615053,0.0003384033509455187,3.2550390473213217e-05,0.014736898651526447,5.4788288288288286e-05,0.0007292035659681958,0.0007604429994485781,0.0005726950656767346
2021-03-31,0.000208,8.129964727137163e-05,0.0023525837563451776,0.0023525837563451776,0.0016864822934017764,0.002330977480249395,0.007818133515503435,0.00020853393480452977,2.0058680542367732e-05,0.009173150245508391,3.404054054054054e-05,0.000726578576123967,0.00095567857117281,0.0010101928171219634
2020-12-31,0.0002112666666666667,8.312781394281781e-05,0.002202802030456853,0.002202802030456853,0.0014288055494983993,0.0018461922326360408,0.007514516679949903,0.00016096757926478334,1.5482708449589075e-05,0.007026950285669702,2.609009009009009e-05,0.0007257262299562009,0.0007532816763225173,0.0001597183957342786
2020-09-30,0.00020773333333333333,8.11383384474205e-05,0.002609020304568528,0.002609020304568528,0.0014491317983108046,0.002018494629635456,0.007362708262173137,0.0001730012986941614,1.6640396520946486e-05,0.007626811895421994,2.8256756756756755e-05,0.0007294266236308175,0.001147422997873087,0.0007987813306521094
