Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.07077118553542214,0.7052299999999999,0.172064,0.172064,0.1956748336145259,0.08302828653418526,0.05475689805927925,0.11307401404646138,0.0032383201550503465,0.0014594729341379327,0.013031415649957759,0.0006600090982240056,0.0004520571662965661,0.07874556335656364,0.008337776316160997,0.0006885140075780517,-0.00260153336818261,-0.002280443939565215
2021-12-31,0.07287385660233094,0.742642,0.247028,0.247028,0.2610972786773615,0.13258251791977407,0.11046849001134548,0.1197911039077976,0.004402692455246153,0.0014800672186696428,0.012850121108600067,0.0014009227071686643,0.0009663477720955435,0.16829969688333896,0.01769760477550065,0.0006798989593104416,0.002216379160132427,0.0012159229684427834
2020-12-31,0.07843975060297186,0.7132999999999999,0.156626,0.156626,0.18494608520990533,0.07935012609061132,0.40632066177027854,0.09216639654240952,0.005071920043445984,0.0012626681726587187,0.015062351890704005,0.003610055641161838,0.002586962003400044,0.4763115624757118,0.0456051840889726,0.0006057670007607596,-0.0003385955741418366,-0.0003920885507104034
2019-12-31,0.09458084320483053,0.724572,0.225401,0.225401,0.24557906329590648,0.12100557780142696,0.10404862604391366,0.17331172339276069,0.005895101863892502,0.0014693837235944653,0.012943552395890574,0.0021622481553745256,0.0013499160059665394,0.22935956890074874,0.027315292331660777,0.0002535367934353096,0.0008751698902247778,0.0012553949701921527
2018-12-31,0.10580820716369913,0.7362690000000001,0.237257,0.237257,0.25210989525180844,0.12283016484949874,0.11511018004576648,0.1725373671889069,0.009287974131703113,0.0015048945861556686,0.012638086060700248,0.0021000134106770024,0.0013239411851970633,0.2526011036555351,0.02652909198718428,0.00023199030954790202,0.0005084161003659174,0.0004096934341197466
2017-12-31,0.1302362974998454,0.758068,0.239995,0.239995,0.25260539014754524,0.12815485334978655,0.08883121260829385,0.14873041599135603,0.011209462455594916,0.0015268998983388174,0.012455876438673541,0.0013179671517299773,0.000841485809327153,0.16803285059198425,0.016649642153027958,0.0002130333626311941,0.0008083986757274787,0.0002944277764290996
2016-12-31,0.1512067870174117,0.7549899999999999,0.230509,0.230509,0.24036352777149028,0.11626838044995093,0.0993447225449153,0.1392940752746263,0.00971745163395762,0.0014663264970163484,0.012970399932128932,0.0012527215785681604,0.0008043750491433848,0.17599031062980908,0.015825406553690333,0.00018483207894173171,4.1749433699250744e-05,-3.357899867129459e-05
2015-12-31,0.15148789277501984,0.7570910000000001,0.223107,0.223107,0.23243656048556596,0.11393239141507207,0.09634037778277998,0.1314064469656042,0.010513728831293067,0.0017915347747764698,0.010615974919965339,0.001116570337686106,0.0007256371790864347,0.16101712479597918,0.0141054323977325,0.00015755404716709381,5.6455828541557764e-05,-7.449645400585224e-05
2014-12-31,0.18307293569986902,0.759457,0.25415299999999996,0.25415299999999996,0.2640065279788183,0.1293733151685556,0.10828988759723682,0.13882585989555196,0.011461768032325407,0.0019721127182641403,0.009643926601844833,0.0012735344233671842,0.0008421791425985123,0.19120184460737327,0.016088331481398436,0.00013864437074842493,0.00017623279316954175,0.00016604184773443684
2013-12-31,0.17464538508677735,0.7544710000000001,0.142701,0.142701,0.1599516488282164,0.07302282053724124,0.055079276921180066,0.14287772375292634,0.011564105246899742,0.001958506380196697,0.009710882589101327,0.0006667012890027189,0.0004539473709693225,0.10008549444286122,0.008422317559498599,0.00011621599663197702,0.00022331416623105072,0.00032148370251082703
2012-12-31,0.1753312831353412,0.7434959999999999,0.152832,0.152832,0.1755963533097347,0.07791012575933878,0.059271333279792046,0.1333513416171439,0.009466042877997499,0.0019006542464877168,0.010006469155034673,0.0006637101821222528,0.0005210418901117119,0.10052332961993835,0.008384531443861459,0.00010652702173704309,-4.844049485973166e-06,-3.587689924261939e-05
2011-12-31,0.14606817376833514,0.753079,0.188352,0.188352,0.21377799165742567,0.09704111506337658,0.0786530898034394,0.13306320907617505,0.01255469361114848,0.0017607609336165243,0.01080164323672408,0.000893644127964154,0.0008462229411197371,0.13310707531283195,0.011289162609849636,9.203122807276703e-05,-1.184875413835163e-05,-6.738037481723352e-05
2010-12-31,0.23499316913009013,0.783768,0.265376,0.265376,0.2892672572027459,0.13638490556662097,0.1084810526065745,0.14617323969025753,0.032788265598453485,0.001987734810119353,0.009568083475209611,0.0012922107632515896,0.0007667917377914275,0.20166973237648647,0.01632426632650858,7.304769150091218e-05,0.00020404251611779055,0.00017000757936559414
2009-12-31,0.18082408963900398,0.7475740000000001,-0.108897,-0.108897,-0.04519655264894805,-0.05616932995987461,-0.05662217084269835,0.1583288312623807,0.03839807881061637,0.0019240369904258414,0.009884934034316145,-0.000752858314882696,-0.00045265366531214903,-0.1140210886292391,-0.009510723782664227,5.408926738114055e-05,0.0003740721380031364,0.00035925081028792327
