Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-09-30,0.054866221769954295,0.009299436532233018,0.0013041696965016935,1.0,0.19285699999999997,0.19285699999999997,0.1979364206818238,0.0951207695461152,0.07736018089413192,0.024473257698541327,0.0006484008017324732,0.0293319027055213,0.0010652876458739815,0.000779217509492662,0.024146998626907435,0.009109360492830603,0.000647675251678472,-0.01085140268339432,-0.011567483224399258
2021-09-30,0.05547341020638785,0.008592513716964668,0.001026509298763303,1.0,0.180225,0.180225,0.1859218582675368,0.09498411962251493,0.0813016866635824,0.028399063569241854,0.0006709436482590271,0.028346066137998196,0.001110818209069825,0.0007322916291433925,0.029364750382134257,0.009955935575918536,0.000596154840425139,0.004218470116745077,0.004575157100420109
2020-09-30,0.054939309266932405,0.009367466761317418,0.001267466090277048,1.0,0.166583,0.166583,0.17937771166952296,0.0681515613288998,0.05790263705909035,0.030307941653160454,0.0006136962406863776,0.030990757840341377,0.0007493610206839972,0.0004818162697817859,0.022316640327469627,0.006468484718630465,0.000517510026515795,0.005818539815298833,0.006206370002761187
2019-09-30,0.062360501267786965,0.00867533312628481,0.0010953881442108523,1.0,0.18242899999999998,0.18242899999999998,0.18898042176982024,0.09195349347600137,0.07541007156810735,0.03589050963443184,0.0005798987688447782,0.03279630505935694,0.0010232412291542859,0.0006639692516377578,0.034494416953807096,0.009135104879308655,0.00047460466353007214,-0.0004493117267816692,-0.0004921213513879134
2018-09-30,0.06346243583761083,0.00871674283094488,0.0013077447230820161,1.0,0.205591,0.205591,0.21079265868675784,0.09076919413813238,0.06475856085551432,0.035980551053484605,0.0004908360473218359,0.03874774157315395,0.0008731862716740206,0.0005710432264244416,0.029671753154226797,0.0077799535936672135,0.0004362712440265601,0.001578323749782192,0.0017763142045465075
2017-09-30,0.065059116540825,0.011100758684946093,0.0017775032157364091,1.0,0.167356,0.167356,0.1651396040225436,0.07337790329326316,0.05504081768853225,0.03369349900954439,0.00048065649069360076,0.03956980972060726,0.000734359469252736,0.0004737286727393365,0.023617192155237183,0.00579572576747338,0.00038910119579588004,0.0007236103850845095,0.0006574590037859765
2016-09-30,0.06569441555301936,0.010447076918526406,0.0018621121781373779,1.0,0.180556,0.180556,0.17987796179458548,0.07612125403220797,0.05409743533475934,0.031568521519899154,0.0004081565461268299,0.04659900963455865,0.000701989776330944,0.00045925001481564114,0.02224280421772585,0.0057358493073099105,0.0003522582741836606,-0.002352361038508451,-0.002584471010316462
2015-09-30,0.06888215484429552,0.008299687948297026,0.001476724312778599,0.9919490000000001,0.177837,0.177837,0.1737465691020415,0.07941223969224781,0.05348717780495061,0.03612461732396902,0.0005368288295794399,0.0354286974571149,0.0007122844430887682,0.00045556256635567374,0.02538019119666313,0.006473467503110088,0.00033018295159944165,0.0006093744554800487,0.0006261408427735661
2014-09-30,0.07009653171716262,0.008840971944925093,0.0014998428179980184,0.99197,0.167881,0.167881,0.16758379189594796,0.07463259804632018,0.05470147151811034,0.03833963623266703,0.0005208035869666735,0.036517534884348536,0.000664545062504273,0.0004255594405458973,0.024887950465037955,0.005886163305778535,0.00030919189606399243,-0.00026941975953998957,-0.00026192360221858593
2013-09-30,0.0657337703590845,0.00743008415043554,0.0013218064942979518,0.991241,0.153803,0.153803,0.1433197587386849,0.06689065521567913,0.045183377014726495,0.035692418512515756,0.0005074324201744701,0.03748175073233596,0.0006525280440922023,0.0004226853998344521,0.02217285421902122,0.006172258181316883,0.0002821472623734222,0.00040094093047569266,0.0004436059990030077
2012-09-30,0.06517155884386824,0.00819616368664685,0.001563716626233116,0.989886,0.16533699999999998,0.16533699999999998,0.16114330929723417,0.06213637662375307,0.042065351285499854,0.03317125877903836,0.00041366627314673275,0.04597484706908192,0.0005220566193523958,0.00034107736243628786,0.017891655224228607,0.0047674451436952,0.00026313565894335665,-0.0022578149503397803,-0.002471725630671784
2011-09-30,0.06396842620130545,0.005812147832645637,0.0014662375681429858,0.9886879999999999,0.174012,0.174012,0.17313980184008354,0.0686236247013371,0.04484459642125529,0.03399963983432379,0.00048619981360996644,0.039117589261854054,0.0006047097771723982,0.00036545635467056793,0.01926863390243271,0.006138375246855448,0.0002268540744953505,0.0049318348144276,0.005216308422732167
2010-09-30,0.07489781805710945,0.01582738068828845,0.003719219319062304,0.9882120000000001,0.16761399999999999,0.16761399999999999,0.16724712165968914,0.06187084097675709,0.041509389142958625,0.030001800828381057,0.0004424579564153716,0.042985402602148205,0.0005632944511351743,0.00034009352639759915,0.016118293220031606,0.0033079875696136515,0.0002050815785391939,-0.0027253876982052624,-0.0028696701215478217
2009-09-30,0.06433386368619604,0.011538518419923982,0.0022567951126049954,0.987221,0.177787,0.177787,0.17737956430686824,0.047017408372085324,0.0318176625157089,0.02571582928146948,0.00042821329631513485,0.044413548839483834,0.0004132394936549091,0.000250502472953224,0.0099769424078344,0.0031839992824790352,0.00017870168622729723,0.0007411395713538945,0.0007133498757465861
