Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.006604428564075073,0.0002954666666666667,0.00014270453958877005,0.005963179708555721,0.002602010152284264,0.002602010152284264,0.0023569252872647516,0.0029606846437354524,-0.0037952104444191432,-0.0014922655655101712,-0.0050347876672484,-0.000660243755778791,0.00012657511313935788,-0.005219691320680389,-8.738288288288288e-05,0.0006014786802667828,0.0017424394331096611,0.0015778700553097137
2022-09-30,0.006556092759547577,0.00029793333333333333,0.0001448553239081185,0.00597393224623372,0.0025490964467005076,0.0025490964467005076,0.0010251849734165444,0.001352414304289194,0.009905499259933963,0.003969957370247429,0.0018925514834205936,0.0008942853856257506,-0.00016282499262293404,0.006404066268720095,0.00011757657657657656,0.0005924662643750323,0.0011710553641890876,0.001034997926595811
2022-06-30,0.006534749677028942,0.00029466666666666666,0.0001420055346849818,0.005967786200362312,0.002431736040609137,0.002431736040609137,0.0018545687625844064,0.0022386872588567664,0.00318797677331208,0.0011866910504426658,0.006331215823152996,0.0004691824025709331,-8.877495420375894e-05,0.0033638294960522965,6.222972972972973e-05,0.0006052027091904188,0.0015575877799182175,0.0014753359577517862
2022-03-31,0.006310647310583282,0.00023553333333333333,0.0001119304006194259,0.005976244619927914,0.0026516751269035532,0.0026516751269035532,0.001994498938619281,0.0025315018215849214,0.0034536415044214203,0.0010042611814531427,0.0074814845840605,0.0005567537686861396,-0.0001013780505263281,0.0040915933680119,8.559009009009009e-05,0.0005999453434866424,0.0011998796897714822,0.0010961586163672065
2021-12-31,0.006313785999188963,0.00023513333333333335,0.00010965415388144878,0.0059169748310293774,0.0024740101522842638,0.0024740101522842638,0.0017946780281216954,0.0016313922850262719,-0.003263880982200463,-0.0012354825198282612,-0.006081349621873182,-0.00031156910415496854,5.638890430849867e-05,-0.002472350728467334,-4.793693693693694e-05,0.0005989910703074798,0.0015732531742564755,0.0014561167317090722
2021-09-30,0.006315669212352372,0.00024313333333333335,0.00011807805913223023,0.005942982949895121,0.002457710659898477,0.002457710659898477,0.0030792286677953466,0.003490294270659934,0.013359140764355385,0.0035862626900423247,0.0020950319953461317,0.002229289163455622,-0.00033990926939291856,0.02156304238553067,0.00033665315315315315,0.0005675399398778353,0.0008286546022243068,0.0007289104497677599
2021-06-30,0.006398530591542365,0.00026733333333333334,0.00012268432221616818,0.00595329735361001,0.0023760050761421317,0.0023760050761421317,0.005152396790228105,0.005366713325191872,0.0048199172644123114,0.0011777220303350196,0.006379643979057592,0.0011245179168816787,-0.0001600330288041557,0.011943513244918762,0.00016011261261261262,0.0005540427354846334,0.001383120045259562,0.0012551196041786197
2021-03-31,0.00626168376833465,0.0002760666666666667,0.00014521378796134325,0.005936197958660843,0.002519710659898477,0.002519710659898477,0.0021102424718903684,0.002630399358439181,0.0053132946221868,0.0010534114116430438,0.007132304828388598,0.00061608853330564,-7.631793839492575e-05,0.00649231882964314,8.58018018018018e-05,0.0005246035556277744,0.0011629093591331934,0.0010355659825379605
2020-12-31,0.006221508554181926,0.0002798,0.00015173783373003357,0.005924958605468276,0.0023694720812182744,0.0023694720812182744,0.0018361954725044807,0.0023032823650530818,0.005009677786633269,0.0012184413816237335,0.006166171029668412,0.0005122384821670701,-5.9642847751966976e-05,0.005351430650753919,7.065765765765766e-05,0.0005143621067870094,0.0016981287462671602,0.0015571360134212686
2020-09-30,0.006239085210373743,0.0002922,0.0001630473746092742,0.005925627976800805,0.0022556649746192895,0.0022556649746192895,0.0018809496387026344,0.0020224385311125533,0.004174731488861057,0.0009660531557945699,0.007777340314136126,0.00039190128787328933,-4.308644752641866e-05,0.0039342735854969065,5.231981981981982e-05,0.0005016699780635345,0.0007018096663539555,0.0005300908700155458
2020-06-30,0.00635835537738964,0.00020793333333333334,8.868400676780133e-05,0.005936879500381237,0.002707274111675127,0.002707274111675127,0.002196222731984411,0.002743243233355309,0.00425063569774944,0.0009782510231409688,0.007680381617219313,0.0005887994687728772,-0.00014413764290326257,0.005443520279543183,9.63018018018018e-05,0.0004614634650752266,0.0014081846762007747,0.0013416534593660118
2020-03-31,0.006207070586595791,0.0001576,8.793123225602937e-05,0.005971997154563317,0.0028718121827411166,0.0028718121827411166,0.0024411574444374137,0.003050735841283941,0.00425063569774944,0.0008911618378957244,0.0084306969168121,0.000735023372894265,-0.00017737095977819135,0.006058730160760353,0.00013340990990990992,0.0004573125244661757,0.000838680454600792,0.0007863787759151855
2019-12-31,0.006200793209384428,0.00015533333333333333,8.106664563677554e-05,0.005953924128585015,0.002432482233502538,0.002432482233502538,0.002058728063925939,0.0025254579206200195,0.005199438308854226,0.0011783498617425551,0.006376302501454333,0.0004966230730177669,-0.0001310068307248223,0.006131634450218521,9.054504504504504e-05,0.0004609198543477779,0.0012204684937589068,0.0011211530778217705
2019-09-30,0.006308136359698736,0.00018286666666666665,8.160434171661266e-05,0.005925774021455176,0.002682451776649746,0.002682451776649746,0.0021807674991248106,0.0028972529518895237,0.0053132946221868,0.0011347604240193945,0.006621310063990692,0.0005921727003609547,-0.00015190730022759344,0.007204734430137865,0.00010214414414414413,0.0004549416135489065,0.00080663353361167,0.0007359164730542664
2019-06-30,0.006301231244766237,0.00018313333333333333,8.149680250064523e-05,0.005949238529257307,0.0026593045685279187,0.0026593045685279187,0.0022025231862635533,0.0026607505705486412,0.005427150935519375,0.001096193637556516,0.006853882489819662,0.0005283087090585859,-0.00013208782652646833,0.006723821924238373,9.108108108108108e-05,0.00045148200397367627,0.001158612565257557,0.0011092239030366378
2019-03-31,0.006319435638679189,0.00018319999999999998,7.844985804823493e-05,0.005927076252956643,0.002657979695431472,0.002657979695431472,0.0022439131648083212,0.002788550539377917,0.005123534099965843,0.00096452842237627,0.00778991506689936,0.0005443031329930664,-0.00014094760968455373,0.006704636584907277,9.381981981981982e-05,0.0004478672880767555,0.001027112769355266,0.0009782870083712512
2018-12-31,0.006332618130823052,0.00018240000000000002,7.739238909122194e-05,0.005899102616450835,0.0026234517766497464,0.0026234517766497464,0.002568527683076224,0.00341798697122269,0.005351246726630992,0.001230998009774438,0.006103399650959861,0.0006807863571353987,-0.0001789577593586481,0.00853235991184976,0.00011754504504504505,0.00044734140378607144,0.0012197523614463008,0.0010969160242900722
