Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,4.633333333333334e-05,0.00012856313268905397,0.0017388935145836852,0.0019928775627127897,0.002732551519981783,0.0006253175433247063,4.808057508976648e-05,0.0027754790898986627,0.00010895045045045044,0.001382595593503261,0.0005415750614083457,0.00033041920635010804
2022-06-30,4.8133333333333336e-05,0.00013397593989274758,0.0017402410105855828,0.0019406556242303357,0.002846407833314357,0.00064142567169474,4.878906558138584e-05,0.0027985014970959786,0.00011017117117117118,0.0013472136257210597,0.0005245669189839514,0.00029690390576330626
2022-03-31,6.613333333333333e-05,6.0777580224255115e-05,0.00170795118240498,0.0019216531898406852,0.002808455728870166,0.0006069163755043503,4.595692962133009e-05,0.0027409454791026884,0.00010072972972972974,,4.9144579952592036e-05,-0.00023413372415582155
2021-12-31,6.7e-05,6.174543316796192e-05,0.0016168813934929601,0.00200497268171398,0.002808455728870166,0.0006180404594493029,4.659420586250317e-05,0.0028253609721595146,0.00010194144144144144,0.0013085301090914462,0.0048786513796289,0.004844286398657873
2021-09-30,7.146666666666666e-05,0.00011474434343724012,0.001689641625244063,0.0019892775635908383,0.002808455728870166,0.0005887615672943593,4.634404298273036e-05,0.0027422245017247617,0.00010053603603603604,0.0012197442961496704,0.0026893453834530468,0.0025945008397760348
2021-06-30,7.866666666666666e-05,0.0001454826360012618,0.0016925869965725348,0.002111275094810952,0.002846407833314357,0.0006349634696074677,5.219091554501179e-05,0.0029519842117447528,0.00011163513513513514,0.0011094961998951186,0.0007865818288587,0.0006019499466974175
2021-03-31,8.04e-05,0.00017007327005247915,0.0016982273599048013,0.002010606826681262,0.002808455728870166,0.0005878708825491928,4.810613917967027e-05,0.0027498986374572005,0.00010253603603603603,0.0010844561307620153,-0.00236690680970216,-0.0027493907600020452
2020-12-31,8.746666666666667e-05,0.0002063498322388231,0.0016513517979739308,0.0019528531822309311,0.0027705036244259746,0.0005485291478477929,4.681150062668541e-05,0.002651413895557571,9.838738738738739e-05,0.0009969111683937632,0.0005812308882189072,0.0003514372762096278
2020-09-30,9.013333333333332e-05,0.00024146138625218665,0.001705929938402134,0.0020935970503421827,0.0027705036244259746,0.0005727292418813612,4.815544135305615e-05,0.0028138497685608562,0.00010065315315315316,0.0009732552385313648,0.00038214610531441787,0.0002265596449271658
2020-06-30,9.573333333333333e-05,0.0002911982736371197,0.0016325642439204487,0.0019939678063493156,0.0026186952066492085,0.0005159528270618072,4.5323305393000405e-05,0.002559324266768306,9.365765765765766e-05,0.0009078062795902238,0.0005794405574373921,0.00045226720594110777
2020-03-31,9.740000000000001e-05,0.0003118099566975424,0.0014491317983108046,0.0017625434725503726,0.0026186952066492085,0.0004497389440913396,3.9432608676598196e-05,0.0022574749279590505,8.11936936936937e-05,0.0008928776654282782,0.001204803099420649,0.0010602764160214497
2019-12-31,7.64e-05,0.0002597251297639873,0.0016210786614448162,0.0019859263448960135,0.002846407833314357,0.0005354720884984363,4.6714722286335336e-05,0.0027064118683067144,9.959009009009009e-05,0.0008630056650737494,-0.004581993569131832,-0.0051051187520947065
2019-09-30,7.939999999999999e-05,0.00024610349574144704,0.0015897857982115633,0.00198031415114289,0.002808455728870166,0.0005241205956823772,4.701601334591574e-05,0.0027051328456846415,9.880630630630629e-05,0.0008270594057212075,0.006209762315685445,0.006283456128092829
2019-06-30,8.1e-05,0.00021529351036678044,0.0015360634998386191,0.001923065384618199,0.0028843599377585487,0.0005094148220174995,4.56501605424846e-05,0.0026936216420859836,9.553153153153153e-05,0.0008098234003737323,0.002047243248662623,0.0019614971682411285
2019-03-31,0.00010413333333333333,0.0001916886524619311,0.0015401697207633202,0.0019723970799031512,0.0029602641466469314,0.0005297489652422596,4.7434168816484893e-05,0.0028458253341126843,9.52072072072072e-05,0.0007982864444460858,0.0012694340406333472,0.0011540056464760652
2018-12-31,0.0001078,0.0002163330561211322,0.0016634200814233564,0.002004123901433195,0.0029982162510911233,0.0005667787097540782,5.0282738834335926e-05,0.002983959777296581,0.00010070270270270269,0.0007773618630485039,-0.00019255007555195897,-0.00040123684713803953
2018-09-30,0.00010786666666666667,0.00023520618852341488,0.0016153426987340366,0.0019159312400167706,0.0029602641466469314,0.0005376703742524645,4.680419660099861e-05,0.002841988266246465,9.302702702702702e-05,0.0007770324467652946,0.004321948023116751,0.0043636163956093064
2018-06-30,0.00011206666666666666,0.0002582195807404434,0.001584068044906215,0.0019951678060566324,0.0029223120422027403,0.0005571138327320579,4.82905658282619e-05,0.0028586155603334156,9.498198198198198e-05,0.000751688073801065,0.0004175946547884187,0.0002323348803390158
2018-03-31,0.00011726666666666667,0.00023266109374551921,0.0015838586367437578,0.0019315605044974379,0.0029602641466469314,0.00053924328561095,4.8549858740143216e-05,0.0028228029269153684,9.431081081081082e-05,0.0007151819544873736,0.0014592986200130337,0.0013923997901980054
2017-12-31,0.00011746666666666666,0.00023088669668205674,0.001578855602601578,0.0019309166022154628,0.0029602641466469314,0.0005391864333931734,4.754190319536516e-05,0.0028304770626478067,9.221621621621622e-05,0.0007142557481664217,0.0012111587736950277,0.0010388796422004974
2017-09-30,0.0003820666666666667,0.000251462533337157,0.0016674762264831222,0.002058628766188106,0.0029602641466469314,0.0005887426165551005,5.1659547676297266e-05,0.0030338416595574323,5.1779279279279275e-05,0.0006947758713651572,0.0015988549044321427,0.0014676672025327722
2017-06-30,0.0003734,0.00023189039603108602,0.0016243563544224046,0.00204148486793052,0.0028843599377585487,0.0005639740003437664,4.9424515816137226e-05,0.0029468681212564602,5.093243243243243e-05,0.0006801249713791907,0.001329141572196879,0.0011633785695215264
2017-03-31,0.0003336,0.00018204596943018555,0.0016417463366090537,0.0019974434152577034,0.0029223120422027403,0.0005448337536923147,4.8056837006284386e-05,0.0029558212796109724,5.612162162162162e-05,0.000666457888633661,0.001441932411432336,0.0012606108116193949
2016-12-31,7.006666666666667e-05,0.0001767048550371369,0.0017683927513819802,0.002009443412330875,0.0030361683555353144,0.0005883825525091821,5.0081878127949e-05,0.003125931288346697,0.00010451351351351351,0.0006614398298262071,0.0017981187204147838,0.001716381029203756
2016-09-30,7.46e-05,0.00015607524877405294,0.0017044822906703658,0.002093179977273176,0.0029982162510911233,0.0006137765431160587,5.1482425053392426e-05,0.003232090165978765,0.00010665765765765765,0.000634194296518971,0.0018100244201118595,0.0017885241338567023
2016-06-30,4.206666666666667e-05,0.0001826015887126839,0.0017548950296062172,0.0020737312015289755,0.0030361683555353144,0.0006051918582317936,5.060959398382012e-05,0.0032602286636643743,0.00011041891891891892,0.0006221905444231892,0.0005901825421264832,0.0005020667768695195
2016-03-31,4.433333333333334e-05,0.00012956683203808322,0.0017312319072485727,0.0020035312186509223,0.0031500246688678886,0.0006159937796093457,5.109713769841385e-05,0.0032436013695774234,0.00011066216216216216,0.0006042248007622368,0.0007539082920960476,0.000697762048939913
2015-12-31,0.0002912666666666667,0.0001422026899142554,0.0017149481464418597,0.0018903580755224208,0.0031120725644236975,0.0005627422022919403,4.785962831274085e-05,0.0030363997048015786,6.225675675675677e-05,0.0005768566596007121,0.0005882131782668165,0.0004800072711160596
2015-09-30,4.906666666666667e-05,0.0001623662929081472,0.0017866431279752464,0.0019258897741732258,0.0031120725644236975,0.000581465532679697,4.8007534832898505e-05,0.0031144200847480386,0.000104509009009009,0.0005582320833733409,0.0014686978566159884,0.001490578792199456
2015-06-30,5.013333333333334e-05,0.00017881979295116288,0.001819506552426927,0.0019521434263064814,0.0031500246688678886,0.000582166710032275,4.7910756492548434e-05,0.003163022944386817,0.00010392792792792792,0.0005462194680591767,0.0013773909867587134,0.0013703402844445454
