Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-01-31,0.0712265768627473,0.010435245574337814,0.0012994029943945967,0.39814,0.04859,0.04859,0.07576411780034503,0.010029276210904664,0.008685565231948763,0.23524221141725193,0.003312656632238714,0.0006182585052617185,0.0003642827234905573,0.025986424518769917,0.005054619622537467,0.00010838091158201062,0.0005152814079107858,0.0002648886352138438
2021-01-31,0.08696849928880243,0.013570551784314594,0.0020203666880929927,0.340942,-0.062464000000000006,-0.062464000000000006,-0.0215021959649026,-0.04133401382234682,-0.02725402210048493,0.18049702863317124,0.0036975920362315594,-0.0016723837346894772,-0.0009853815134109635,-0.06256250161921294,-0.011433912498982682,0.00010324615373252284,-0.001080013939710751,-0.000728175040722875
2020-01-31,0.07912002653638352,0.008092639424996672,0.0008978083418716884,0.374352,0.035036,0.035036,0.06577147889534121,0.016682160559519325,0.012117486168815672,0.21568521519899153,0.004737405896098332,0.000695843216038118,0.0004099962389575057,0.03323920308816291,0.006385355264228757,0.000132032409835218,6.046349538247081e-05,-7.116079188618721e-05
2019-01-31,0.10993483968538645,0.0076933315586317046,0.0008377478953222684,0.381303,0.08214700000000001,0.08214700000000001,0.10789615339989386,0.041271900220710325,0.034214577632788984,0.3709526382135782,0.004796695713694951,0.0018557813165603456,0.0010934407961170239,0.16141868960335762,0.017345986284055256,0.0001388497019742819,2.596271127374107e-05,3.8323051463707074e-05
2018-01-31,0.1043577014544412,0.008409127882041498,0.0009469053735747859,0.382592,0.093283,0.093283,0.11864867795114287,0.04648892514482822,0.03024988320835968,0.35739240050423193,0.004884584149191118,0.00177310186329524,0.0010447254187210054,0.13749838078706703,0.016030780320658793,0.0001193919832189732,-0.00028322007318348145,-0.0004998304371755838
2017-01-31,0.09889862764169137,0.008891255157726607,0.0010775130113092391,0.36349600000000004,0.07675900000000001,0.07675900000000001,0.10990095808360453,0.03749642846790591,0.024641056588236225,0.36717089861336216,0.005377636279389564,0.0015302765754915933,0.0009016508691261792,0.11506774786911578,0.01352103482468073,0.00010751379338360748,0.00015260498344659348,0.00032830327839992
2016-01-31,0.08837965019199524,0.010050726888208586,0.001621155386623633,0.362094,0.09647399999999999,0.09647399999999999,0.12347903990017821,0.04819963725656644,0.03293863603200261,0.3806771114712768,0.0053610949185138685,0.0023764048341546277,0.0014001962249359052,0.1594730433430918,0.019819108314108092,9.46975796027801e-05,-0.0003411744206307719,-0.0005148779796265171
2015-01-31,0.10864175320038905,0.009130839877545587,0.0010810880378895617,0.382659,0.12674200000000002,0.12674200000000002,0.1494711233943968,0.06339883557701466,0.043428957313645225,0.3848730415991356,0.0053521267108101785,0.0027811640467638194,0.0016386835034323869,0.2125819321744087,0.024288416853105853,0.00010466722307982067,0.0004138700121972469,0.00047240388196944906
2014-01-31,0.10186710444203319,0.00913971338568703,0.001085139734680594,0.38970799999999994,0.133082,0.133082,0.15424727572911928,0.06708993635426286,0.044831588151389115,0.3704844228345039,0.005093443741934841,0.0027480515075178676,0.0016191733375785472,0.2112464053472888,0.02398994806277644,0.00010141737633963852,-0.00011019341348667015,-0.00014843696432509365
2013-01-31,0.09910664590232138,0.008903086501915198,0.0010260326285525933,0.394288,0.12408200000000001,0.12408200000000001,0.14735694843619526,0.061547332634900385,0.04101507488804405,0.37730956239870345,0.005373451115794509,0.0025782092275975954,0.0015191009442889285,0.19681986579963215,0.02276758798351695,9.233257749776572e-05,0.0004913748039728175,0.0004031332986177387
2012-01-31,0.11384220971613943,0.01089371016164574,0.001440497376764663,0.36249899999999996,0.09883800000000001,0.09883800000000001,0.12707589536212974,0.048705345496556834,0.03238210831251068,0.3530163875382676,0.005722712982477119,0.001987666121474438,0.0011711483496925125,0.14538459545584084,0.015862777437287506,8.391104283150283e-05,-5.6978567694720336e-05,-0.00011960201844621153
2011-01-31,0.10535843795152613,,1.6683457374838917e-06,0.40159599999999995,0.134206,0.134206,0.16408489415810565,0.06996113758990943,0.04643726111443545,0.3737799387718351,0.00539756562984221,0.0019399333147512186,0.0011430238084447991,0.2207544236897329,0.024506828906129322,0.00010250016618534466,-1.3068478829064297e-05,-0.0001593705234951068
2010-01-31,0.1230456122202295,,,0.403184,0.12784399999999999,0.12784399999999999,0.15997066974551913,0.06620999366441263,0.04390121406748238,0.3201872861516298,0.005716335590332272,0.001481169831761742,0.0008727167935001748,0.1787727661338377,0.018711352277879924,0.00010687859606620823,0.0002768426555148981,0.0003394962779570182
2009-01-31,0.10434083510898472,,2.717020201045195e-05,0.374983,0.10656800000000001,0.10656800000000001,0.13853885117463674,0.056443665033769096,0.03765045760831082,0.34583108229785703,0.006007304106940895,0.0014490367978458772,0.0008537837598107626,0.16560273582217158,0.018305421435606647,9.337843726687889e-05,0.0006843700993204391,0.0005062052581153879
