Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.03621766581023113,0.01614386914533327,0.003518779495458882,0.59,0.140918,0.140918,0.26386672423664304,0.05292337666102123,0.059500957521777545,0.03623266702683234,0.0041706151692250965,0.0016274860123485075,0.011686107477930658,0.0004936772602249838,0.0002911728603793346,0.027413922640482914,0.002832879069481608,0.000408058142712588,-0.0001548701864436313,-0.00030172917017992195
2021-12-31,0.04968825371481259,0.015179614593963055,0.0032087055233922333,0.6400950000000001,-0.088048,-0.088048,0.06700974061175073,-0.05797994144757819,-0.037697400495219184,0.035728435080136865,0.0046863867589395595,0.0017484984314075941,0.010877315755098975,-0.0002950480417782032,-0.00017408475166467768,-0.017131272830902357,-0.001814564014662674,0.00042317140725749863,-0.0009318348144276006,-0.000853744188072043
2020-12-31,0.03695978501031658,0.014067468240235444,0.0025711591165680316,0.681766,0.236385,0.236385,0.3852515611417876,0.12402688690769505,0.11219689317269439,0.03455789663245092,0.003468304859273874,0.0021902172781007837,0.008683526174951946,0.0007834859345664144,0.00046624532145293215,0.049304386123992856,0.005190400499607191,0.0004684846112370837,-0.00019041644885868617,-2.4832151335284082e-05
2019-12-31,0.035992781204144626,0.01410000443675407,0.0025625790527752574,0.665343,0.192835,0.192835,0.3281840540041884,0.10017319342589641,0.09502993598800072,0.038015487124077076,0.0037459207110792244,0.002537565251629905,0.007494929444953943,0.000737593809000405,0.00043893031458351004,0.04594678618617063,0.004876402030982954,0.00044225243923155897,0.00032029970378114655,0.0008859889218954715
2018-12-31,0.03995075027126706,0.01414141414141414,0.0025659157442502255,0.667389,0.23700500000000002,0.23700500000000002,0.3668431173761786,0.0990277150890502,0.0838801519818382,0.038519719070772555,0.0035627699804194135,0.001942447541687468,0.009791301119081618,0.0006575241786617723,0.0003917487917989906,0.04109691960931631,0.004335437729311895,0.0004213839915503985,-0.0002385084509496428,-5.044262383182333e-05
2017-12-31,0.04467332699908359,0.0137746424715678,0.0023425957505327387,0.6945239999999999,0.157137,0.157137,0.3887219275036758,0.07217238180816836,0.09789062420465741,0.03833963623266703,0.0031965681658520546,0.002071321400518855,0.009181996982094973,0.0007472573850757572,0.0004444614872734611,0.04773180652348507,0.005043989682314271,0.00040665627700511853,-3.19567868966719e-05,-3.34307470215317e-05
2016-12-31,0.055844469806430576,0.013413786473815756,0.002138819235454349,0.676444,0.178229,0.178229,0.3591615199234598,0.07493436662760411,0.05595196215611507,0.040302539168017286,0.0032590466795210976,0.0024311670475321463,0.007822993619716358,0.0004440971984832787,0.00026395856113592,0.028674317987512632,0.00306607338312796,0.0003840727965669801,-0.0004157170238717547,-0.0006872575853883175
2015-12-31,0.05494493138208457,0.011931910614194654,0.0018115851358021515,0.6868940000000001,0.28439800000000004,0.28439800000000004,0.4102783330828912,0.13319278405585255,0.09117666022285993,0.04997298757428417,0.003329397286618936,0.0025484503220838594,0.007462963660905846,0.0008446885830436452,0.0005022328042696935,0.057944506334361004,0.006366586776022177,0.0003814743963778981,0.000520683045826799,-0.00020721874345607956
2014-12-31,0.06658270974706104,0.01191120576186462,0.001779409896579248,0.643028,0.24095199999999997,0.24095199999999997,0.3598529302674151,0.11677926482341103,0.0788668778908052,0.05555555555555555,0.003788868461304675,0.0024964102784629473,0.007618496354954517,0.0008188993252588786,0.0004864953010209042,0.055725536931008575,0.00617931712599635,0.0003557548138354839,1.3939710751001916e-06,-5.114681916819706e-06
2013-12-31,0.06633533668036588,0.011943741958383245,0.001786798284845248,0.645265,0.230638,0.230638,0.35005905994822506,0.10671116761148355,0.07052688017573608,0.0551953898793445,0.003440902002401487,0.002552481829659398,0.007451191690943446,0.0007038764745170841,0.0004164880074647591,0.04950905463872122,0.005301599639910775,0.0003390048082959724,0.000250740547133647,9.74754597191002e-05
2012-12-31,0.05759294761875313,0.011322596388482185,0.0018132534815396353,0.619773,0.232901,0.232901,0.3408053836804334,0.10642285697722088,0.07372578340891327,0.05551953898793446,0.00368742806750071,0.002535515901945673,0.007501055832483781,0.000777451129915276,0.00046021448400317464,0.052059638850747436,0.006061640365869255,0.0003148037905030615,-0.0005293605157692977,-0.0009218658211380909
