Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.008416079627274451,0.00011266666666666668,4.2173295861890974e-05,0.0018444527067855388,0.0011514720812182742,0.0011609390862944162,0.0010326553819946312,0.0012836045649744963,0.11491897225701166,0.002153539699825322,0.001982815848654848,0.0001910550519024065,0.06979242741866375,0.00039167567567567564,0.0006924817750072013,0.005308778349887925,0.004216205878621594
2022-06-30,0.007299961959094099,0.0001176,4.554285796220355e-05,0.0017103411177162508,0.0010940710659898478,0.0011025837563451778,0.0009811773928410635,0.0011290533831577114,0.11935936847698204,0.002342967741421089,0.0019077330197112326,0.0001838204144596336,0.06459575850518068,0.000373472972972973,0.0006539252978410678,0.00424576944836328,0.0039011241827095135
2022-03-31,0.006729976108302334,0.00012973333333333333,4.826718476671159e-05,0.0013661077821719638,0.0004799035532994924,0.0004904517766497462,0.00043038384971413516,0.00044306330656992526,0.09681581843713234,0.0021027110601126732,0.0006172824298789483,5.9478507174014024e-05,0.02073039865856107,0.00011817567567567567,0.0006189525153075168,0.0031030908270612075,0.0024139537261629526
2021-12-31,0.006555465021826441,0.00013213333333333334,4.866149522525882e-05,0.0014860408693794865,0.0007007360406091371,0.0007139390862944163,0.0006284293431821938,0.0007638729844212233,0.0951459258415879,0.002271940531155963,0.0009793363034195281,9.436435986058075e-05,0.03426245800009464,0.00018664864864864866,0.0006122179465400211,0.003587285786921991,0.0035913443422574925
2021-09-30,0.005637712473525161,0.0001378,6.056250179232027e-05,0.0014377122591708435,0.0006608477157360406,0.0006755736040609137,0.0005926569662129035,0.0006693730074699982,0.08319101294166761,0.0019096286718708992,0.0007853754871050643,7.567518413448757e-05,0.026370888421903514,0.0001480990990990991,0.0005844125532716355,0.0025311696589061794,0.0019249522359628644
2021-06-30,0.005329493252447235,0.00014326666666666666,6.561684494278913e-05,0.001275213240408365,0.00047260406091370556,0.0004916395939086294,0.000423837568461674,0.000506582803272487,0.07620782572393639,0.001845777269565206,0.0005472594483174492,5.2731413445834806e-05,0.018130145667886427,0.00010212612612612612,0.0005776100331632087,0.0020184189230802283,0.0016503918639240928
2021-03-31,0.005029434621744082,0.0001438,6.916563906971409e-05,0.0012164850337697836,0.0003082741116751269,0.0003304162436548223,0.00027646429795685925,0.0003377267468959154,0.06725112907510722,0.0017128254943168265,0.0003228826954925098,3.11114974129141e-05,0.010714372505106496,6.01936936936937e-05,0.000572532886233206,0.0019411661498578475,0.0015211591370851536
2020-12-31,0.004999930948850675,0.00014886666666666666,7.386151816695822e-05,0.0010087486833161628,-0.0029026954314720814,-0.002868553299492386,-0.0026031756292601476,-0.003155428498675976,0.053094994117423806,0.0013685195975966357,-0.0023788673484258283,-0.00022921676010950195,-0.07919324369090115,-0.0004391891891891892,0.0005727692387234011,0.000839396586913398,0.0003048566889533948
2020-09-30,0.0054129823693583635,0.000135,6.679977631843079e-05,0.001026602642312909,-4.0873096446700506e-05,-1.0218274111675127e-05,-3.665553313269604e-05,-0.00010769997373171372,0.04895821473300695,0.0014267233732675904,-7.277083875403438e-05,-7.011864659325634e-06,-0.0025324647917047706,-1.3797297297297298e-05,0.0006450074229453951,0.0009198719555425061,0.00024341197121092485
2020-06-30,0.0058109680845587815,0.0001328,6.656677468383471e-05,0.0012106919291464359,-0.0002553248730964467,-0.0002059746192893401,-0.00022897872094404843,-0.00024237067259251887,0.034232798208660674,0.0008828237070091033,-0.00011836631741085904,-1.1405236109934352e-05,-0.004136359159784459,-2.2531531531531532e-05,0.0006538854133583472,-2.685496172272789e-07,-0.000979139092284475
