Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.0003153333333333333,0.00016089659028992574,0.0006701624365482233,0.0006701624365482233,0.0009866584238758082,0.0013926874651981793,0.011537439751034195,0.0002689867930403031,4.939895172623343e-05,0.007787968745803207,3.228828828828829e-05,0.0009019698502854695,0.001172756178431527,0.0018919103153278536
2022-06-30,0.00029853333333333334,0.00014532132717731065,0.0007590761421319797,0.0007590761421319797,0.0003207268102083748,0.0003419633312284558,0.012030817108808683,7.161484365924373e-05,1.1562272662200498e-05,0.002271544176801855,9.00900900900901e-06,0.0009146575473997533,0.0015881129197430517,0.0016796467449447757
2022-03-31,0.0002942666666666667,0.0001416291474290958,0.0006359593908629442,0.0006359593908629442,0.00036406064278290707,0.0004095584366930642,0.011651296064366769,8.340220347825658e-05,1.3496013462780145e-05,0.002682110438487325,1.0626126126126126e-05,0.0009448958941140845,0.0008720701236760503,0.0009223334980695566
2021-12-31,0.0002808,0.00013044506896848384,0.0006007157360406091,0.0006007157360406091,0.004483487938772695,0.006964520252556035,0.011613343959922577,0.001164485025978621,0.00018891862438901824,0.03834637723237411,0.00015385135135135135,0.0009596531527206389,0.0014364719025487147,0.004771101858110987
2021-09-30,0.00029486666666666666,0.00014211307390094924,0.0008259035532994923,0.0008259035532994923,0.0006036281329851089,0.0008013217557751815,0.011992865004364493,0.0001518901751597879,2.569373635973203e-05,0.004871797167476501,1.9306306306306306e-05,0.0009246006012216469,0.0012480395877942408,0.001361440741350875
2021-06-30,0.00028933333333333334,0.00013743511800636633,0.0008619492385786801,0.0008619492385786801,0.0007220029253409826,0.0008525266213349704,0.011461535542145813,0.00013674853449195627,2.3020462958364132e-05,0.004450998724814445,1.765765765765766e-05,0.0009494693147993589,0.0016545341917372652,0.0018075540079187
2021-03-31,0.00027966666666666667,0.00012951306243009952,0.0008962436548223349,0.0008962436548223349,0.0016792713688510822,0.0024990286587734975,0.011651296064366769,0.0004299922737836042,7.05185419996085e-05,0.014202267195499886,5.625675675675675e-05,0.0009631290115295699,0.0010410773494510845,0.0034031284734253966
2020-12-31,0.0002793333333333333,0.00012928006079550343,0.0007655837563451777,0.0007655837563451777,0.0002691714310817252,0.00030419992580489613,0.01119587081103647,6.445146421939347e-05,1.0742395778857476e-05,0.0021103873264206423,8.441441441441441e-06,0.0009721709714825948,0.001907507931165362,0.0021339968226737637
2020-09-30,0.00027446666666666665,0.00012542657222333744,0.0007153654822335026,0.0007153654822335026,6.486190214538663e-05,-0.00026685359345034307,0.010968158184371322,-1.5729113584856388e-06,-2.5564089903791373e-07,-5.2439927504997783e-05,-2.072072072072072e-07,0.0009709271665029434,0.0015561555152930054,0.0017249965443263521
2020-06-30,0.0002744,0.00012539072581801497,0.0007811624365482233,0.0007811624365482233,0.00040099386934842657,0.0003955242937745625,0.011119966602148089,8.861365677444395e-05,1.4025555325072968e-05,0.002870126763932073,1.1387387387387388e-05,0.0009732109224394532,0.0014515106811134424,0.0011557098143025126
