Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.1504984005082392,1.0,0.455069,0.455069,0.5217047687341769,0.2437731114359422,0.1970221242391576,0.08046101206555015,0.0004349660715041622,0.04372391923156799,0.0015215530615786733,0.0011702071207263653,0.20160366848882097,0.019221506362185316,0.00042419067737146487,9.722948248823838e-05,8.509644696389888e-05
2021-12-31,0.1532476148176467,1.0,0.482487,0.482487,0.5408426646783467,0.24728925890191436,0.2086775340392488,0.08224383216279489,0.000497252863546235,0.03824761121293322,0.0016280693358296475,0.0012970251354614403,0.2182763802171041,0.02056710731090748,0.00040566064214017184,-0.0011151071615263983,-0.0012350103683497554
2020-12-31,0.1844278654515402,1.0,0.543774,0.543774,0.5762738783840589,0.2811872393816798,0.245704160270934,0.09321087700342157,0.0006439997392958434,0.02953190211614731,0.00206066885094164,0.0016279194075602764,0.29126920386538513,0.026032059235341895,0.0003712196527095597,0.0012538421327757448,0.0012289691136219175
2019-12-31,0.38445710045033143,1.0,0.490625,0.490625,0.5273349602557933,0.26057587590530573,0.22663007760846918,0.09643435980551053,0.002770116046945562,0.006865803730085945,0.001749140138945132,0.0014115955535259097,0.27795150133423147,0.022096573006927734,0.00029986779032579715,0.00038031015856420975,0.0005315933531372829
2018-12-31,0.36327859267213514,1.0,0.48806499999999997,0.48806499999999997,0.5145671695163171,0.2591674499881984,0.2244469505787549,0.11276787322168197,0.0025433437458215104,0.007477899638605175,0.0018692971753432872,0.0012280210447951393,0.3219189616311304,0.023614495252236856,0.00023856534038451595,0.0005218679212406343,0.00033808788728427073
2017-12-31,0.40424132367079146,1.0,0.5073810000000001,0.5073810000000001,0.5291352900784994,0.2654600754473215,0.21289051674503678,0.12189807311363227,0.0025110916852172007,0.007573983108851636,0.0018911749856689824,0.0012698534432905673,0.3300409337029457,0.02389087369803994,0.00020212569520869185,0.0007107161526398328,0.0006885547873237427
2016-12-31,0.3979782873912824,1.0,0.516643,0.516643,0.5374845217285448,0.26969725830562374,0.1940551075557687,0.1254096884566901,0.002438255781685802,0.007800178642358402,0.0017722538351906683,0.0012079763538494132,0.3095196766755616,0.022388564177433633,0.0001841437023140386,-0.000324063425683917,-0.0003748542964254675
2015-12-31,0.3894495387054518,1.0,0.48796100000000003,0.48796100000000003,0.5222535221983615,0.25257512640117935,0.17920362240725385,0.12432919142805691,0.0025168365835123436,0.007556705145033307,0.0016158485277180286,0.0011390690974388887,0.2833531956786446,0.020412724038447166,0.00015428499678708332,0.00014152291339954696,0.00014365584862024045
2014-12-31,0.3376361254631217,1.0,0.45109499999999997,0.45109499999999997,0.49191135491700216,0.23349279275175677,0.1610073151722804,0.12456329911759409,0.0026090909151992537,0.007289486079839392,0.0014714339432123566,0.001082014353935402,0.25508173786885674,0.018588360547641233,0.00013228944316830512,0.00017543125980135912,0.00026966975091869696
2013-12-31,0.3165981705637295,1.0,0.449372,0.449372,0.47936515786410316,0.23260094495492623,0.18008761918120295,0.12148388258598955,0.0023480507996831235,0.00809990633606508,0.0014522514160097187,0.0010989177416237399,0.25095209720459083,0.018346031129115575,0.00012151620122460135,8.409130510541906e-05,-3.680347205363745e-05
2012-12-31,0.33204212088671997,1.0,0.468298,0.468298,0.4864019462202584,0.24239729515969405,0.1780215665802842,0.12281649558797048,0.002065274139155547,0.009208922067542568,0.001673389535464667,0.0011418501772647886,0.2859957511852639,0.021139629247616153,9.584832078941732e-05,0.00017567520473950164,0.00015295863964286178
2011-12-31,0.44401778837234146,1.0,0.47389400000000004,0.47389400000000004,0.4882165417309415,0.24529385944934223,0.1569770138215695,0.08856473978029894,0.001596409808120397,0.011913481759417846,0.0010403858593614414,0.0006892042586931016,0.1832897225316718,0.013143007575493339,0.0001190448404989992,3.694023349015508e-06,3.743354156512973e-06
2010-12-31,0.37419111818248263,1.0,0.348155,0.348155,0.3724105398706958,0.1802096748145909,0.10994929037059996,0.08791644156311904,0.0019128831528001844,0.009942568606622175,0.0008811274960951263,0.0005320964887511518,0.13592061970517372,0.00985677816477404,0.0001159752125325908,0.0001759539989545217,0.00018583344297778262
2009-12-31,0.3735783076308969,1.0,0.262577,0.262577,0.3061511744465389,0.13591335980753066,0.07957893927174049,0.07432018728615163,0.0016607795457431644,0.011451893356188635,0.000488917784661341,0.0003029595259924446,0.07522215601440453,0.005417864611101976,0.00010605874836584411,0.000396480223035372,0.00035550745613141034
