Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.058526218734012106,0.011807681500214441,0.0016192487057807943,0.5494169999999999,0.210859,0.210859,0.37276147579493163,0.0850091928130422,0.08067389624830186,0.03808752025931929,0.00023772456337093161,0.08000598369698483,0.0005383860907613584,-0.0005650627427876878,0.03987927148371719,0.004086132412514762,0.0005940276680133834,0.0003906603937968287,0.0002096278327647265
2021-12-31,0.05798649567940451,0.011701199402517118,0.0015980368814042132,0.499076,0.141008,0.141008,0.32447877931361113,0.05314595040021864,0.04649834342511139,0.03832162794885647,0.0003301468745401562,0.05760874841935324,0.0002912089067931653,-0.0002895228046609039,0.023834814373429367,0.002223484527623727,0.0005967604936812639,-2.146715455654295e-05,-0.00017489988380776952
2020-12-31,0.05831257835822993,0.011251608323350636,0.0014907860839945344,0.47401000000000004,0.124697,0.124697,0.32715407133224406,0.04081122434190639,0.03648141005120734,0.03583648478300018,0.00035631807788469484,0.053374809752402434,0.0001938171519929318,-0.00020292973977536775,0.016925308945827614,0.0015171748276371802,0.0007313041487248045,0.00025087994424115697,0.00029005435276109435
2019-12-31,0.06093810613428985,0.0113728796012837,0.0015086612168961476,0.478846,0.157946,0.157946,0.3162065823786418,0.055028510143151146,0.04957904107559162,0.02366288492706645,0.0012302145366756322,0.015460055255362566,0.0001736814149053101,-0.00018549957373560608,0.015269825643151378,0.0013504176403858006,0.0007536335502359832,0.0005564732531799965,0.0004029850469679758
2018-12-31,0.06220870415867858,0.021355576260407884,0.006193852717961626,0.47295200000000004,0.301048,0.301048,0.37711916794899353,0.13822605624179582,0.11529116466999151,0.09310282730055826,0.0012744603323171693,0.014923197589646497,0.0034030447495884764,-0.0008281149352895402,0.13653073913831965,0.011951540760007508,8.629820298247299e-05,0.0001091130859034675,4.0139134173302476e-05
2017-12-31,0.05729497551568851,0.01898930742268956,0.004276208460276569,0.469101,0.268961,0.268961,0.3299273210749862,0.12340575089133018,0.12371995796632103,0.0996938591752206,0.001919367160817509,0.009908896739970832,0.002965580577132429,-0.001006537861613003,0.15510764527578436,0.013412825355064918,9.718666676514688e-05,8.461404425858164e-05,8.339155299162564e-05
2016-12-31,0.053381983369783385,0.018853246964520756,0.004279068481540828,0.462489,0.262489,0.262489,0.3223712616764656,0.11988339206519442,0.09554687332094343,0.10174680352962362,0.002050391157022517,0.009275753976064281,0.0024060200792018808,-0.0007721834691530604,0.12364698567320397,0.011020756619213949,8.708998382462645e-05,6.614392751350409e-05,0.0001274593558836447
2015-12-31,0.05637294863073385,0.018255764082996877,0.0038464902653217894,0.462489,0.262489,0.262489,0.3216798513325103,0.11988339206519442,0.09554687332094343,0.10614082477939853,0.0023060559291045953,0.008247404932036647,0.002298379674672753,-0.0008164638376345173,0.12898261612995157,0.011115927802774747,8.72022512574691e-05,0.00014626241505488763,7.256918255893467e-05
2014-12-31,0.05463009293356347,0.01564103701731813,0.0027413303817913886,0.431307,0.23884699999999998,0.23884699999999998,0.30299845740360676,0.10697618564513257,0.08417764545790807,0.09801908878083919,0.00213280189104582,0.008917399080173319,0.0015043098234523815,-0.0007456005292573084,0.10493277027902279,0.008954229802698345,0.00010127704204858521,0.00022087471684962537,0.00018512924764140892
2013-12-31,0.06635220302582237,0.01513228921720869,0.0025582890208788703,0.423349,0.22039899999999998,0.22039899999999998,0.28922541118467976,0.09655507613057107,0.0761306166033032,0.09112191608139744,0.0021535305591633812,0.008831490066178943,0.0011919133617674747,-0.0006672926032960056,0.08851006502759139,0.007353261149395505,0.00010315161273644481,0.00015699599233315908,0.00013264816362534585
2012-12-31,0.0734192017720907,0.014369167517044529,0.0022529817509193183,0.42200200000000004,0.23624900000000001,0.23624900000000001,0.29972115335234156,0.10279904593507885,0.07790087245900415,0.09402124977489645,0.0022546206116200143,0.008435492784123628,0.001138928039884931,-0.0007562794109843356,0.09025104277312884,0.0073986044881600745,9.456019971785421e-05,-4.760411221467154e-05,-5.855940165634156e-05
2011-12-31,0.055085484260888634,0.0146945294822308,0.002483690132902805,0.41618099999999997,0.230823,0.230823,0.2960234870286854,0.08725459951220117,0.062241177847934454,0.09036556816135423,0.0021635421363093025,0.008790606123068423,0.000982647635776531,-0.0005642648285200898,0.07379983937407705,0.006247082994919221,8.588015451544047e-05,2.0770169018992855e-05,6.856638801533663e-06
2010-12-31,0.08940849726484099,0.015067216824171434,0.002477016749952869,0.422695,0.24364899999999998,0.24364899999999998,0.3097280579453225,0.09931447288327198,0.06787488985388886,0.0898793444984693,0.002427471498921236,0.007834858648729844,0.0010301569312163748,-0.0006474803145641432,0.07915230964532761,0.006384275660924838,8.117526275749496e-05,7.367137131904513e-05,8.950693354434485e-05
2009-12-31,0.06183764455863586,0.015611458656846652,0.002867647987629455,0.41623699999999997,0.232033,0.232033,0.29835354939827324,0.09318800130852653,0.06603280572544859,0.08762830902215019,0.0024723892124920294,0.00769252483009356,0.001027573403735005,-0.0005467339548543206,0.0731327236456903,0.006129987559648083,7.294428728645183e-05,0.0004765290120230005,0.00038875288859073834
