Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.12366404488696739,0.263272,0.106868,0.106868,0.10483093257655443,0.05566569217327211,0.044971285658212796,0.5499189627228526,0.0027211668257992295,0.006989262071193586,0.002872757655918842,0.00169696997866935,0.31526853027280505,0.0362910311540295,0.0002980523077604863,0.0027463321136086427,0.0028035498857535727
2021-12-31,0.10010738239940631,0.270243,0.11555199999999999,0.11555199999999999,0.112849200265532,0.060290049815108514,0.04845014948198807,0.39101386637853414,0.001456919646006758,0.013054354706050496,0.0026664698890858127,0.0015746721869939197,0.24151791497189048,0.03368503487118672,0.00030902792652391957,0.0004317476912354068,0.00048381925900119156
2020-12-31,0.11771022494082725,0.30546399999999996,0.098122,0.098122,0.09897058795557473,0.0516598824810657,0.04107955066042421,0.35027912839906356,0.0016115615574251298,0.011801655799695974,0.0017234560629407773,0.0010185065756269727,0.18355009197129463,0.021772110690896285,0.00023238472276591502,-0.0002080850322355811,-0.00022437887191613409
2019-12-31,0.1332947281426218,0.331948,0.096531,0.096531,0.09790636763248545,0.051862269299731256,0.042041597053570315,0.38741220961642353,0.0020289905709756986,0.009373528019072142,0.0017712546082767542,0.0010474135376613597,0.2077204072644369,0.022375941123418588,0.00019135097606192436,0.00042122320961840047,0.00044686753529779127
2018-12-31,0.11588303751637441,0.321978,0.097878,0.097878,0.09939855859488679,0.0520470572645998,0.04296179075236439,0.4421573924005042,0.00172881123608038,0.011001208371778353,0.0020497956843915496,0.0012125895377946036,0.24222130106997594,0.02589470047652029,0.00017112954332267286,0.00018511935877330544,0.00011960201844621153
2017-12-31,0.13071417728777923,0.33509700000000003,0.10118,0.10118,0.10300302242375942,0.05374327620262285,0.039989118299468475,0.3998559337295156,0.0016435112549612742,0.011572079120666413,0.0016164007320651917,0.0009561995420901712,0.203794139744553,0.02041969993671864,0.0001670362136331071,-7.255619445896498e-05,2.1051734266330384e-05
2016-12-31,0.13412680118514186,0.354874,0.10989800000000001,0.10989800000000001,0.11181636445599225,0.05830189694939398,0.03995631483632769,0.3934810012605799,0.0017213865429620964,0.011048528899255668,0.0015392959131619221,0.0009108772370165598,0.20075779165263352,0.019445648617360357,0.00015171614065927574,-2.8018818609513853e-05,-6.367408357316128e-05
2015-12-31,0.12900505428152179,0.330648,0.109041,0.109041,0.1103165651266698,0.05763055243837296,0.039082498447491267,0.46443363947415817,0.0019985526887803815,0.009516327132963857,0.0017824498940293562,0.0010551680248639382,0.2320021244073681,0.022517369156231887,0.00013749806117097888,0.000338421327757449,0.0003445368340489564
2014-12-31,0.13082661959082245,0.30183,0.090582,0.090582,0.09328903995724099,0.048167027615707285,0.03247033831682038,0.4089321087700342,0.0017843116570369628,0.010659014731092688,0.0013328175043518962,0.0007886491660052887,0.17003031166610535,0.016837243988685757,0.000144256265187494,1.3068478829064297e-05,3.899018388764008e-05
2013-12-31,0.1560418060482715,0.30966699999999997,0.090798,0.090798,0.0938720310725705,0.048745201724273574,0.032419436391257085,0.36319106789122996,0.0019028715756542632,0.009994945342541837,0.0011028572630648918,0.0006522910403911174,0.15038861110391463,0.013932197590657612,0.00015215486996920032,7.78532845443457e-05,7.038247072493205e-05
2012-12-31,0.1573124040726602,0.306292,0.08858100000000001,0.08858100000000001,0.0905842655167888,0.04754330353260757,0.03146417692151941,0.3652800288132541,0.001951887988593521,0.009743841003027675,0.0010769102326095073,0.0006370067214593618,0.14600507785175784,0.013604413418306417,0.00014547643491812602,-0.0001322530057501307,-8.928455606970052e-05
2011-12-31,0.161489635630717,0.309585,0.100353,0.100353,0.10111614742732582,0.05359886207881802,0.035402289229265665,0.38705204394021253,0.002214507111243404,0.008588311255848954,0.0012631937395804298,0.0007472312181245838,0.17452265602735823,0.015957699481624323,0.00014005805408040414,0.0001040599407562293,4.862654112222794e-05
2010-12-31,0.13960274134334819,0.28366399999999997,0.09170099999999999,0.09170099999999999,0.09309217346315743,0.04892584878236636,0.032619085054855314,0.4011165135962543,0.00199710806523248,0.009523275542111624,0.0012943669897500353,0.0007677639537194231,0.16642140988108503,0.01635150554833052,0.00012178209777607078,0.00010440843352500435,9.736427098177802e-05
2009-12-31,0.14189094221027837,0.337901,0.09408,0.09408,0.09913131470678305,0.05095748116922644,0.03319936700627678,0.31714388618764633,0.0016965591754760706,0.01121031205956896,0.0010121642729046475,0.0006013291082610853,0.13400994844426023,0.01278648934597632,0.00010878123361227852,0.0005323924028576407,0.0005072800825761689
