Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.018752680538917727,0.004128917365167277,0.34051699999999996,0.34051699999999996,0.5539775591217662,0.16993867317065092,0.15445793408313754,0.023122636412749864,0.0008021688483120954,0.00047264412907464023,0.05461281380346642,0.0037086864881833263,0.0007881616946473546,0.0003185920892141488,-0.0006176534358246406
2021-12-31,0.01835633050859991,0.0038986856533945,0.335122,0.335122,0.5560489370160365,0.11323620146339645,0.09715763647654609,0.02326670268323429,0.0005171327972568592,0.0003046986692261897,0.03660068913702428,0.002478437000164432,0.0007580385697719937,-6.68757623279317e-05,-0.0011681859372191328
2020-12-31,0.018169986837629586,0.0037964398931972726,0.327341,0.327341,0.5472080146537147,0.19065355931641909,0.17632370457427327,0.021790023410768952,0.0008227318863826408,0.00047313604709398456,0.05772947485686158,0.003912316280583916,0.0007911234867901116,-6.534239414532148e-05,0.0012063977999455175
2019-12-31,0.01775588979102888,0.003579316612219012,0.345069,0.345069,0.5466754289692374,0.11399295217666765,0.09762649976867901,0.02504952278047902,0.0005485032632647373,0.00031511803514773615,0.039679784450374365,0.0027005861415476196,0.0007648204090375284,6.621362606725911e-05,-0.0008787245910570899
2018-12-31,0.01693952704201606,0.0031939287468602333,0.336275,0.336275,0.5458071240943666,0.1357461706964591,0.11913765351172385,0.02414910858995138,0.0005845148753332948,0.0003360148675442949,0.045567242674680694,0.0030786133907350108,0.0007855662488644001,0.0005329151420108032,0.0014894843251677561
2017-12-31,0.016534303503556797,0.003021374130583328,0.348994,0.348994,0.5576200647852443,0.11189040676127257,0.09823166710593144,0.024185125157572485,0.0004679142978853203,0.0002688932348102881,0.037611078007202266,0.002542299687911599,0.0007755700157322127,-0.0002829064296915839,-0.0007415918150264167
2016-12-31,0.01620894153837053,0.002943438551132295,0.323733,0.323733,0.5667852937875781,0.11566018476726032,0.11136832293991424,0.024365207995678012,0.00048460533166444904,0.00027833651143360793,0.0391655224228607,0.0026974303780438586,0.0007618866837529821,0.000530615089736888,-0.0013784438394953515
2015-12-31,0.015771181803392636,0.0027766039773839055,0.340998,0.340998,0.5684952742530961,0.16622945592625873,0.13001878846630238,0.02443724113092022,0.0006840891520770772,0.0003928488289446112,0.05646389802844634,0.003931832186462439,0.0007586013841392708,0.0002297264331765116,0.0006068310653919496
2014-12-31,0.016454441930283805,0.003042109284749199,0.33451099999999995,0.33451099999999995,0.5675309137458463,0.11359801319292899,0.10219353364560722,0.02169998199171619,0.00044894870810478207,0.000257830889430386,0.03426643177284386,0.0024529417529103614,0.0007624539297294503,-0.0001963756752047395,0.0014207326225902158
2013-12-31,0.018246890574855436,0.003898447318289145,0.31754,0.31754,0.5537911541321991,0.1705504921467703,0.19644636690334177,0.01905276427156492,0.0006759112686500444,0.00038694581271247856,0.045176040830073316,0.0031784351731434565,0.0006801308801914456,0.0002907823662659,0.0013747004853388385
2012-12-31,0.01812266146087522,0.003769746361397531,0.34664700000000004,0.34664700000000004,0.5634471228009441,0.07998989618746713,0.08868585933196313,0.02151989915361066,0.00033302523836820986,0.00019622106253517504,0.02391383196455867,0.0016296196640606703,0.0005490616067537723,4.161003659174072e-05,-0.001871380574956961
2011-12-31,0.018235059230666845,0.0038321901590004995,0.35127,0.35127,0.5765201992631296,0.09102127183810711,0.08951782302644751,0.020979650639294075,0.0003678864247135111,0.00021676154487047642,0.026546024508406957,0.0017820928691371313,0.0005399339690230517,0.0005097752221641401,0.0015801772719102039
2010-12-31,0.018063504739932266,0.0037380477923853366,0.394653,0.394653,0.5838499097457474,0.06243348668491426,0.05829514746287836,0.0208175760849991,0.0002465132239793423,0.00014524751029444972,0.0180652348506438,0.0012124775567082396,0.0005230510152078056,-0.0007006447116222338,-0.001747849887792033
2009-12-31,0.016859665468743065,0.0031593701565837806,0.16084099999999998,0.16084099999999998,0.35447952112938597,0.08957868344009971,0.08606045112679896,0.022132180803169456,0.0003407363776446644,0.00020076452581620625,0.027561594859970468,0.0018508552949559273,0.0005391732094452364,0.001635964453737585,0.0004918619110008284
