Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.02782133580076107,0.00022746666666666668,9.284218978520834e-05,0.004185597197889897,0.0012296243654822336,0.0012296243654822336,0.0008032806064824573,0.000897870512714509,0.018748339595430565,0.00147378938408842,0.005097912739965096,0.0002772682660964263,-0.007941164977488993,0.0073543800769204195,3.2193693693693696e-05,0.0005038695334254122,0.0009585431004232341,0.0008844631019262778
2022-06-30,0.027061145420465005,0.00023146666666666666,9.535143815778154e-05,0.004196495780222268,0.0011433248730964465,0.0011433248730964465,0.0008385431200996784,0.0005785169320690409,0.019241716953205056,0.001325800552312258,0.005666931937172774,0.00035202893247264125,-0.015492274897232358,0.00927547205527424,4.075225225225225e-05,0.0005129070617692461,0.0002352494646910963,0.00018007373366129098
2022-03-31,0.026450356617799375,0.000243,0.0001028074904648562,0.00417082843221672,0.0011766649746192894,0.0011766649746192894,0.0008948784681519776,0.0008878022224872628,0.019431477475426014,0.0012599679447221352,0.0059632065154159395,0.00037583106098177337,-0.006434426648591638,0.009536392670177158,4.252702702702703e-05,0.0005190079104224062,-0.0007267847807560924,-0.0008175271767430324
2021-12-31,0.023392646178144433,0.0002454666666666667,0.00010443850190702877,0.0042200211399637194,0.001465786802030457,0.001465786802030457,0.0017756082282840322,0.0017709654217157506,0.02049413639986337,0.001200323961006288,0.006259211169284467,0.0008683986757981435,0.017691624765905977,0.021799661570614196,9.806756756756756e-05,0.0005178542148296415,-4.4758269537879814e-06,-7.735028412264706e-05
2021-09-30,0.02070655646940218,0.00024786666666666666,0.00010605159014654011,0.00418522600106004,0.0013453248730964467,0.0013453248730964467,0.0017827007916994247,0.0013802118584849126,0.020228471668754033,0.0012745874474975984,0.005894506108202443,0.0008821000602823016,-0.0025363083116890705,0.02126630913720971,9.814414414414413e-05,0.0005038887370652406,0.0011549423871554509,0.0011685857489912273
2021-06-30,0.017016714144562975,0.00024273333333333332,0.00010264618164090505,0.0041776925309721154,0.0013886091370558374,0.0013886091370558374,0.0017171150656881539,0.0015655166913373922,0.019659190102091162,0.001021212629456594,0.007357458987783595,0.0008218746109176346,-0.001126686134329797,0.01904592586529078,9.192342342342343e-05,0.0004938925039330532,0.0009750141436131738,0.0009767721925255201
2021-03-31,0.012921980989590853,0.0002459333333333333,0.00010476111955493104,0.004168376099062088,0.0010530304568527919,0.0010530304568527919,0.0013113685415222245,0.0011806387364295765,0.01806520171543512,0.0010809463033735174,0.0069505991855730075,0.0006390947307658998,-0.0005724183190807446,0.01362542799294491,7.02927927927928e-05,0.0004810748129491621,-5.1830076124864825e-05,-9.61908062039283e-05
2020-12-31,0.011400344753556448,0.00024846666666666667,0.00010646382380774855,0.004189942026357408,0.000678233502538071,0.000678233502538071,0.0011162365529231331,0.0009475680615687656,0.01696459068655357,0.0014249979147028249,0.005272535194880744,0.0005805369464560128,-0.0004274900153968862,0.011590503001226582,6.312612612612612e-05,0.00047649252904550523,0.0011013219802490707,0.0010797796700352386
2020-09-30,0.011059483170979434,0.0002516,0.00010865045453241949,0.004131560675772956,0.0009100862944162436,0.0009100862944162436,0.0011751712936007143,0.0009366217227751895,0.015788075448783634,0.0011368232986441532,0.0066088283885980224,0.0005401150196168577,-0.0003176465990995597,0.010459847003313946,5.7594594594594594e-05,0.0004615447112437311,0.0007755712945523814,0.0007664021419496059
2020-06-30,0.011023074383153529,0.00025506666666666667,0.00011105216368902527,0.004181161091513406,0.0004188984771573604,0.0004188984771573604,0.00033813955415181276,0.00020883653443011353,0.01514288967323238,0.001185166317024366,0.0063396951716114015,0.00011800625336494065,-5.765250075231465e-05,0.002229336430273442,1.2346846846846847e-05,0.0004493282419067737,0.0006545449337219544,0.0006353705712938611
2020-03-31,0.010726154441056056,0.00025726666666666667,0.00011262940552321412,0.0041247939401204735,0.0010064010152284265,0.0010064010152284265,0.0005050879354950023,0.00037297307976266346,0.0163953091198907,0.0011256120235095953,0.006674745782431646,0.0002289628317255842,-0.00011372185393701592,0.004146591340761043,2.3806306306306307e-05,0.0004488067892252809,-0.00015020875256912468,-0.00019844087579078124
2019-12-31,0.010147380262168382,0.00024493333333333334,0.00010408003785380403,0.004241270637174571,0.0009163147208121828,0.0009163147208121828,0.00084370548653938,0.0007548803036877309,0.016774830164332614,0.0013122573319497126,0.0057256358347876676,0.0004460245991966024,-0.00028591060749042445,0.007871105216237958,4.8283783783783784e-05,0.00046660117733084177,0.0009858456448413409,0.0009288661414042722
2019-09-30,0.009876825304358634,0.0002386,9.988600843107454e-05,0.004157355812851077,0.0008116040609137056,0.0008116040609137056,0.0008376599639362726,0.0007106120218019459,0.01723025541766291,0.0012953955741473375,0.005799995346131471,0.000462000072391824,-0.0002593002159069993,0.008189581849134165,5.0261261261261254e-05,0.0004543758447755021,0.0005663711427323312,0.0005526237557207967
2019-06-30,0.00907708744763098,0.0002246666666666667,9.112156232972957e-05,0.004175167175490299,6.453807106598986e-05,6.453807106598986e-05,0.00024194381761095336,0.00020384629174480687,0.014194087062127596,0.0011124275639513555,0.006753833624200116,0.00011419715477390916,-7.717798741954616e-05,0.0020592264215377174,1.2945945945945945e-05,0.0004496295913317724,0.000985039995989659,0.0009846302997252505
2019-03-31,0.009514620639262986,0.0003078,0.0001537273092254309,0.00424150187454399,0.0008366903553299493,0.0008366903553299493,0.0009624945428688101,0.0010705094949976842,0.014307943375460168,0.0008965432499603121,0.008380416521233275,0.0004009218397605082,-0.0009414049147328041,0.007569255877428703,5.12972972972973e-05,0.00033205309067811005,-0.00026819155107097583,-0.0003333541620512122
2018-12-31,0.009937715863308855,0.00030713333333333334,0.00015313584353761006,0.004281779773180481,0.0009312385786802031,0.0009312385786802031,0.0005364672934040527,0.0006653486182076541,0.01537060229989753,0.001243195877120837,0.006043764979639325,0.0002010483927972788,-0.0004360357254504393,0.003913809223543736,2.5770270270270274e-05,0.00033242534585016726,0.0003683605582967509,0.00031034789639417025
2018-09-30,0.009735584317102966,0.0003002,0.00014684479940351583,0.004234875098351947,0.0012185329949238577,0.0012185329949238577,0.0011613275931217613,0.0014701752511767682,0.015674219135451063,0.0008210241006539312,0.009151106457242583,0.0005718575078754534,-0.0034415254311566364,0.01106482470355453,7.471171171171171e-05,0.000334688420943785,0.0005724582673894828,0.0005549906554797517
2018-06-30,0.009473817687389127,0.00031059999999999996,0.00015636202001663272,0.004256416684871539,0.001236020304568528,0.001236020304568528,0.0010512653943451603,0.0013181045565598642,0.015901931762116208,0.0007247865148988878,0.01036623152995928,0.0005017587233569188,-0.0013393264081431122,0.009531276579688865,6.36981981981982e-05,0.00032852996137113985,0.0009712544489719919,0.0009690087613161479
2018-03-31,0.00964644556070161,0.00027813333333333334,0.00012831220785179662,0.004204163124576697,0.0012022030456852791,0.0012022030456852791,0.0011201242609826616,0.0013702679584712296,0.016281452806558124,0.0007647883445789897,0.009824614310645725,0.000546861482793013,0.0004718017132322651,0.010727162731327228,7.575675675675676e-05,0.00033046509738461193,-0.00011350697154806321,-0.00016738715095329258
2017-12-31,0.009442430801332311,0.00028953333333333334,0.00013759642683031748,0.004355982627988362,0.0012642385786802031,0.0012642385786802031,0.0013217570073206363,0.0022436335991137565,0.016471213328779082,0.000797076816966516,0.009425610238510762,0.0008942474841472329,0.0009571688281713349,0.017067277868943666,0.00012024324324324325,0.0003249625159722581,0.000842798215398277,0.0008241544960681062
2017-09-30,0.009439919850447766,0.0002854,0.00013415517191935994,0.004354753418814081,0.0013672233502538072,0.0013672233502538072,0.0013534186110138679,0.0014631947650744475,0.016698925955444227,0.0008285580775443539,0.009067690517742874,0.0006087166957339423,0.0012105746953490887,0.011563643526163046,8.275225225225225e-05,0.00031020230295957635,0.0008235521594969886,0.0008228290322030914
2017-06-30,0.00968222661080638,0.00028233333333333333,0.00013166384674944797,0.004310185458455467,0.0012880558375634517,0.0012880558375634517,0.0012418814503973522,0.0013556191815562973,0.016850734373220995,0.0006796723437574275,0.011054194299011052,0.0005786797740086442,0.000898071956339456,0.011301443888638059,7.929729729729729e-05,0.00029674793745522227,0.0005760389289525132,0.0005315110098709188
2017-03-31,0.010253467937040418,0.00029893333333333335,0.0001456797912305354,0.004302907566512691,0.001097715736040609,0.001097715736040609,0.0011065946727473943,0.0012614411557460596,0.01700254279099776,0.0006629899663572055,0.01133201163467132,0.000518207965033612,0.0014787493024655469,0.010299969175554808,6.795045045045044e-05,0.00028444579034056917,0.0002860948588861278,0.00023773141178943304
2016-12-31,0.010702300407652876,0.0003072,0.00015318961314559376,0.004305019128807125,0.0011480507614213197,0.0011480507614213197,0.001185049896047057,0.0013468021105360708,0.017609776462104824,0.0008097231353182971,0.009278678301337986,0.000542995531984205,0.004786642105662957,0.010839716722069662,6.959009009009008e-05,0.00027845868632331544,0.0001526256991241702,5.3775962523455984e-05
2016-09-30,0.010630110569722202,0.00028753333333333335,0.00013591164578016118,0.004251432911041158,0.0012939593908629441,0.0012939593908629441,0.0013097114856279993,0.0014243191648002035,0.01890014801320733,0.0008531331926393045,0.008807111111111111,0.0006198028782003771,0.0026885972472587994,0.013560197839219182,8.378828828828829e-05,0.00028293904321557566,0.0008301763833885948,0.0007906391954813043
2016-06-30,0.010480081254370624,0.00028013333333333333,0.0001298894496859855,0.004302712840306863,0.001286746192893401,0.001286746192893401,0.0012255430613743459,0.0013460338180405322,0.019203764848760862,0.000561101897934345,0.01339088307155323,0.0005797978676249171,0.04035912433496846,0.01287080464592177,7.99054054054054e-05,0.00027857833977147666,0.0005408589290957397,0.0004803859750774923
2016-03-31,0.010584913453800386,0.00026133333333333336,0.00011556881075965703,0.0042459136401447545,0.0012125837563451776,0.0012125837563451776,0.0009103109392547893,0.0009987948783427125,0.019241716953205056,0.000639580823876249,0.011746857475276323,0.0003755657506321493,0.0009328080764994434,0.008907113540117183,5.4274774774774775e-05,0.0002818651165882518,-7.062854933077435e-05,-0.00013510263824114733
