Date,current-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.017383940711427712,0.006085193932088018,0.0018365126903553298,0.0018365126903553298,0.0014096765690930853,0.0017285995783903466,0.05024858628410945,0.0019213434874599644,0.0039105154159395,0.0007439302203459306,0.00011604453410541754,0.03815836090692936,0.00017682882882882883,0.0006012851666654357,0.003084292353855298,0.003030862479336965
2022-06-30,0.020378249641247893,0.006085193932088018,0.0022431675126903554,0.0022431675126903554,0.0011695309302684478,0.001606565461813302,0.04880640631523018,0.0017550578546642044,0.004280944735311228,0.0005945794442468304,9.282503644708818e-05,0.031278498222798067,0.00014132882882882884,0.0006003308934862731,0.0024852476743603144,0.002344556225230394
2022-03-31,0.019785037494774085,0.006085193932088018,0.002390664974619289,0.002390664974619289,0.0016589314629846038,0.0021794116635581308,0.05726972560628487,0.0018172131640101924,0.004134524723676556,0.0010452090730833363,0.0001620489398937118,0.05328280341294395,0.0002484414414414414,0.0006061732316032823,0.004298226140261674,0.004319781412073462
2021-12-31,0.021162921792668276,0.006085193932088018,0.002231827411167513,0.002231827411167513,0.002117794822792895,0.0026919139775819566,0.05950889976849216,0.0016624975671532957,0.004519213496218732,0.0014994772438575441,0.00023647148362291361,0.07500956069409999,0.0003564189189189189,0.000597611362645966,0.0014294000959617298,0.0012608948395904697
2021-09-30,0.025627392465389677,0.006085193932088018,0.0025878172588832487,0.0025878172588832487,0.002293998134446414,0.002837187112881192,0.06478424228623476,0.0018613407429398114,0.004036514252472367,0.0017372521693384997,0.00018206197027553704,0.08459967231440421,0.0004129369369369369,0.0005395173977590829,0.005038438401879131,0.005093473605280649
2021-06-30,0.018207532601558548,0.006085193932088018,0.0025208375634517767,0.0025208375634517767,0.002600266676742538,0.003009430973309519,0.06489809859956736,0.001884570505018615,0.003986801628853984,0.00202329462771178,0.00021291234877014815,0.09555961716294875,0.00048092792792792794,0.0005138066784350511,0.0031664685367268457,0.003087952101522958
2021-03-31,0.03014961500845563,0.006085193932088018,0.0024819441624365484,0.0024819441624365484,0.002480271247303301,0.0029219407507461584,0.06440472124179285,0.0018495016363977185,0.004062380453752182,0.0018098335006999455,0.00019019865489062953,0.09087327827567285,0.0004301891891891892,0.0005212532590792593,0.0038714112819484524,0.0038524607236654
2020-12-31,0.04657876664603502,0.006085193932088018,0.002214238578680203,0.002214238578680203,0.0030105564475635138,0.003218347995524879,0.061710121826255265,0.0018007998572131998,0.004172286212914485,0.0022858002679255517,0.00024107119379917434,0.1115473999388627,0.0005433243243243243,0.0004994098573760442,-5.048732803872843e-05,-0.0002908446423803816
2020-09-30,0.02207439696375819,0.006085193932088018,0.00231858883248731,0.00231858883248731,0.002625919176643524,0.002867128568993032,0.0597745644996015,0.0020023337390320094,0.0037522559627690515,0.0018571913981078447,0.0001973839901600166,0.08816558738474407,0.000441445945945946,0.0004651682903590342,0.0010805541431834946,0.0009358721646907788
2020-06-30,0.020321753246345622,0.006085193932088018,0.001985771573604061,0.001985771573604061,0.003115952486198409,0.003030430968187569,0.0566624919351778,0.001936052680436504,0.0038807213496218733,0.0020450690271202132,0.0002186113148122719,0.09831591091351631,0.00048610360360360356,0.0004393216683531402,0.003421859222709988,0.0033685717369446545
2020-03-31,0.028551394770442596,0.006085193932088018,0.0024544314720812183,0.0024544314720812183,0.0006439756230689496,0.0016694264220911165,0.06425291282401609,0.0022412684346997036,0.0033522745782431644,0.0004907104423690016,5.27387174715216e-05,0.024671067357168345,0.00011663963963963964,0.0004168844310183099,0.0029776781558160685,0.0029654413699994513
2019-12-31,0.04253362477103267,0.006085193932088018,0.0020056446700507614,0.0020056395939086293,0.0023256142146260675,0.0026439505746462012,0.05973661239515732,0.002037223227250753,0.003687986038394415,0.0015847176690439106,0.00016848926454304556,0.08141234794019801,0.00037668018018018013,0.0004460296474654888,7.304549588581986e-05,-0.0001427713934601613
2019-09-30,0.02261801783026223,0.006085193932088018,0.0023450507614213197,0.0023450507614213197,0.0022402803884248273,0.0027284554320840407,0.05761129454628259,0.0020618880325467804,0.003643895287958115,0.0015102791652350962,0.0001612144549589952,0.07418714914810698,0.0003589864864864865,0.00043049390284435445,0.002088957955871927,0.0019916041331750354
2019-06-30,0.024543917158708416,0.006085193932088018,0.002237913705583756,0.002237913705583756,0.0024132151118034734,0.0026940798307122362,0.059395043455159585,0.002018926426231155,0.0037213635834787667,0.0016012427136776392,0.00017165738568469398,0.07977775702918857,0.00038060810810810813,0.0004126507670376908,0.0013886700706822591,0.001283143697324646
2019-03-31,0.023497478377574196,0.006085193932088018,0.002036497461928934,0.002036497461928934,0.0025219207098754618,0.002754167620934727,0.05954685187293636,0.001968968984231566,0.003815799883653287,0.0016635527443607811,0.00017919514019346902,0.08376702858743461,0.0003954189189189189,0.00039430538218936264,0.002162092968296822,0.0020982092983183654
2018-12-31,0.03053316275606991,0.006085193932088018,0.0021094213197969543,0.0021094213197969543,0.0013618677751338734,0.0021682092272660423,0.06440472124179285,0.002129693824560585,0.003527958115183246,0.0008416591827038877,9.098989999328029e-05,0.04524414623321442,0.00020005855855855856,0.0003800090109386887,0.0004970853414876932,0.0003444312529231212
2018-09-30,0.01993820549873134,0.006085193932088018,0.0023316903553299495,0.0023316903553299495,0.0024987993173293905,0.0029869529300114803,0.06205169076625299,0.0021451205391457367,0.003502520069808028,0.0017060213510398934,0.00018326896052028036,0.08720120432770094,0.0004055135135135135,0.00039338508468066564,0.002013585029970137,0.001965568235826531
2018-06-30,0.020544600137349014,0.006085193932088018,0.0022444467005076144,0.0022444467005076144,0.002128265230915747,0.0023849847841500528,0.06474629018179058,0.002137407181853161,0.0035152065154159394,0.0014244133656531874,0.00015401816365107792,0.07457853007046135,0.00033857657657657657,0.0003714323699507353,0.0014954633017996404,0.0014199505033922408
2018-03-31,0.024279011840388897,0.006085193932088018,0.002231517766497462,0.002231517766497462,0.0020564427835443426,0.0024414140386795026,0.06835174010398877,0.002006549178482603,0.0037444002326934268,0.0014625991052597967,0.0001588461246300511,0.07900394834283433,0.00034765315315315315,0.0003583620772429482,0.0018670464555031188,0.0018355781010647265
2017-12-31,0.03942130114963886,0.006085193932088018,0.002077243654822335,0.002077243654822335,0.0022207462487486727,0.0019127263627496676,0.06535352385289764,0.0020587488755091036,0.0036494240837696337,0.0012578742690462984,0.00013684274724857354,0.06562025562546124,0.000298990990990991,0.00035101742361013657,-0.0004539383696531771,-0.0006988981608242114
2017-09-30,0.022471127203516336,0.006085193932088018,0.002247730964467005,0.002247730964467005,0.0022631286398894328,0.002257089693392758,0.06372158336179741,0.0021874543140538265,0.0034347783595113437,0.0013856591038688122,0.0001517940878294481,0.0700559060788108,0.00032936486486486485,0.00033713910082649513,0.0007794205057326391,0.0006460689582043373
2017-06-30,0.02509067671381814,0.006085193932088018,0.002172553299492386,0.002172553299492386,0.0023782758151326537,0.0022543457916229777,0.06892102167065164,0.002176601799723575,0.0034517929028504944,0.0014299469815167755,0.00015815224218980532,0.07635892956038713,0.0003398918918918919,0.0003177818318795193,-0.00017455725119773128,-0.00032559073084183996
2017-03-31,0.02115664441545691,0.006085193932088018,0.002338182741116751,0.002338182741116751,0.00255914073457652,0.002436870137348747,0.06850354852176553,0.002105387780068864,0.0035686794648051193,0.0015175183476319818,0.0001686773432044806,0.08160548035613105,0.0003607072072072072,0.00030615624376804956,0.0006873079870236825,0.0005460911123860811
2016-12-31,0.03332408466424193,0.006085193932088018,0.0024797411167512694,0.0024797411167512694,0.0022720284867938567,0.002356740888599783,0.07028729743064253,0.002272480624674312,0.0033061826643397325,0.0013878384388835818,0.00015422450237672996,0.07536512898303632,0.0003298828828828829,0.0003022549504767673,-0.00035018870086437167,-0.0005054751125224146
2016-09-30,0.01603556008642693,0.006085193932088018,0.0022094619289340102,0.0022094619289340102,0.0023492773369837125,0.0021457824034677065,0.061672169721811075,0.002193373867324873,0.0034254426992437466,0.001421987671028053,0.00015889907881628038,0.06899687534773427,0.000338,0.00029164715527620007,0.0010102836600090232,0.0009395645283147484
2016-06-30,0.02007128589561224,0.006085193932088018,0.00137751269035533,0.00137751269035533,0.0014162091932914732,0.0013958996595366685,0.060229989752931805,0.0021922975849119554,0.003427118091913903,0.0008233906700583437,9.192664128761208e-05,0.04104255691970423,0.0001957162162162162,0.0002889527368879763,-0.0003083844771159919,-0.0004905163060458194
2016-03-31,0.01975176739555386,0.006085193932088018,0.002098167512690355,0.002098167512690355,0.002271368395846981,0.0021956336108210706,0.06079927131959467,0.002082696159196519,0.0036074648051192554,0.0012463332688376508,0.0001395981909389179,0.06459064241469238,0.00029624774774774775,0.0002836052617973129,0.00025807618215541503,0.00014040449370120636
2015-12-31,0.036806773541106154,0.006085193932088018,0.002195065989847716,0.002195060913705584,0.0021563304770363468,0.0021119482653784716,0.07818133515503434,0.0021159712237958862,0.003550771378708552,0.0012066125193510736,0.000135157343321345,0.075936852095103,0.0002868063063063063,0.00028085027808347673,0.000427172924469525,0.00032227707117930306
2015-09-30,0.016893049813499122,0.006085193932088018,0.002217725888324873,0.002217725888324873,0.001990187861883481,0.0019042531940845868,0.07560059205282932,0.002180906929375245,0.003445016870273415,0.0011235893306579944,0.000126246431983452,0.06729577526037703,0.0002670720720720721,0.0002742841104652451,0.0018242575498249056,0.0017958141851142835
2015-06-30,0.02405930363799119,0.006085193932088018,0.0024036395939086297,0.0024036395939086297,0.0022957007138542165,0.0022454775011030484,0.07514516679949904,0.0021402772682876077,0.003510450261780105,0.001271234540223797,0.00014144793544409935,0.07869442486829265,0.0003021666666666667,0.00028502780834767453,0.0011676537357042085,0.0010962532923575647
2015-03-31,0.014763135725683637,0.006085193932088018,0.0023616192893401015,0.0023616192893401015,0.0022367250020144157,0.0021452482572565227,0.06539147595734184,0.0020592870167155625,0.003648502617801047,0.0011725769916421554,0.00013032938234237184,0.06639662235705962,0.00027871621621621624,0.00028356390011152885,0.0018321350052635723,0.0017905123296542245
2014-12-31,0.049092856219185924,0.006085193932088018,0.0023831675126903553,0.0023831675126903553,0.002310013306523019,0.0022336238454575986,0.06873126114843069,0.002070857052654426,0.0036280535194880745,0.0011096036850849534,0.00012196627293098865,0.07158305908956611,0.0002637477477477477,0.00030522856024403394,0.0004277995402430553,0.00029813469363796285
2014-09-30,0.024019128423838465,0.006085193932088018,0.0024301624365482234,0.0024301624365482234,0.0022025914715339194,0.002148958012449265,0.06717522486621882,0.0021613544655405765,0.003476179173938336,0.0011006020839369932,0.0001215262053833591,0.06732135571281848,0.0002616081081081081,0.00029625750603806753,0.001653818059424659,0.0016670548382271353
2014-06-30,0.033820625201660744,0.006085193932088018,0.0024398274111675127,0.0024398274111675127,0.0023087796193050655,0.0022479726224457017,0.06588485331511633,0.002072381786072726,0.0036255031995346136,0.0010988965174036957,0.0001211810901696579,0.06899431730249013,0.0002612027027027027,0.0002961851230879453,0.0007939221850629122,0.0007188747947897909
2014-03-31,0.031836346265148883,0.006085193932088018,0.0023881167512690357,0.0023881167512690357,0.002342462467001143,0.002307950656597401,0.06630232646400243,0.0020400036234841236,0.003683025014543339,0.0011448331093671799,0.0001271083070144941,0.07124539711733881,0.00027212162162162164,0.000283100058349521,0.0016233824361389009,0.0016273855982670508
2013-12-31,0.05246129683080335,0.006085193932088018,0.0024026751269035536,0.0024026802030456852,0.002309958678306726,0.002241240916770508,0.07009753690842158,0.0020911270380977068,0.0035929633507853402,0.0011315865426252344,0.0001265148549274418,0.07311149112294348,0.00026897297297297294,0.0002715778744525116,0.00025476407020961193,0.00015829825587890562
2013-09-30,0.022048031979470466,0.006085193932088018,0.00244451269035533,0.00244451269035533,0.0022519844837656324,0.0022148116549239867,0.06546738016623022,0.0021696059640396105,0.003462934264107039,0.0011281375080801216,0.0001273767299584839,0.06743390970356093,0.00026815315315315317,0.0002571145792556374,0.0014429170933621695,0.0014086840605396153
2013-06-30,0.02342340532648011,0.006085193932088018,0.0023696192893401017,0.0023696192893401017,0.002132567202948831,0.0021052750962743667,0.06755474591066074,0.0020906785870923243,0.0035937731239092494,0.001089440098513523,0.000124144698592076,0.06604489113598952,0.00025895495495495494,0.0002448508394206409,0.0008953444238357478,0.0008807707383023081
