Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.021695727405829895,0.007427475223278286,0.219613,0.219613,0.5109817266047473,0.08315251373745822,0.09323931936207445,0.028705204394021248,0.0008988900692622024,-0.00035463803161522243,0.03270939661649266,0.003026045014474989,0.000393667230465836,-0.0009219724690712667,-0.001355538959606985
2021-12-31,0.02396142981794519,0.011366439509477752,0.334726,0.334726,0.5594831636350495,0.156519547150435,0.15520449565806577,0.024113092022330272,0.0018610601271647723,-0.00039768666836320285,0.04759061115572943,0.004465073172190083,0.00029395454646172935,0.0006734274263809026,0.0004477199822839279
2020-12-31,0.02549063105432066,0.015279425269193543,0.359075,0.359075,0.5680016814490896,0.11722027139503008,0.11890350465413273,0.030650099045560958,0.002434044449820402,-0.0003957809702095222,0.046388507474286904,0.004248239000918494,0.00015188011019934855,9.677644188883081e-05,7.045659654981349e-05
2019-12-31,0.02347634470621293,0.010442414306017033,0.354656,0.354656,0.563666814395791,0.13085938308770856,0.1408512838031204,0.031892670628489106,0.0022948166418612966,-0.0005707759638784985,0.058005388740640956,0.005979756607587452,0.00018312590940313612,-1.3556368705349364e-05,-7.505239769246308e-05
2018-12-31,0.022399692385051094,0.008548365223762107,0.256045,0.256045,0.516152562973502,0.0803263448629981,0.09327325397911665,0.040590671708986135,0.0014092452155437636,-0.00045456323683606075,0.04962822871058836,0.004321319839952963,0.00019759068180307405,0.0005871406168322008,0.0005503101239198477
2017-12-31,0.021887986748894507,0.007052574102555119,0.299884,0.299884,0.5329451798142417,0.09756649261055185,0.09773000035065771,0.03612461732396902,0.0011797714399911648,-0.0004480482281074209,0.047791393559418645,0.0038755267218427,0.00023521504383600093,0.00016853110297961318,7.8536311461891e-05
2016-12-31,0.021411775145303694,0.006331848743962078,0.320272,0.320272,0.5582791395697848,0.10072807493384901,0.08302273732457217,0.03374752386097605,0.0009144503989019021,-0.0004011843216818483,0.0407083085054017,0.0031889820669586577,0.0002412833940217592,0.0004080850322355811,0.0004833374411394622
2015-12-31,0.021228389310380524,0.006078021856759172,0.338007,0.338007,0.5790185967508469,0.09003884170555668,0.0705150030597713,0.03194669547992077,0.0006580895307314867,-0.00036066886906498005,0.03235446514158398,0.002346642350678406,0.00023393578598282012,-7.41592611953302e-05,0.0001852404363787311
2014-12-31,0.02280195808746321,0.008549556899288881,0.36266,0.36266,0.5766181569872388,0.1092914701461326,0.11049620328192993,0.034719971186745906,0.0013026763504025833,-0.0004573055829596499,0.04893002409388845,0.003769310366018739,0.00015093617744163203,0.00046318173897891615,0.0002627019233798411
2013-12-31,0.023677477557418992,0.009611816463855408,0.361249,0.361249,0.5720997380819687,0.08342219029122998,0.0927653658773852,0.029839726274086077,0.0008829878988361636,-0.00027327014317138386,0.030794839244540018,0.0022249793629676136,0.00013430434814721805,0.00016166579543474473,2.6462919482675873e-05
2012-12-31,0.020772882559119746,0.005662603768125683,0.38933700000000004,0.38933700000000004,0.586999773651084,0.12621846181876906,0.12532619650631807,0.036754907257338376,0.0010599496705180728,-0.0009730719428166605,0.0546141091738128,0.003985563212434372,0.0001377477084887474,0.00021916710228262764,0.0001901698037333472
2011-12-31,0.020012718695002735,0.00505747093562974,0.376558,0.376558,0.5794323017021819,0.10737578314899396,0.09176486025159127,0.035944534485863495,0.0007360883947682583,-0.0008397737796850253,0.04040260110365554,0.003007276526268409,0.00012797157861305403,0.00013476215368531103,-2.309019445057012e-05
2010-12-31,0.01808125175621515,0.0037997765846722407,0.395086,0.395086,0.6009554206761175,0.14496589963270157,0.1062408023048392,0.03446785521339816,0.0007007538904111031,-0.0016199906186973002,0.046664421358066276,0.0034406126831796145,0.00012985353531623224,0.00015936574316082941,7.946288427290905e-05
2009-12-31,0.016421905733765178,0.0030251874922690054,0.389915,0.389915,0.6049640789976737,0.12653886448054394,0.08089277452822399,0.036448766432558975,0.0004734034720505714,-0.0017561047219869148,0.036329956734630436,0.0026603086336706677,0.00012205094873366768,0.0007211709357030842,0.0005390429985378682
