Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2068376164480601,1.0,0.365837,0.365837,0.44258726321335573,0.1554180659480813,0.13265154917182567,0.10036016567621106,0.0029114875792611186,0.006532373150044226,0.0010552888028735664,0.0009752061698139736,0.16127490349490922,0.01333127378241509,0.000594687977782866,-0.0016372538769820527,-0.0017417345072393135
2021-12-31,0.18953836812485594,1.0,0.483583,0.483583,0.4852977819708333,0.26951039988736736,0.2213385396576902,0.11044480461012064,0.0024354673222793874,0.007809189860471911,0.0021969844383555883,0.002118632808762803,0.32086582553952175,0.02775410955149957,0.000597611362645966,0.0023654643666143928,0.0024724298260081577
2020-12-31,0.4171665664056131,1.0,0.44237699999999996,0.44237699999999996,0.4497724147244725,0.2703862016704418,0.2102588871934149,0.10486223662884928,0.0024159481064344878,0.00787228389710833,0.0021523084771255924,0.001388049335891307,0.3066530220990181,0.027189726162774285,0.0004994098573760442,0.0006683742812336644,0.0006846261186050261
2019-12-31,0.38093765636507765,1.0,0.424892,0.424892,0.43639215044784746,0.26971123386599194,0.2089993473241989,0.10842787682333874,0.0029189458682758653,0.006515715579899803,0.002081632894550006,0.0013533671788424123,0.3122218192181145,0.02629689423043385,0.0004460296474654888,-6.244990416448858e-05,-0.00013127683586503913
2018-12-31,0.2734596810011863,1.0,0.439527,0.439527,0.4462440345648109,0.22974009598621908,0.19343466964084735,0.12582387898433278,0.003284166858723208,0.005791111278617402,0.0018985311364365463,0.0012550532956376941,0.29796238244514106,0.023983802628584905,0.0003800090109386887,0.0019601324272521346,0.002113104889895353
2017-12-31,0.3530632094406558,1.0,0.434365,0.434365,0.4412320228555342,0.26708538135680954,0.1705384179455304,0.11602737259139204,0.0028852827800201174,0.0065917293147953505,0.0017846652852792839,0.001187230582891866,0.2718153320034198,0.02254535579572577,0.00035101742361013657,8.893535459139222e-05,3.2763614597598696e-05
2016-12-31,0.29845560496770096,1.0,0.404546,0.404546,0.4143516625232768,0.23683295167975885,0.15700925170775962,0.1239510174680353,0.003163087247871196,0.0060127934481464885,0.0016458910737482053,0.001118424034107349,0.2609471747972746,0.020792246122978444,0.0003022549504767673,-0.0018069350060986233,-0.0019263819370189932
2015-12-31,0.32964709983189877,1.0,0.452055,0.452055,0.45852013459201085,0.24674317682086025,0.1624993071682354,0.14811813434179724,0.003164195912454469,0.006010684109655202,0.0016883319221444463,0.0011564411629251847,0.3102152905515687,0.021328393732985867,0.00028085027808347673,0.00029287332287855026,0.0002714487707158517
2014-12-31,0.43968313759002414,1.0,0.47485,0.47485,0.4782819166237111,0.2603729714732932,0.17262313458582235,0.12704844228345039,0.0030212789689016226,0.006294995020565275,0.0014982224279110373,0.0010070181595216543,0.2821886577372471,0.018926774660215622,0.00030522856024403394,0.0001376197943892664,0.00011871250854763418
2013-12-31,0.4698514074965284,1.0,0.46995,0.46995,0.47167404995273304,0.2526118769488142,0.16855946419502,0.12467134882045741,0.0029351726862674086,0.006479655197603916,0.0014294927082730729,0.0009772977897387451,0.2696468820435763,0.018058524464641332,0.0002715778744525116,0.0004083986757274786,0.000396276659816205
2012-12-31,0.19433965446480275,1.0,0.45138100000000003,0.45138100000000003,0.4547397272780877,0.24576592282177953,0.16431198129523908,0.1295155771654961,0.002869257537407351,0.006628487639974383,0.0015102723156294867,0.0010761268311841937,0.27233995699370456,0.0190789987260681,0.00022105309806412537,-4.9834465934831845e-05,-4.632864055090313e-05
2011-12-31,0.19336702854347865,1.0,0.446616,0.446616,0.4498180649259991,0.2356403705283383,0.1584667435097217,0.1312083558436881,0.0030309209911864522,0.00627498732458175,0.0014859293073253852,0.0010870729754571642,0.2656506645249877,0.018771477877267375,0.00019951104578590895,0.00029196724167973516,0.0003596214394123305
2010-12-31,0.182415148227066,1.0,0.437859,0.437859,0.44173512611819216,0.23396692657758195,0.15993441569679645,0.11705384476859355,0.0025829197118547153,0.007363343946718109,0.001340495774321972,0.0009896925744781312,0.23908520946138503,0.01693424219322242,0.00018818976150556535,0.0002517163268862171,0.00029190749838313044
2009-12-31,0.1695517487589181,1.0,0.37571,0.37571,0.39077713761823873,0.19095222221762123,0.13086941620015993,0.10475418692598595,0.0025482151508086194,0.007463646093947144,0.0009889782641850778,0.0007577241780805204,0.174959195834089,0.012493584664982486,0.00016468155194953874,0.0007115873845617704,0.0005676185040296652
