Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.30108675485891306,0.584429,0.293613,0.293613,0.30123236523204566,0.15144486589673406,0.137969103662337,0.15692418512515757,0.0016610117134757286,0.003298915457270387,0.005765194332889907,0.0017243172387679006,0.00101999782316593,0.2753659421228529,0.021782989770343465,0.0005232474832152802,-0.0005510716152639833,-0.00030632497132257155
2021-12-31,0.27866013751693663,0.567528,0.21726900000000002,0.21726900000000002,0.23291113237226976,0.11666228420699565,0.11333257168970638,0.13715108950117055,0.002006387356820073,0.0038713895329968817,0.004912711385573272,0.0012789775805035052,0.0007575847367522023,0.19769553615378638,0.016157093907217233,0.00039727160594131073,0.00034364871928907475,7.312512624554551e-05
2020-12-31,0.32209659918254446,0.551783,0.188148,0.188148,0.2039004293021035,0.10379959253477326,0.11009125018522645,0.12584188726814335,0.002401387082791504,0.004244303983734211,0.004481072486951958,0.0011179311269701863,0.0006632023243320082,0.17619238840384466,0.014122623004187202,0.000315427170195951,0.00033789858860428646,0.0006218415449304422
2019-12-31,0.37502319122500266,0.551542,0.163336,0.163336,0.17319686459199182,0.09324804445677515,0.09803258401928393,0.11824239150009004,0.0022007981704856286,0.004002648700477129,0.0047515951484594305,0.0009250145939720321,0.0005496970830810801,0.1474183268996606,0.011685543115203638,0.00026196866852301853,0.0005419759539989545,6.271044784970247e-05
2018-12-31,0.40594482456189673,0.554049,0.194869,0.194869,0.20805935287035152,0.1053053297611111,0.10223029614740292,0.13218080316945796,0.0018975731033486292,0.003543594371209123,0.005367118732027001,0.0010811175038259872,0.0006436108177033161,0.17186196533588954,0.013657563119422395,0.00022245496377159486,3.505837253876982e-05,0.00040947105664510225
2017-12-31,0.38310217069866026,0.548454,0.164407,0.164407,0.18775357260379238,0.09116672118860587,0.07830752228655974,0.12996578426075994,0.0021343337867260562,0.004159440749269121,0.004572471984960417,0.0008211278642313579,0.0004908915762331552,0.12942951889945337,0.010373160729678959,0.0001853003523129307,0.00017400243944938143,-4.6143325988699524e-05
2016-12-31,0.40686685144685136,0.542557,0.140087,0.140087,0.1685538586783886,0.07626256247593098,0.07671711990118239,0.1369349900954439,0.0024789122560522946,0.0038126639059798675,0.00498838390394817,0.0008038977738276176,0.00048441917457705695,0.13361097437757458,0.010155496094327433,0.00015611672858609508,0.0003015159435441714,0.0001347236867220263
2015-12-31,0.4311487667890414,0.540939,0.123309,0.123309,0.15795064832796626,0.06603452273978956,0.059724925994256,0.1390779758688997,0.0024103552904951946,0.003629465482568097,0.005240139656819933,0.0006274224678801138,0.0003817245096410122,0.10564004248814737,0.007926115271736152,0.00013715978166938718,-5.460881686705001e-05,-0.00011170761809633764
2014-12-31,0.4696321450055941,0.540174,0.12494,0.12494,0.16381860131586706,0.06667118715656355,0.07105399789379144,0.12740860795966144,0.0031638840311097164,0.003703477242475695,0.005135432714506153,0.0006735644001746018,0.00041281605248571595,0.11512992564574213,0.008509018009444038,0.00013178276251744946,0.00010162049137480398,0.0001699334535407127
2013-12-31,0.42665107466731134,0.537194,0.10044499999999999,0.10044499999999999,0.14586951270311962,0.05219147138840463,0.05439323207997711,0.11622546371330812,0.0027632044402592813,0.0033707770798043647,0.005642278836246935,0.0004654556737681899,0.00027425010583984153,0.08040363739993264,0.005880017871587001,0.00012476161635559233,0.0003081024568740199,0.0003924221169223699
2012-12-31,0.5135633528045922,0.529191,0.080814,0.080814,0.11931821424019994,0.04330922635438709,0.041677931074268176,0.13408968125337656,0.003123427449690846,0.003705963338813944,0.005132005039457813,0.00040100553782073864,0.0002362755840945474,0.07107438016528926,0.005065830887616618,0.00010695836503164907,-0.00019348318522390662,-0.0001993614060186464
2011-12-31,0.4561222022949474,0.516968,0.068273,0.068273,0.10900887706210519,0.03615322183251689,0.038279944754443455,0.1292274446245273,0.004705020701612783,0.00437321143846206,0.004348975163935151,0.00036001093890516284,0.00021212124733366875,0.06291225161273609,0.004547953487367811,0.0001060661343811627,-1.3765464366614393e-05,-1.3046145179134324e-05
2010-12-31,0.4354328185349893,0.5550039999999999,0.13936199999999999,0.13936199999999999,0.1703656010514763,0.07431633629132108,0.07640379027049284,0.13994237349180624,0.00376276101221171,0.004007251338292535,0.004746120174287194,0.0007871475752970071,0.00046379347809667233,0.13598927433353197,0.009943893846759446,0.00010401725373178424,0.0001445896497647674,3.131816101241052e-05
2009-12-31,0.47826209176416357,0.591959,0.118358,0.118358,0.15263810612530598,0.06320214250516579,0.06743430540929107,0.12288852872321268,0.0034202751246829987,0.0035716805406520425,0.0053249474720431225,0.0006073261739601466,0.0003578413087963076,0.10538874064094925,0.007672242402499365,8.945794033576826e-05,0.00030217807980484405,0.0002206355177596211
