Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.09768987288397642,0.019237765650649982,0.004642529517206961,0.43271299999999996,0.152147,0.152147,0.2303442595822626,0.014173806280099217,0.019622126727696188,0.06587430217900235,0.008728516264109436,0.0021789466614987874,0.00040742162642587053,-0.0010323693676839297,0.016408456177621183,0.0017894839994485718,0.0003474677046480194,-4.641923680083639e-05,-7.949994718534977e-05
2021-12-31,0.11031714351573349,0.01835041483650561,0.004058370173982244,0.466892,0.179441,0.179441,0.22981357598951566,0.04725602812503882,0.04030414466101014,0.06302899333693499,0.010173542962768355,0.0018694477674280603,0.0006789746880045439,-0.0027236648589647797,0.032284515142879354,0.00323573719465912,0.00035693362188033177,0.0008982749607945635,0.0007773945884441547
2020-12-31,0.13630255974902877,0.023786917491163465,0.010012934446167607,0.47802300000000003,-0.114623,-0.114623,-0.007228899620913118,-0.12065618879222172,-0.10580757036060055,0.043940212497748966,0.012471939027479426,0.0015249431603070887,-0.0016707468432318154,0.17510949049300642,-0.059092204461255474,-0.004097343677593913,0.0002519680037816398,-0.0012012545739675902,-0.0010141895360279308
2019-12-31,0.03990577335004976,0.02295872339796205,0.008401074128652814,0.442694,0.10787699999999999,0.10787699999999999,0.17828305787874923,0.008406558368151459,0.004683542728773049,0.06726094003241491,0.020079528206106794,0.000947186041638652,0.00015299347347052543,-0.00011550777366038522,0.003932744371615845,0.000432505692831268,0.00023591523808820378,0.0008565952256490678,0.0006539009641916672
2018-12-31,0.05159415075139569,0.027448718517532573,0.031162791695356257,0.429193,0.176733,0.176733,0.2410815673996694,0.012969320021698351,0.014738935335324919,0.058941112911939486,0.011286407033099348,0.0016851288069100689,0.0008406127890526803,-0.00015384251883716776,0.011049509054638721,0.0007641099999501722,9.256597558183335e-05,-0.0005569611430562816,-0.0005390059356254273
2017-12-31,0.042542545356414,0.030045698566928434,-0.15604419018855406,0.42411099999999996,0.141582,0.141582,0.21745949020137445,-0.004126931215397547,0.08505202742369519,0.10830181883666487,0.016839405567646345,0.0011294266833490525,-0.04254595129031749,-0.0012193059617752583,0.1171442265343662,0.008502125157580559,-1.1844214164900177e-05,0.00022739153162571875,0.00018071876106096293
2016-12-31,0.041856647307850166,0.03336439061182838,-0.021624382443950138,0.42069,0.17895499999999998,0.17895499999999998,0.2574557240597485,0.020575130542086106,0.02037434407213142,0.10985053124437241,0.016480903756491565,0.0011539942728357993,-0.0013225885762068294,-0.0002150882489306593,0.028464467991398745,0.002138943284286125,-8.807970987731829e-05,-3.1015856420979266e-05,0.00044412487977717776
2015-12-31,0.037544484986141484,0.03408018693523818,-0.01854390120723881,0.428692,0.16483,0.16483,0.24590907621110936,0.010323798205331003,0.00012329577525329365,0.09945975148568342,0.02110326236312192,0.0009012303802439357,-6.652747611058812e-06,-1.3401860999461214e-06,0.00017228425606881007,1.2789146831032119e-05,-0.00012382506961319437,0.00042115351106464537,0.0007081981309173256
2014-12-31,0.038550843598378584,0.034727953029563566,-0.016336203126336914,0.43411099999999997,0.09928000000000001,0.09928000000000001,0.19481794129003666,-0.030631322647033245,-0.04013277484494708,0.1008824059067171,0.02091190013686968,0.0009094816161069087,0.0017067716030229245,0.0003557109551692256,-0.05148967589833934,-0.0037533654556839453,-0.00013211956481597742,-0.0008592786199686357,-0.001064224467822906
2013-12-31,0.0646374579044128,0.0336927104130618,-0.019815180659201535,0.42985599999999996,-0.152587,-0.152587,-0.032673180696812285,-0.11671508076838666,-0.11834301789598588,0.11197550873401765,0.017763427103959815,0.001070675402429989,0.007074434516453059,0.0013218418185318298,-0.1718801005207389,-0.012433791251227011,-0.0001046081349572719,0.00032176337341000173,0.001092021652153448
2012-12-31,0.05481562273358483,0.015990061670881583,0.0028912431630595844,0.41971200000000003,0.147818,0.147818,0.23056204908537917,0.06256961899516757,0.04427675716274929,0.0857914640734738,0.016815586077054204,0.001131024197059365,0.000547826155553335,0.004436643476799093,0.04305163346200679,0.0031790995444074058,0.0004293357756423987,-0.00014427600627286982,-0.0008533735589476358
2011-12-31,0.05483248907904131,0.01488974666134256,0.002469866696792224,0.40897599999999995,0.182179,0.182179,0.24993295126650777,0.07346952085567697,0.04047551447707321,0.10720331352422115,0.016298142079733815,0.0011669449907786235,0.0008080524541538914,0.0025392691957450255,0.0681520246638514,0.005069318836752354,0.0003821524325841452,-0.0003542080501829587,0.0003686277271354261
2010-12-31,0.03788181189527124,0.01493411420204978,0.0029107866416986814,0.404298,0.06231,0.06231,0.14626419673715185,0.000950855718385212,-0.013676781821904344,0.09922564379614623,0.018580848860796747,0.0010235720127385432,-0.00022800780448810657,-0.0013504195440965769,-0.017896836705614136,-0.0014259898716600813,0.0003349040925910881,0.0006923505837253877,0.0003823780676509341
2009-12-31,0.12137584402003723,0.016220772882559117,0.003004452338103134,0.397343,-0.082134,-0.082134,0.004243566650245274,-0.07163199347393093,-0.06324677366628471,0.09054565099945976,0.009929132816001322,0.0019154654681901673,-0.0009491735341604127,-0.01210259318263599,-0.07350449493510196,-0.005415456265270158,0.0003464380941126072,0.0015088691409653248,0.00024350333473554687
