Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2019-09-30,0.00460822261086162,0.0004294666666666667,0.00032457127699234324,0.0024909558805184338,0.0009487005076142132,0.0009487005076142132,0.0008786538879129155,0.0009280680663248619,0.06432881703290448,0.001837331023364556,0.00017703680060302037,0.027498986374572005,0.00015536486486486488,0.00023127977487425307,-0.0009973932783821139,-0.0011502186068617372
2019-06-30,0.005320704924351327,0.000449,0.0003697019012933383,0.002370067417863573,0.0007283756345177665,0.0007283756345177665,0.0004631926459495226,0.0004022559994497562,0.06193783445292042,0.0008400673206061432,8.094503866751199e-05,0.011472832919995856,6.51981981981982e-05,0.00020599449003257233,-0.0010759887996906307,-0.0012207522196785942
2019-03-31,0.0038160176067876025,0.0004291333333333334,0.00032385434888589375,0.002221387874520867,0.0005154568527918782,0.0005154568527918782,0.00040243241237747915,0.0005568364495520855,0.06303844548180196,0.0011432601980086942,0.00011015931540828043,0.01616684594300419,9.681081081081082e-05,0.00019269818525603622,-0.0007522969943926839,-0.0009221441460888402
2018-12-31,0.009380284766939816,0.00044280000000000003,0.00035444925582862554,0.002112444647554695,0.0002615989847715736,0.0002615989847715736,0.00012981940366928627,0.0002340657965693179,0.06117879236403659,0.00048449459989209447,4.668368017716645e-05,0.006594640639408988,3.867567567567568e-05,0.00017724959561566132,-0.0024543644683791776,-0.0027433314966191207
2018-09-30,0.008701072552670334,0.00041640000000000004,0.0002982600154856471,0.0022339903111542212,0.0006100812182741116,0.0006100812182741116,0.00043118506355310115,0.0007370120153629231,0.06497400280845572,0.0015238668452837011,0.00014683282838169086,0.022050350004540527,0.00013595945945945947,0.00016969813355392898,-0.001366380452452395,-0.0015274077524487946
2018-06-30,0.009650839724749566,0.0004332,0.00033251125577127126,0.0023436394206165154,0.0006004873096446701,0.0006004873096446701,0.0004994020486491581,0.0007197656781059322,0.06542942806178602,0.001619814438151325,0.00015607789889475482,0.02169094464773798,0.00013485135135135135,0.00015253746556270358,-0.0010261280874254326,-0.0011423604996620067
2018-03-31,0.008171261916031292,0.0004129333333333333,0.00029164635370365063,0.002302430487308415,0.0006125329949238579,0.0006125329949238579,0.0003685538135730177,0.0005736144942403672,0.06968006375953548,0.001367428492701786,0.00013175914537056244,0.018412809667364586,0.00012372072072072072,0.00013664719220627666,-0.0004705884459212683,-0.000575819373358555
2017-12-31,0.008807787965263505,0.00042980000000000004,0.00032521651228814775,0.0014909759616584099,0.00037896446700507613,0.00037896954314720814,0.00018195748376972933,0.0004131291675294713,0.0655812364795628,0.0009814966876950386,9.457252459265449e-05,0.012480702746189471,8.28918918918919e-05,0.00012208935601332437,-0.0009808327186530982,-0.00108337735766885
2017-09-30,0.007547918358942939,0.00039666666666666664,0.0002633456167015572,0.002022134284408577,0.0003547969543147208,0.0003547969543147208,0.00017727766657395046,0.00031767797129805575,0.0668336559262211,0.0007380744419149418,7.11174721059259e-05,0.009778127945748975,7.104954954954955e-05,0.0001135850979754932,-0.0008352788261159132,-0.00095471268677206
2017-06-30,0.00821080939246288,0.00040560000000000005,0.00027850864615296383,0.001929365502913895,0.00023291370558375634,0.00023291370558375634,2.281638500510091e-05,0.00017232434821357363,0.06398724809290675,0.00039940578061979914,3.8484911343736214e-05,0.005080277854874419,3.717567567567568e-05,0.00010649156886351381,-0.001070975873502388,-0.0012709304945684385
2017-03-31,0.007234677236095924,0.00035393333333333334,0.0002028368845172206,0.0022608807831401177,0.0004946751269035533,0.0004946751269035533,0.00038639447854408525,0.0004945901232707016,0.06968006375953548,0.0011357746560014433,0.00010943804287170917,0.015875228785171523,0.00012664414414414416,0.00010192110258436677,-0.0006909781651257887,-0.0008424269622072382
2016-12-31,0.007829144858012005,0.00037106666666666667,0.00022500788620917096,0.001462783258171046,0.0003153908629441624,0.0003153908629441624,0.00016586492172004225,0.00019712922021238532,0.06922463850620517,0.0004720250134597626,4.548216795168826e-05,0.006283838142245222,4.9743243243243244e-05,9.204895450953166e-05,-0.0011359648808713897,-0.0013330379442434157
2016-09-30,0.007390983928658864,0.0003228,0.00016824510338103295,0.0020123188665961186,0.0002350253807106599,0.0002350253807106599,0.00015728373941066172,0.00016459752082987296,0.0704011537439751,0.00038604550944230064,3.719757681643815e-05,0.005336082379289042,4.732882882882883e-05,8.705157654496976e-05,-0.0009426986730068246,-0.0010562053484360473
2016-06-30,0.008345773002507184,0.00033033333333333336,0.00017605961974133234,0.0018271342448548161,0.00016968020304568526,0.00016968020304568526,0.0001107860226424852,0.00014165118496312562,0.06892102167065164,0.00031969897129702083,3.0804728334068605e-05,0.004495764516587004,3.8333333333333334e-05,8.323891543751062e-05,-0.000462173891248147,-0.0005121971078378467
2016-03-31,0.008846707703973956,0.00033726666666666666,0.00018347982564308454,0.0018282782613140488,0.00012822335025380709,0.00012822335025380709,9.273139715760286e-05,0.00010337558454254035,0.06596075752400471,0.0002261960237937902,2.1795212649403844e-05,0.003141279559811574,2.6567567567567568e-05,7.992259455946112e-05,-0.00046718681743638954,-0.0005122917838282048
2015-12-31,0.009660255790566608,0.00034406666666666666,0.00019115095638209403,0.0019155581978819872,0.00016674619289340102,0.00016674619289340102,5.1760234937748874e-05,0.00017327556749376403,0.06782041064177008,0.00036802335640712173,3.546104470940203e-05,0.005412823736613429,4.232882882882883e-05,7.674956237859236e-05,-0.0005046942473091328,-0.0005620913547566165
2015-09-30,0.01046376007362108,0.0003503333333333333,0.00019848154627053998,0.001975698169512813,0.00021503553299492386,0.00021503553299492386,0.00011061303329089026,0.00012388533563772303,0.06653003909066758,0.0002573510391353612,2.4797167206677635e-05,0.00379613914231301,2.9027027027027025e-05,7.491044456426203e-05,-0.00039870666504343344,-0.0005032028887538178
2015-06-30,0.010918242183723765,0.000361,0.00021169094663187177,0.0019348300070649099,0.0002309695431472081,0.0002309695431472081,0.00011207433807673171,0.00011716094703391536,0.064632433868458,0.00024560158079486605,2.3665043225224016e-05,0.0034891737130154617,2.6765765765765765e-05,7.046406334246737e-05,-0.00037086702139087213,-0.000451888501979675
2015-03-31,0.011556023708398252,0.0003712666666666666,0.000225312580654412,0.0020374933138931667,0.00031446700507614217,0.00031446700507614217,0.00011119573426468373,0.00011021704628852529,0.0645944817640138,0.00023519762494175018,2.2662565699711054e-05,0.003279414002995471,2.4770270270270274e-05,6.646232024285219e-05,-0.0002628205587264303,-0.00030646618078948416
2014-12-31,0.009256620435875964,0.00021526666666666668,8.547575349143989e-05,0.0019279293971459222,0.00022238578680203048,0.00022238578680203048,0.00013955688322353821,0.00041086819247117257,0.08000303616835552,0.000850471276459259,8.194751619302495e-05,0.015141069800101553,0.00013688288288288289,6.488909897999129e-05,-7.949068669927455e-05,-0.00011825031195738824
2014-09-30,0.009417321292486859,0.0002286,9.352327148633536e-05,0.001964617031362481,0.0003976345177664975,0.0003976345177664975,0.0003150363710111729,0.0003078291932123919,0.07890242513947399,0.0006514506127626786,6.277079675233803e-05,0.011188889897895623,0.00010175675675675675,6.0419082509177115e-05,-7.796890553498663e-05,-0.00012838064292571534
2014-06-30,0.009861759599051362,0.00023906666666666666,0.00010020862607897682,0.0019319577955289643,0.0004907969543147208,0.0004907969543147208,0.0003986220942910327,0.00038767307617729846,0.08042050931724164,0.000836087665361782,8.056157731895512e-05,0.01435958697801488,0.00012746396396396396,5.652960684240459e-05,0.00011610295118126026,7.933847992016922e-05
2014-03-31,0.009946504191404764,0.00025226666666666665,0.00010911645780161166,0.001920791464663583,0.0003900558375634518,0.0003900558375634518,0.00031880116558404166,0.00030599992536587187,0.079699419332802,0.0006808621600924342,6.560475871881547e-05,0.011232376667046108,0.00010059909909909909,5.204777274708068e-05,7.555195897994113e-05,5.055697885127728e-05
2013-12-31,0.008913247902414404,0.0001818,6.719408677697801e-05,0.00183582998698377,0.0003554263959390863,0.0003554263959390863,0.0002866615649982451,0.00030147065817788825,0.08239401874833958,0.0006881013424893198,6.630229317190463e-05,0.0114421363770661,0.00011895495495495496,4.721288711952788e-05,8.763669175516868e-05,4.0994703825099365e-05
2013-09-30,0.009242810206010964,0.00019559999999999998,7.441713744945658e-05,0.0016896575435410837,0.0002621624365482234,0.0002621624365482234,0.00020370861855711404,0.00021052677792029808,0.08565789973054007,0.0005007164326976813,4.824674167414112e-05,0.008304693885120746,8.41036036036036e-05,4.2890590955085645e-05,7.250839665136531e-05,5.2923878610232205e-05
2013-06-30,0.009660255790566608,0.0002076,8.104872243411431e-05,0.0017566251027637124,0.00027112690355329946,0.00027112690355329946,0.00019858722327963232,0.00020165117032898284,0.09059167330828494,0.0005051509056842552,4.8674027176818774e-05,0.008412131785374886,8.268018018018017e-05,3.9597905326055646e-05,7.179226433875922e-05,5.813105807993305e-05
2013-03-31,0.009505204573445942,0.00030846666666666667,0.00015433669811591293,0.0017056372628067467,0.000157751269035533,0.000157751269035533,4.1335350328474915e-06,1.9214629459846472e-05,0.08907358913051729,6.26890454683192e-05,6.040429242981561e-06,0.0007878779351970398,8.004504504504504e-06,3.05559453730307e-05,-2.6049312871046054e-05,-5.481739841739615e-05
2012-12-31,0.008392853331592407,0.00023293333333333332,9.626552149350464e-05,0.001436775139305302,0.00010546192893401014,0.00010546192893401014,7.177692385782643e-05,6.113413143069966e-05,0.09040191278606398,0.00020097258984024338,1.9364798102121964e-05,0.002545255017925502,3.1076576576576575e-05,2.827071223345717e-05,-3.061465636390979e-05,-8.123199972733315e-05
2012-09-30,0.008739364553659649,0.0002388,0.00010001147084970321,0.001630071324558078,9.049238578680203e-05,9.049238578680203e-05,6.008648557109476e-05,6.204876535395967e-05,0.09017420015939884,0.00020290556524464742,1.9551050757135304e-05,0.00257723058347733,3.095495495495496e-05,2.7233715682726324e-05,-6.266157735303174e-06,-3.1527104789279655e-05
2012-06-30,0.008953423116567128,0.00024506666666666664,0.00010416965386711022,0.0016817467914293693,9.22233502538071e-05,9.22233502538071e-05,5.45508263200567e-05,5.07219388483076e-05,0.09700557895935329,0.00016972282080237808,1.635371351273968e-05,0.0022664280863135622,2.5513513513513515e-05,2.6152403040083905e-05,3.9745343349637275e-05,3.493544044217475e-05
2012-03-31,0.008933335509490766,0.00025079999999999997,0.0001080769120472599,0.0017200591724257956,-1.1294416243654823e-05,-1.1294416243654823e-05,-3.6769341916640074e-05,-3.8560966204642394e-05,0.0948423090060344,-0.00013094960827874413,-1.2617704373942741e-05,-0.0016844727932702945,-1.941891891891892e-05,2.521733350074968e-05,4.4042137225273736e-05,3.493544044217475e-05
2011-12-31,0.009381540242382089,0.00025573333333333333,0.00011153609016087867,0.002087903060426584,0.0003587005076142132,0.0003587005076142132,0.00029550223133501804,0.00029432187943368793,0.10827735397927815,0.0010382920532538515,0.00010004506583848754,0.014676784588289011,0.00015213063063063064,2.44861179842087e-05,0.0001485079383266852,0.00013150495060753584
2011-09-30,0.007718035281370879,0.0002496,0.00010829199047919474,0.002111884809712943,0.0005981522842639594,0.0005981522842639594,0.0005185993143248385,0.0005560974253420914,0.1590193176211621,0.003047923197959991,0.00029368391682759874,0.04072663833205218,0.00045324324324324324,1.5609604774320303e-05,0.00011789328196277544,8.927945890777991e-05
2011-06-30,0.00837402119995832,0.00027393333333333334,0.00012619726993777063,0.0023043534085909548,0.000740969543147208,0.000740969543147208,0.0006397464886575891,0.0006329193578245469,0.19055751641428517,0.0038699873162702137,0.00037289424939449624,0.05554667345401338,0.0005419054054054054,1.3417435427761076e-05,0.00020669368872592897,0.00019664203197397546
2011-03-31,0.00923841604196301,0.00030573333333333336,0.00015322545955091625,0.0023746373985065717,0.000722263959390863,0.000722263959390863,0.0006223929252818021,0.0006133535089381686,0.25014232039166573,0.004139902695534201,0.0003989020588587606,0.0706659998695397,0.0005327477477477477,1.1079022977893656e-05,0.00027418915918905174,0.0002493765586034913
2010-12-31,0.010294270888914277,0.000272,0.00012354463594390757,0.00209468196646693,0.0006682741116751269,0.0006682741116751269,0.0005695674401263368,0.0005782608345705282,0.2302933697673536,0.0030757997354097784,0.0002963699722739185,0.061335529841516294,0.0004327927927927928,1.1600475659386518e-05,0.00022477602961923243,0.00020213323941475092
2010-09-30,0.009900679337761814,0.00036666666666666667,0.00022097516561039263,0.0022961688227522963,0.0006377157360406092,0.0006377157360406092,0.0005382427104335797,0.0005021632921552946,0.2725720141181828,0.003747906653964618,0.0003611311160259089,0.06304302504198392,0.0004008648648648649,7.752361678398122e-06,0.00010249643724174478,8.98475148499291e-05
2010-06-30,0.010728037654219464,0.0003807333333333334,0.00024063691892976975,0.0023984609327506964,0.000755258883248731,0.000755258883248731,0.0006425416323912547,0.0006125852164426301,0.28426126228699383,0.004668912581945366,0.0004498750281204989,0.08020750863020513,0.000476009009009009,7.120118767126323e-06,0.00014331597906029115,0.00013728018601938586
2010-03-31,0.009786431072515006,0.00041086666666666666,0.0002902483438960741,0.0022989436711853286,0.0005999390862944162,0.0005999390862944162,0.0005012639603544825,0.00047833159065083155,0.28900527534251774,0.0041679118881588016,0.0004016008963500323,0.06366974612679974,0.0003801126126126126,5.925061488577528e-06,0.0001802863096985799,0.00017486655419159014
2009-12-31,0.011344476096375317,0.000362,0.00021418227180178373,0.0023141566560155487,0.0006091827411167513,0.0006091827411167513,0.0005257100871456621,0.0005088218271166275,0.24820676306501196,0.002941723255153322,0.00028345097684039533,0.05816739080664119,0.0003195855855855856,7.864629111240776e-06,0.00022764055886965675,0.0001892573047260361
2009-09-30,0.00724723199051865,9.153333333333334e-05,2.955536118838003e-05,0.002126282378556263,0.0005918934010152284,0.0005918934010152284,0.0005430181270078715,0.0005212315801874194,0.3263121940111579,0.002459900709496727,0.00023702476356868852,0.07833501951149009,0.000504454954954955,8.968099799838984e-06,0.0001818080908628678,0.00016814455887615814
2009-06-30,0.010182533574552016,6.873333333333333e-05,2.131068796421095e-05,0.0020745217189699224,0.0006558730964467005,0.0006558730964467005,0.0005903352670204451,0.0005811071753397133,0.2619074727693651,0.0018954150391929713,0.00018263351028552897,0.070094276757473,0.0004040675675675676,1.1922505927277293e-05,0.0001639047830477159,0.00015725681998496547
2009-03-31,0.010102810883967703,6.54e-05,2.010983338590806e-05,0.002081884803627749,0.000469761421319797,0.000469761421319797,0.0004321456096895889,0.0004152072158031181,0.23792174276063607,0.001223743987641086,0.0001179143646812377,0.04549611368976283,0.00026235135135135136,1.2494183512936605e-05,0.00013821353633297287,0.00013159962659789405
