Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.007334487533756597,0.0002724,0.0001238134839838261,0.0018970652935223716,0.00035549746192893404,0.00035549746192893404,2.2807280302385388e-05,5.151949962939033e-05,0.06133060078181335,5.042791716783476e-05,4.859003088142061e-06,0.0014555277439192065,7.090090090090091e-06,0.0006891802261597891,0.0008737709379184897,0.0006913240815955555
2022-09-30,0.007126706348060479,0.00026900000000000003,0.0001212504660032692,0.0024085015027386415,0.0009818578680203045,0.0009818578680203045,0.0009315658677441779,0.001290885051003646,0.06322820600402292,0.0012907917031389437,0.00012437477540121013,0.03760070704370548,0.00018300450450450454,0.0006814130924507537,0.001106066356820086,0.0009913522950406822
2022-06-30,0.006562370136758941,0.0002848666666666667,0.00013372501505549023,0.0025038078101030036,0.0010052030456852792,0.0010052030456852792,0.0009270499351972786,0.0013228826041749746,0.06527761964400926,0.0014314819913967434,0.00013793104707590637,0.03976225527500905,0.00019486486486486486,0.0006336565946037772,0.00021573485917258071,3.720766421077148e-05
2022-03-31,0.006568019776249167,0.00030206666666666667,0.00014849373404834964,0.002771258168612204,0.0012720558375634518,0.0012720558375634518,0.00114546720099132,0.0014856362230155553,0.06588485331511633,0.0017255406124765224,0.0001662651887214157,0.04507275720185663,0.0002243153153153153,0.0005833356722381842,0.001823630934051375,0.0016755756773593731
2021-12-31,0.005967274777121722,0.00032073333333333334,0.000174070144245935,0.0019494405576958535,0.0004159847715736041,0.0004159847715736041,0.0003252791615661363,0.0005765266886520272,0.06561918858400698,0.0007262870820959291,6.998169611162889e-05,0.01742540420312414,8.958558558558559e-05,0.0005273541077324194,-0.0007942802512192152,-0.0011843966393810463
2021-09-30,0.007343275861852504,0.00032753333333333334,0.00018132904132373608,0.002664596889370566,0.0011906142131979697,0.0011906142131979697,0.0010103989362065348,0.001416848434915016,0.06645413488177919,0.0017931189486736282,0.0001727767276211957,0.043363982978766945,0.00021679729729729729,0.0005107281872502603,0.000162741068039731,-0.0001762866940469631
2021-06-30,0.007696692198852244,0.00034566666666666665,0.00020201241719480372,0.0027548889969348875,0.0012774619289340101,0.0012774619289340101,0.000988247194499667,0.0013484630857407106,0.06801017116399104,0.0018494594964902282,0.00017820544471290796,0.0422384430713426,0.00021168918918918918,0.0004627190876793879,-0.0001237118570026998,-0.00036043149529365654
2021-03-31,0.0079691303698254,0.00035706666666666665,0.0002164405953370996,0.0027989032046456803,0.0013888223350253808,0.0013888223350253808,0.0012929497279287213,0.0017433581113760704,0.0677445064328817,0.002510347577403821,0.0002418855926632523,0.05440578527512416,0.0002770945945945946,0.0004292530522708304,0.0015270626400933835,0.0014467438086636106
2020-12-31,0.00785048794053064,0.00039220000000000005,0.00026417008402397407,0.0022706110082375266,0.000729010152284264,0.000729010152284264,0.0003469665634345124,0.0005970364397472098,0.06421496071957189,0.0009285104207272574,8.946701063758302e-05,0.017653070229853154,9.087387387387387e-05,0.00036906293623652973,-0.0002615673271793697,-0.0005872751681918969
2020-09-30,0.00776888203678292,0.0004004666666666667,0.0002783473373290127,0.00242805323084244,0.0010371065989847716,0.0010371065989847716,0.0006093686480472462,0.0008981705126413385,0.06322820600402292,0.0014487650656008265,0.0001395963649324962,0.026161128711883523,0.00013749099099099097,0.00034550893338552784,0.002479339582781314,0.002395113204081671
2020-06-30,0.007049494608360713,0.000414,0.0003032605890281323,0.002478876770563239,0.0011211319796954316,0.0011211319796954316,0.0007667889579986408,0.0008571071080226566,0.06277278075069262,0.0014620874352998074,0.00014088004744695087,0.024778505257422485,0.00013171621621621622,0.00031267218648211475,0.0020513610094601074,0.0018745846090923036
2020-03-31,0.00515372669052907,0.00041840000000000003,0.0003126523472226205,0.0022873331211629047,0.0008433604060913705,0.0008433604060913705,0.0006281698591548014,0.0008995461220619214,0.06243121181069491,0.0015979073835680794,0.00015396703547127037,0.02586695350880671,0.00014145045045045045,0.0002824648610321218,0.0005141830004511634,0.0003387506935016294
2019-12-31,0.0056571723428803875,0.00044039999999999997,0.00034889306300364204,0.002227552175974072,0.0004257005076142132,0.00042569543147208123,0.00012433837263454135,0.0007855461498667926,0.061064936050704004,0.0014670714797248884,0.0001413602871358578,0.02209639481893516,0.00011834684684684685,0.00025524591738003264,-0.002895501972944521,-0.003288097145140187
