Date,current-ratio-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.07171007876583328,,0.238819,0.134389,0.134389,0.15940194431816668,0.07082813994608539,0.05889183114587021,0.22445524941473077,0.18361877145519134,0.018761292420698565,0.0010137387730071055,0.002495989944621793,0.0014844110404995717,0.16812223114588462,0.03153139237268571,0.0012661713112392995,0.0007611082070047048,0.00018042225776143718
2021-12-31,0.08890250690114634,,0.22618200000000002,0.106656,0.106656,0.13352588841949492,0.05574333417531771,0.048934848928740705,0.20428597154691158,0.17728083942424108,0.01309235444745837,0.0014526828071386836,0.0018684951642676457,0.0011115449285769895,0.12713930412704993,0.023604363590461624,0.001208578118191017,0.007529639309984318,0.007178011315307169
2020-12-31,0.09711641713845584,,0.173959,0.04848499999999999,0.04848499999999999,0.08401824486387681,0.025409121589445655,0.03362185298845205,0.1801368629569602,0.18627684857181293,0.005191540284503489,0.0036634556641089388,0.0011577227092722999,0.0006896303294185181,0.07702790227726107,0.014625302911773158,0.0010657296275232474,-0.0007465412092699076,-0.0014727318887445494
2019-12-31,0.09043172222253457,,0.204514,0.079472,0.079472,0.1118049519056106,0.04246292853208995,0.035450928847026136,0.19708265802269045,0.16968815548879224,0.017337565520397075,0.0010969800942036774,0.001367711560003576,0.00081651031807729,0.08885851965076816,0.017278054322316397,0.0008957567341994667,0.001141453214845792,0.0008323959505061868
2018-12-31,0.10179963906020724,,0.187255,0.053108,0.053108,0.08999271498867305,0.028560351645803395,0.020525353117969172,0.386709886547812,0.1827894115361045,0.026229861779762772,0.0007250851063796787,0.0008052454153891463,0.00048179302956039954,0.10094950646389804,0.010172520607966144,0.0007687290883441292,0.0020334553058024047,0.0011663698545095371
2017-12-31,0.10927705221258342,,0.168934,0.060494000000000006,0.060494000000000006,0.09223623218453332,0.03188446456004936,0.02226902685698708,0.3940572663425176,0.1866592928069992,0.030194983863890926,0.0006298701872766873,0.0008491851041562581,0.0005085231575249319,0.11160651830358301,0.010727602798996136,0.0007191763115716702,0.0015554626241505488,0.0020637370905243107
2016-12-31,0.1042227706907893,,0.127604,0.008853,0.008853,0.044073367482220197,0.00513575962864348,0.0033227645853811934,0.3470196290293535,0.22598956698503803,0.028791515289156522,0.0006605796741351208,0.00010751550116488821,6.435604638903123e-05,0.014664887691390972,0.0013582240027372097,0.0007190138192346611,-0.003403589475518383,-0.0038129583060766505
2015-12-31,0.16360917304308226,,0.260882,0.16963999999999999,0.16963999999999999,0.18888056195398079,0.08852999879913703,0.0597594261882489,0.29746083198271206,0.220380451300141,0.01568128782477993,0.001212838612805949,0.0014692579951300837,0.0008747154525394008,0.22607969118370944,0.018560872186595315,0.0010217946540021124,1.812162397630249e-05,-3.921256136228441e-05
2014-12-31,0.19666721013779806,,0.272075,0.173017,0.173017,0.19012167680798572,0.08999743263779902,0.06131363164878124,0.29272465334053666,0.19436138887643306,0.026890525083704174,0.0007072798079385264,0.0014549138298263974,0.0008666975761611105,0.22827534392082696,0.018379664924353025,0.0009580932262853513,0.0016520299703781146,0.001154917414565354
2013-12-31,0.1880260191489242,,0.265903,0.16571999999999998,0.16571999999999998,0.18602457122097169,0.08606046552073973,0.057609668198626104,0.2881145326850351,0.18027333104145804,0.03902613559169429,0.0004873347406963826,0.00139930553729483,0.0008364078209542357,0.21109743775745485,0.017677175359134194,0.0007322406954672024,0.0012861822617180694,0.0012967942433884398
2012-12-31,0.164463734546211,,0.271065,0.166909,0.166909,0.18803318008814293,0.08673905661861835,0.05756781550427406,0.2947595894111291,0.17878979019376312,0.034741012593757746,0.0005474508876980432,0.0014668059448742288,0.0008797469604695454,0.2158086997072463,0.018529895876413658,0.0005919300396629023,9.61143056281582e-05,-0.000432487125270791
2011-12-31,0.17895754740848602,2.3833510535484167e-07,0.259623,0.15446300000000002,0.15446300000000002,0.1783039808877823,0.07975697018133031,0.05356466184719695,0.28674590311543313,0.18785874076399164,0.09088986794796935,0.0002092587862090829,0.0013531701788616175,0.0008144109514120565,0.19534962045648854,0.0170943556678343,0.0004935793368835447,0.0013329848405645584,0.000976867183200123
2010-12-31,0.18559726540319,2.3833510535484167e-07,0.266572,0.156777,0.156777,0.18480533042186492,0.0814966686404989,0.055136965770151786,0.29477759769493966,0.1890335759731751,0.021133229902766757,0.0008999585732124249,0.0014510221039511536,0.0008787282640987771,0.20671001839425893,0.018330501450820748,0.00038547466227444954,0.0003459139222861126,0.0003987598749497335
2009-12-31,0.16370474900066903,2.3833510535484167e-07,0.249285,0.134156,0.134156,0.16598793693424657,0.06961847755421482,0.047247167307842404,0.28438681793625065,0.20232834601338257,0.10710180295737957,0.00017757217931424474,0.0011853723697981037,0.0007209116674045436,0.17088914220575663,0.014974596103794724,0.00033006920696353523,0.0028297961317302668,0.001656452745713211
