Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-06-30,0.056862072648972,0.0196400313530621,0.00471045502223309,0.278888,0.133103,0.133103,0.20388235943066588,0.060944830699026474,0.053406300301000055,0.1258598955519539,0.002025597385432954,0.009389379077440486,0.0018465844846355713,-0.0007900629461396249,0.08548796600948212,0.007837836940038834,0.00024167928444283594,-0.000589370970552361,-0.0005952303737980035
2021-06-30,0.055057373685127815,0.020184273185737314,0.005121583078970192,0.284939,0.135891,0.135891,0.19298242277032052,0.07216358238126985,0.06200872572119546,0.11075094543490005,0.002045217388967242,0.00929929791598908,0.001989381899267409,-0.0006357130158021885,0.08734423171584757,0.007981424179459965,0.00023018221299790976,0.00011186617877679038,0.0001714159700383416
2020-06-30,0.0556758063518657,0.015011017939275624,0.0031638985235855227,0.279068,0.13797700000000002,0.13797700000000002,0.1940732723776337,0.06623018058494448,0.05775671820580893,0.16679272465334055,0.0021391179195808306,0.008891001329348544,0.0022578452460464797,-0.0019649374779944152,0.12252260421254439,0.014048130376216838,0.00017281060040918523,-2.815821571702387e-05,-0.00011611810467678363
2019-06-30,0.073014409481135,0.01674135202685715,0.00310812810893249,0.28203700000000004,0.149649,0.149649,0.1990082493718342,0.07206161255191662,0.06250643343781426,0.20243111831442465,0.0022071160140215832,0.00861712854200197,0.0028106215191404543,-0.0020107168407552914,0.16092385813103968,0.015411171070617685,0.00014571721901751223,-0.0001976650984492072,-0.0001353537562335186
2018-06-30,0.07168759030522463,0.01450818581126048,0.002294213724145706,0.268482,0.138109,0.138109,0.1779131010372106,0.06706405568691433,0.05589257657629124,0.2359445344858635,0.0023653190904650142,0.008040767309099826,0.0025703205940666956,-0.0025315650623554506,0.1677271431902381,0.01654583414303581,0.00013899446787452637,0.0005192890747516989,0.0005997520491157716
2017-06-30,0.07468979979647944,0.015478356034724994,0.0026166811216908068,0.249771,0.128905,0.128905,0.16442346648609474,0.06098779260682505,0.04461723448707261,0.23684494867639114,0.0023608844321319216,0.008055842875375783,0.0021399890610948368,-0.001971987011814941,0.13439855954817484,0.012887390731688682,0.0001272802475792335,0.00023390834640181217,0.00013005375975449527
2016-06-30,0.10459383029083202,0.01360604581688037,0.002314948878311577,0.31795,0.172661,0.172661,0.2039318138156531,0.08377934350063977,0.06003259985543853,0.18161354222942552,0.00214660980449204,0.008859997155495005,0.001933490930700984,-0.007253718532256071,0.13865903261742535,0.01318909833192985,0.0001305507751623077,4.199337863739327e-05,1.1786006156149758e-05
2015-06-30,0.09516554318065544,0.012609255068991526,0.0017708298327864735,0.32143099999999997,0.17329799999999998,0.17329799999999998,0.20163218491374965,0.08432231990161206,0.060269011020832465,0.20488024491265983,0.002036314476404594,0.009339902681946342,0.002034228780890574,-0.004664618428488482,0.15704551931397187,0.01474314576471624,0.00011595157728357129,0.0001236800836382645,5.463073293762498e-05
2014-06-30,0.10220443135116294,0.010432287738290667,0.0012989263241838871,0.311415,0.16348700000000002,0.16348700000000002,0.19169660876065409,0.08002975241518387,0.058149794186547636,0.21013866378534127,0.002023044097301779,0.009401213086770275,0.0017977801385244047,-0.04175001191061346,0.15541335267753054,0.014699961632559507,0.00011888087095892639,0.0003358773305453912,0.0003497627047030983
2013-06-30,0.09663853735052202,0.011574012452489757,0.0015320180572209222,0.27275,0.13296,0.13296,0.1629940445507925,0.06882187061322688,0.049349416833606136,0.21689177021429856,0.001845960127046242,0.010303063860688117,0.001708724039821822,-0.009898095502591091,0.13613565118267312,0.013140017904805564,0.00010129329128228611,-4.14357902073532e-05,-5.870765330610446e-05
2012-06-30,0.10652221578802377,0.011281186683822116,0.0014695742596179538,0.255437,0.087215,0.087215,0.12092928593574354,0.04514364805605132,0.03034716244388063,0.20869800108049705,0.0020876154103033236,0.009110341512758628,0.0009661735394195018,-0.006650704507944476,0.08146584108396591,0.007550247229156597,0.00010066991158939663,0.0002757623279316954,0.0002793802339781663
2011-06-30,0.05397230546076045,0.003990120827602525,0.0015672916528134387,0.253727,0.124464,0.124464,0.15010261784884837,0.06442422761736365,0.04426714235458734,0.20495227804790203,0.0017904261101931965,0.01062255109290876,0.0014165159061147426,-0.0077829874607385505,0.11688256172439701,0.015481096146148392,9.521164626895436e-05,-0.00038365568914445027,-0.0003785976505819804
2010-06-30,0.11470801544957243,0.008474200275078751,0.0009571537831050441,0.268332,0.15485200000000002,0.15485200000000002,0.17181023972062076,0.08015346200510988,0.04864188006827645,0.22171799027552674,0.0020948385280428307,0.009078965102700743,0.0018334499098066233,0.00346678255790398,0.16249902847224024,0.016525570819485344,9.227939818747185e-05,0.00021996863565081025,0.00019028099247066934
2009-06-30,0.08067173031838039,0.0077731931319046975,0.0008496646505900104,0.271539,0.166908,0.166908,0.18337305534896722,0.08639380851618887,0.060922817975845346,0.13453988834864036,0.0018279191306457064,0.010404606795264969,0.001613455642213656,0.0021723215935355,0.10415425270084717,0.01502525441267089,9.639488592299341e-05,0.0006822094441540338,0.0006554205436017368
