,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-10-31,5081.54200,1063.69700,4017.84500,1680.37900,1133.61700,2855.80700,1162.03800,-46.52400,1115.51400,137.07800,978.43600,978.43600,984.59400,1463.46900,1162.03800,153.00200,156.48500,6.44000,6.29000
2021-10-31,4204.19300,861.77700,3342.41600,1504.82300,1035.47900,2607.62600,734.78980,70.72400,805.51400,49.15500,756.35900,756.35900,757.51600,1003.16400,734.78980,152.69800,157.34000,4.96000,4.81000
2020-10-31,3685.28100,794.69000,2890.59100,1279.02200,916.54000,2270.45000,620.14090,18.01800,638.15900,-25.28800,663.44700,663.44700,664.34700,891.31190,620.14090,151.13500,155.70600,4.40000,4.27000
2019-10-31,3360.69400,752.94600,2607.74800,1136.93200,862.10800,2087.51700,520.23120,25.27500,545.50600,13.13900,532.36700,532.36700,532.36700,784.65720,520.23120,149.87200,154.19000,3.55000,3.45000
2018-10-31,3121.05800,735.89800,2385.16000,1084.82200,885.53800,2024.93500,360.22490,3.31800,363.54300,-68.97500,432.51800,432.51800,432.51800,569.43190,360.22490,149.03600,153.39300,2.90000,2.82000
2017-10-31,2724.88000,654.18400,2070.69600,908.84100,746.09200,1723.13300,347.56300,35.53500,383.09800,246.53500,136.56300,136.56300,136.56300,537.00500,347.56300,150.45700,154.87400,0.91000,0.88000
2016-10-31,2422.53200,542.96200,1879.57000,856.70500,668.33000,1562.17500,317.39480,12.15300,329.54800,62.72200,266.82600,266.82600,266.82600,524.42680,317.39480,152.01700,154.72100,1.76000,1.73000
2015-10-31,2242.21100,518.92000,1723.29100,776.22900,639.50400,1456.82500,266.46580,15.14400,281.61000,55.67600,225.93400,225.93400,225.93400,478.28680,266.46580,154.95700,158.06500,1.46000,1.43000
2014-10-31,2057.47200,456.88500,1600.58700,718.76800,608.29400,1351.87000,248.71680,23.42500,272.14200,13.01800,259.12400,259.12400,259.12400,441.54280,248.71680,155.05400,157.71000,1.67000,1.64000
2013-10-31,1962.21400,453.55200,1508.66200,669.19700,569.77300,1262.16900,246.49300,29.17300,275.66600,27.86600,247.80000,247.80000,247.80000,433.89700,246.49300,153.31900,156.60100,1.62000,1.58000
2012-10-31,1756.01700,392.67300,1363.34400,581.62800,573.08800,1173.32000,190.02390,11.11100,201.13500,18.73300,182.40200,182.40200,182.40200,346.86390,190.02390,146.88700,150.28000,1.24000,1.21000
2011-10-31,1535.64300,340.45000,1195.19300,491.87100,475.87800,982.35000,212.84290,6.27000,219.11300,-2.25100,221.36400,221.36400,221.36400,341.39290,212.84290,146.57300,150.36700,1.51000,1.47000
2010-10-31,1380.66100,281.09400,1099.56700,449.22900,454.64600,915.45700,184.11000,14.54800,198.65800,-38.40500,237.06300,237.06300,237.06300,285.31100,184.11000,148.01300,151.91100,1.60000,1.56000
2009-10-31,1360.04500,273.65000,1086.39500,419.90800,443.22400,878.14400,208.25110,24.81900,233.07000,65.38900,167.68100,167.68100,167.68100,309.70410,208.25110,143.75200,145.85700,1.17000,1.15000
