,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5458.60000,3128.30000,2330.30000,1156.60000,1358.30000,972.00000,-63.90000,908.10000,119.20000,788.90000,788.90000,,788.60000,1304.20000,972.00000,46.80000,47.70000,16.85000,16.53000
2021-12-31,4614.30000,2772.90000,1841.40000,1067.80000,1217.10000,624.29980,-90.50000,533.80000,88.50000,445.30000,445.30000,,445.30000,996.09980,624.29980,43.20000,44.30000,10.31000,10.05000
2020-12-31,3086.20000,1905.30000,1180.90000,662.00000,700.80000,480.09990,-10.40000,469.70000,67.80000,401.90000,401.90000,,401.90000,596.29990,480.09990,36.70000,37.90000,10.95000,10.62000
2019-12-31,3163.60000,1920.30000,1243.30000,715.10000,751.60000,491.70020,-18.00000,473.70000,71.40000,402.30000,402.30000,,402.30000,603.60020,491.70020,36.30000,37.50000,11.08000,10.73000
2018-12-31,2901.80000,1791.00000,1110.80000,694.20000,694.20000,416.60010,-22.70000,393.90000,60.10000,333.80000,333.80000,,333.80000,529.60010,416.60010,35.80000,37.00000,9.32000,9.01000
2017-12-31,2603.80000,1624.00000,979.80000,658.10000,658.10000,321.70000,-34.70000,287.00000,59.80000,227.20000,227.20000,,227.20000,434.70000,321.70000,35.20000,36.30000,6.45000,6.26000
2016-12-31,2149.90000,1329.50000,820.39990,579.90000,579.90000,240.49990,0.80000,241.30000,50.40000,190.90000,190.90000,,190.90000,327.79990,240.49990,34.60000,35.50000,5.52000,5.37000
2015-12-31,2298.10000,1427.80000,870.30000,588.60000,588.60000,281.70010,-23.50000,258.20000,62.70000,195.50000,195.50000,,195.80000,372.00010,281.70010,35.30000,36.00000,5.55000,5.44000
2014-12-31,2394.00000,1487.10000,906.90000,612.40000,612.40000,294.50000,-12.40000,282.10000,66.50000,215.60000,215.60000,,217.70000,388.80000,294.50000,37.10000,37.90000,5.87000,5.75000
2013-12-31,2338.60000,1500.00000,838.60010,598.30000,598.30000,240.30000,-16.30000,224.00000,39.50000,184.50000,184.50000,,185.00000,331.40010,240.30000,37.30000,38.00000,4.96000,4.87000
2012-12-31,2127.30000,1379.10000,748.20010,505.10000,505.10000,243.10010,-14.90000,228.20000,65.40000,162.80000,162.80000,2.30000,164.10000,321.40010,243.10010,36.70000,37.40000,4.47000,4.39000
2011-12-31,1941.90000,1290.70000,651.20010,424.00000,424.00000,227.20010,-15.60000,211.60000,69.50000,142.10000,142.10000,113.10000,255.20000,291.40010,227.20010,36.60000,37.30000,6.97000,6.84000
2010-12-31,1644.20000,1148.10000,496.10000,317.60000,317.60000,178.50000,-4.90000,173.60000,53.60000,120.00000,120.00000,0.60000,120.50000,223.70000,178.50000,36.20000,36.90000,3.33000,3.27000
2009-12-31,1652.10000,1177.30000,474.79990,303.40000,303.40000,171.39990,-5.00000,166.40000,50.00000,116.40000,116.40000,-2.60000,113.30000,213.89990,171.39990,36.00000,36.60000,3.15000,3.10000
