,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,15228.00000,9379.00000,5849.00000,3634.00000,3634.00000,2215.00000,-69.00000,2146.00000,533.00000,1613.00000,1613.00000,1547.00000,2439.00000,2215.00000,50.90000,51.10000,30.22000,30.06000
2021-12-31,13022.00000,8302.00000,4720.00000,3173.00000,3173.00000,1547.00000,-62.00000,1485.00000,371.00000,1114.00000,1114.00000,1043.00000,1732.00000,1547.00000,51.90000,52.20000,19.94000,19.84000
2020-12-31,11797.00000,7559.00000,4238.00000,3219.00000,3219.00000,1019.00000,-72.00000,947.00000,192.00000,755.00000,755.00000,695.00000,1388.00000,1019.00000,53.50000,53.70000,12.88000,12.82000
2019-12-31,11486.00000,7089.00000,4397.00000,3135.00000,3135.00000,1262.00000,-53.00000,1209.00000,314.00000,895.00000,895.00000,849.00000,1491.00000,1262.00000,54.70000,54.90000,15.39000,15.32000
2018-12-31,11221.00000,6873.00000,4348.00000,3190.00000,3190.00000,1158.00000,-77.00000,1081.00000,258.00000,823.00000,823.00000,782.00000,1415.00000,1158.00000,56.10000,56.50000,13.82000,13.73000
2017-12-31,10425.00000,6327.00000,4098.00000,3063.00000,3063.00000,1035.00000,-99.00000,936.00000,313.00000,623.00000,623.00000,586.00000,1299.00000,1035.00000,57.70000,58.00000,10.07000,10.02000
2016-12-31,10137.00000,6022.00000,4115.00000,3002.00000,3002.00000,1113.00000,-94.00000,1019.00000,386.00000,633.00000,633.00000,601.00000,1362.00000,1113.00000,60.40000,60.80000,9.94000,9.87000
2015-12-31,9973.38400,5741.95600,4231.42800,2931.10800,2931.10800,1300.31900,-49.61500,1250.70500,465.53100,785.17400,785.17400,768.99600,1528.28600,1300.31900,65.15690,65.76510,11.69000,11.58000
2014-12-31,9964.95300,5650.71100,4314.24200,2967.12500,2967.12500,1347.11700,-12.73100,1334.38600,522.09000,812.29600,812.29600,792.20500,1555.44300,1347.11700,68.33430,69.20570,11.59000,11.45000
2013-12-31,9437.75800,5301.27500,4136.48300,2839.62900,2839.62900,1296.85400,-9.25500,1287.59900,479.85000,807.74900,807.74900,785.38400,1477.46700,1296.85400,69.45550,70.57640,11.31000,11.13000
2012-12-31,8950.04500,5033.88500,3916.16000,2785.03500,2785.03500,1131.12500,-13.33600,1117.78900,418.94000,698.84890,698.84890,677.53600,1290.17400,1131.12500,69.81190,71.18170,9.71000,9.52000
2011-12-31,8078.18500,4567.39300,3510.79200,2458.36300,2458.36300,1052.42900,-0.90200,1051.52700,385.11500,666.41200,666.41200,645.57200,1201.62900,1052.42900,69.69090,71.17620,9.26000,9.07000
2010-12-31,7182.15800,4176.47400,3005.68400,2145.20900,2145.20900,860.47510,-6.69700,853.77800,340.19600,513.58200,513.58200,499.42400,1010.15300,860.47510,70.83700,72.13900,7.05000,6.93000
2009-12-31,6221.99100,3623.46500,2598.52600,1933.30200,1933.30200,665.22410,42.11300,707.33700,276.56500,430.77200,430.77200,420.41700,812.75510,665.22410,73.78600,74.89200,5.70000,5.62000
