,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,12623.00000,8594.80000,4028.20000,1420.90000,,1442.40000,2585.80000,-118.40000,2467.40000,550.60000,1916.80000,1916.80000,,1902.30000,2978.70000,2585.80000,596.20000,621.00000,3.19000,3.06000
2021-12-31,10876.30000,7474.50000,3401.80000,1226.30000,,1296.70000,2105.10000,-115.90000,1989.20000,409.10000,1580.10000,1580.10000,21.40000,1590.80000,2500.70000,2105.10000,597.90000,625.50000,2.66000,2.54000
2020-12-31,8598.90000,5934.80000,2664.10100,1014.20000,,1025.70000,1638.40000,-111.80000,1526.60000,313.30000,1213.30000,1213.30000,,1203.40000,1946.50000,1638.40000,596.10000,615.00000,2.02000,1.96000
2019-12-31,8225.40000,5609.40000,2616.00000,971.40000,,996.80000,1619.20100,-123.30000,1495.90000,331.90000,1164.00000,1164.00000,,1155.00000,1931.30100,1619.20100,595.00000,615.90000,1.94000,1.88000
2018-12-31,8202.00000,5547.10000,2654.90000,959.50000,,968.00000,1686.90000,-98.50000,1588.40000,371.50000,1216.90000,1216.90000,,1205.00000,1986.60000,1686.90000,602.40000,625.20000,2.00000,1.92500
2017-12-31,7011.30000,4701.40000,2309.90000,878.30000,,882.30000,1427.60000,-75.20000,1352.40000,691.70000,660.70000,660.70000,,650.50000,1654.40000,1427.60000,611.40000,633.00000,1.06500,1.03000
2016-12-31,6286.40000,4246.40000,2040.00000,798.20000,,834.80000,1205.20000,-64.10000,1141.10000,308.50000,832.60000,832.60000,,822.90000,1422.20000,1205.20000,616.60000,630.40000,1.33500,1.30500
2015-12-31,5568.70000,3789.20000,1779.50000,669.10000,,674.80000,1104.70000,-51.90000,1052.80000,280.50000,772.30000,772.30000,,763.50000,1276.30000,1104.70000,618.20000,633.00000,1.23500,1.20500
2014-12-31,5345.50000,3651.70000,1693.80000,645.10000,,659.20000,1034.60000,-62.10000,972.50000,257.30000,715.20000,715.20000,,709.10000,1202.70000,1034.60000,626.20000,640.80000,1.13000,1.10500
2013-12-31,4614.70000,3163.90000,1450.80000,548.00000,,554.00000,896.80030,-50.20000,846.60000,207.90000,638.70000,638.70000,,635.70000,1033.30000,896.80030,636.40000,649.00000,1.00000,0.98000
2012-12-31,4292.10000,2948.90000,1343.20000,512.90000,,514.90000,828.30030,-49.50000,778.80000,219.30000,559.50000,559.50000,,555.30000,950.10030,828.30030,646.08800,655.78800,0.86000,0.84500
2011-12-31,3939.78600,2696.12600,1243.66000,507.79500,17.81300,491.98200,751.67800,-34.92600,716.75200,187.91000,528.84200,528.84200,,524.19100,871.11700,751.67800,678.56000,687.30000,0.77250,0.76250
2010-12-31,3554.10100,2395.87300,1158.22800,457.87100,,457.87100,700.35690,-36.66900,663.68800,161.27500,502.41300,502.41300,,496.40500,803.20290,700.35690,695.14400,705.30400,0.71500,0.70500
2009-12-31,2820.06500,1933.51100,886.55400,397.64100,,397.64100,488.91310,-42.38600,446.52700,119.31100,327.21600,327.21600,,317.83400,587.43710,488.91310,686.43200,695.76800,0.46250,0.45750
