,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,5468.00000,1613.00000,3855.00000,1527.00000,,1972.00000,1883.00000,-123.00000,1760.00000,386.00000,1374.00000,1374.00000,1374.00000,2214.00000,1883.00000,183.90000,184.70000,7.47000,7.44000
2021-12-31,6218.00000,1637.00000,4581.00000,1480.00000,,1737.00000,2844.00000,-89.00000,2755.00000,541.00000,2214.00000,2214.00000,2214.00000,3101.00000,2844.00000,186.40000,187.90000,11.88000,11.78000
2020-12-31,5371.00000,1475.00000,3896.00000,1229.00000,-9.00000,1508.00000,2388.00000,-159.00000,2229.00000,452.00000,1777.00000,1777.00000,1778.00000,2608.00000,2388.00000,187.60000,189.30000,9.48000,9.39000
2019-12-31,4829.00000,1387.00000,3442.00000,1167.00000,-14.00000,1444.00000,1998.00000,-188.00000,1810.00000,381.00000,1429.00000,1429.00000,1422.00000,2198.00000,1998.00000,189.30000,191.60000,7.51000,7.42000
2018-12-31,4443.00000,1246.00000,3197.00000,1080.00000,,1329.00000,1868.00000,-196.00000,1672.00000,352.00000,1320.00000,1320.00000,1310.00000,2060.00000,1868.00000,191.60000,194.40000,6.84000,6.74000
2017-12-31,4204.00000,1216.00000,2988.00000,986.00000,,1167.00000,1821.00000,-34.00000,1787.00000,779.00000,1008.00000,1008.00000,1001.00000,1979.00000,1821.00000,191.10000,194.20000,5.24000,5.15000
2016-12-31,3604.20000,1019.60000,2584.60000,931.20000,-863.80000,1933.70000,650.89990,-92.90000,558.00000,282.20000,275.80000,275.80000,266.60000,777.59990,650.89990,192.70000,195.40000,1.38000,1.36000
2015-12-31,3484.50000,976.30000,2508.20000,921.30000,,1034.80000,1473.40000,-93.80000,1379.60000,430.00000,949.60000,949.60000,941.30000,1586.90000,1473.40000,200.10000,203.40000,4.70000,4.63000
2014-12-31,3334.30000,930.30000,2404.00000,869.30000,,964.90000,1439.10000,21.90000,1461.00000,455.00000,1006.00000,1006.00000,988.70000,1534.70000,1439.10000,210.70000,214.70000,4.69000,4.61000
2013-12-31,2972.50000,822.40000,2150.10000,822.10000,,915.50000,1234.60000,-65.30000,1169.30000,353.40000,815.90000,815.90000,804.50000,1328.00000,1234.60000,219.40000,223.50000,3.67000,3.60000
2012-12-31,2730.30000,795.00000,1935.30000,752.20000,-12.20000,857.90000,1077.40000,-53.40000,1024.00000,324.30000,699.70000,699.70000,690.00000,1170.90000,1077.40000,223.20000,226.60000,3.09000,3.05000
2011-12-31,2280.70000,683.50000,1597.20000,629.60000,,708.80000,888.39990,-48.60000,839.80000,261.80000,578.00000,578.00000,571.40000,967.59990,888.39990,226.30000,229.40000,2.52000,2.49000
2010-12-31,2032.00000,604.80000,1427.20000,588.00000,,654.40000,772.80000,-58.40000,714.40000,201.00000,513.40000,513.40000,507.80000,839.10000,772.80000,235.00000,236.60000,2.16000,2.15000
2009-12-31,1797.20000,532.40000,1264.80000,495.70000,,577.30000,687.50000,-41.30000,646.20000,239.10000,407.10000,407.10000,402.00000,751.60000,687.50000,236.10000,237.80000,1.70000,1.69000
