,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,60530.00000,27842.00000,32688.00000,6567.00000,18609.00000,25176.00000,7512.00000,-6356.00000,1156.00000,-626.00000,1782.00000,1783.00000,-143.00000,1639.00000,12314.00000,7512.00000,912.26900,902.66400,1.80000,1.82000
2021-12-31,57350.00000,25865.00000,31485.00000,6488.00000,18745.00000,25233.00000,6252.00000,-1416.00000,4837.00000,124.00000,4713.00000,4712.00000,1030.00000,5743.00000,12669.00000,6252.00000,904.64100,895.99100,6.35000,6.41000
2020-12-31,55179.00000,24314.00000,30865.00000,6262.00000,20561.00000,26823.00000,4042.00000,-1470.00000,2572.00000,-1360.00000,3932.00000,3932.00000,1658.00000,5590.00000,10737.00000,4042.00000,896.56400,890.34900,6.23000,6.28000
2019-12-31,57714.00000,26180.00000,31534.00000,5910.00000,18724.00000,24634.00000,6900.00000,307.00000,7206.00000,60.00000,7146.00000,7146.00000,2285.00000,9431.00000,12959.00000,6900.00000,887.23500,892.81300,10.63000,10.56000
2018-12-31,79591.00000,42654.00000,36937.00000,5379.00000,19366.00000,24745.00000,12192.00000,-849.00000,11342.00000,2619.00000,8723.00000,8723.00000,5.00000,8728.00000,16672.00000,12192.00000,912.04800,916.31500,9.57000,9.52000
2017-12-31,79139.00000,42196.00000,36943.00000,5590.00000,19680.00000,25270.00000,11673.00000,-274.00000,11400.00000,5642.00000,5758.00000,5758.00000,-5.00000,5753.00000,16214.00000,11673.00000,932.82800,937.38600,6.17000,6.14000
2016-12-31,79919.00000,41402.00000,38517.00000,5726.00000,20869.00000,26595.00000,11922.00000,408.00000,12330.00000,449.00000,11881.00000,11881.00000,-9.00000,11872.00000,16303.00000,11922.00000,955.42300,958.71400,12.43000,12.38000
2015-12-31,81741.00000,41057.00000,40684.00000,5247.00000,20430.00000,25677.00000,15007.00000,938.00000,15945.00000,2581.00000,13364.00000,13364.00000,-174.00000,13190.00000,18862.00000,15007.00000,978.74500,982.70000,13.48000,13.42000
2014-12-31,92793.00000,46386.00000,46407.00000,5437.00000,23180.00000,28617.00000,17790.00000,2196.00000,19986.00000,4234.00000,15752.00000,15751.00000,-3729.00000,12022.00000,22282.00000,17790.00000,1004.27300,1010.00000,11.97000,11.90000
2013-12-31,98367.00000,49683.00000,48684.00000,5743.00000,23451.00000,29194.00000,19490.00000,753.00000,20244.00000,3363.00000,16881.00000,16881.00000,-398.00000,16483.00000,24168.00000,19490.00000,1094.48700,1103.04200,15.06000,14.94000
2012-12-31,102874.00000,52513.00000,50361.00000,5816.00000,23463.00000,29279.00000,21082.00000,1458.00000,22540.00000,5541.00000,16999.00000,16999.00000,-395.00000,16604.00000,25758.00000,21082.00000,1142.50900,1155.44900,14.53000,14.37000
2011-12-31,106916.00000,56778.00000,50138.00000,6258.00000,23594.00000,29852.00000,20286.00000,717.00000,21003.00000,5148.00000,15855.00000,15855.00000,,15855.00000,25101.00000,20286.00000,1196.95100,1213.76800,13.25000,13.06000
2010-12-31,99870.00000,53857.00000,46013.00000,6026.00000,21837.00000,27863.00000,18150.00000,1573.00000,19723.00000,4890.00000,14833.00000,14833.00000,,14833.00000,22981.00000,18150.00000,1268.78900,1287.35500,11.69000,11.52000
2009-12-31,95758.00000,51972.00000,43786.00000,5820.00000,20952.00000,26772.00000,17014.00000,1126.00000,18138.00000,4713.00000,13425.00000,13425.00000,,13425.00000,22008.00000,17014.00000,1327.15700,1341.35300,10.12000,10.01000
