,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-09-30,33480.00000,22975.90000,10504.10000,2933.70000,,2933.70000,7570.40000,59.30000,7629.70000,1734.10000,5895.60000,5895.60000,5857.50000,7651.80000,7570.40000,351.70000,354.80000,16.65000,16.51000
2021-09-30,27774.20000,19899.20000,7875.00000,2556.20000,-18.10000,2574.30000,5300.70100,55.60000,5356.30000,1165.10000,4191.20000,4191.20000,4175.80000,5382.80100,5300.70100,361.10000,365.80000,11.56000,11.41000
2020-09-30,20311.10000,15373.20000,4937.89900,2047.80000,,2047.80000,2890.10000,92.90000,2983.00000,602.50000,2380.50000,2380.50000,2373.70000,2980.70000,2890.10000,365.50000,370.20000,6.49000,6.41000
2019-09-30,17592.90000,13720.90000,3872.00000,1832.50000,0.00000,1832.50000,2039.50000,85.80000,2125.30000,506.70000,1618.60000,1618.60000,1618.50000,2122.40000,2039.50000,372.60000,377.40000,4.34000,4.29000
2018-09-30,16068.00000,12398.10000,3669.90000,1676.80000,2.80000,1674.00000,1995.90000,64.10000,2060.00000,597.70000,1462.30000,1462.30000,1460.30000,2068.20000,1995.90000,376.60000,383.40000,3.88000,3.81000
2017-09-30,14091.00000,11042.80000,3048.20000,1471.60000,,1471.60000,1576.60100,25.50000,1602.10000,563.70000,1038.40000,1038.40000,1038.40000,1636.30100,1576.60100,374.30000,378.90000,2.77000,2.74000
2016-09-30,12157.40000,9502.60000,2654.80100,1320.30000,,1327.50000,1327.30100,26.20000,1353.50000,467.20000,886.30000,886.30000,886.30000,1400.90100,1327.30100,371.00000,375.10000,2.39000,2.36000
2015-09-30,10824.00000,8535.69900,2288.30100,1186.00000,,1195.80000,1092.50100,30.90000,1123.40000,372.70000,750.70000,750.70000,750.70000,1162.00100,1092.50100,366.30000,369.80000,2.05000,2.03000
2014-09-30,8024.90000,6268.60000,1756.30000,965.40000,,965.40000,790.89990,23.30000,814.20000,280.70000,533.50000,533.50000,533.50000,856.69990,790.89990,340.50000,366.60000,1.57000,1.50000
2013-09-30,6259.30000,4853.50000,1405.80000,766.30000,,766.30000,639.50000,18.30000,657.80000,195.10000,462.70000,462.70000,462.70000,701.90000,639.50000,322.10000,364.90000,1.44000,1.33000
2012-09-30,4354.00000,3492.40000,861.60010,614.20000,,614.20000,247.39990,-4.50000,242.90000,-713.40000,956.30000,956.30000,956.30000,306.59990,247.39990,318.10000,359.00000,3.01000,2.77000
2011-09-30,3636.80000,3023.30000,613.50020,556.30000,,556.30000,57.20020,-45.10000,12.10000,-59.70000,71.80000,71.80000,71.80000,114.30020,57.20020,318.30000,318.50000,0.23000,0.23000
2010-09-30,4400.20000,3627.60000,772.60010,600.40000,,600.40000,172.20020,-72.70000,99.50000,-145.60000,245.10000,245.10000,245.10000,221.40020,172.20020,318.10000,318.60000,0.77000,0.77000
2009-09-30,3657.60000,3538.70000,118.90010,601.10000,,601.10000,-482.19970,-74.60000,-556.80000,-7.00000,-549.80000,-549.80000,-549.80000,-445.59970,-482.19970,316.90000,316.90000,-1.73000,-1.73000
