,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,10927.80000,9083.10100,1844.69900,87.10000,463.50000,1381.19900,-112.30000,1268.90000,318.40000,950.50000,956.10000,938.00000,1708.19900,1381.19900,391.50000,395.10000,2.40000,2.37000
2021-12-31,10240.70000,8387.80000,1852.90000,122.30000,416.69900,1436.20100,-214.10000,1222.10000,251.80000,970.30000,972.80000,952.80000,1795.80100,1436.20100,393.00000,398.40000,2.42000,2.39000
2020-12-31,9061.00000,7709.40000,1351.60000,58.80000,763.20000,588.40040,-227.10000,361.30000,8.00000,353.30000,354.20000,351.10000,957.40040,588.40040,389.40000,393.20000,0.90000,0.89000
2019-12-31,10221.30000,8729.10000,1492.20000,93.80000,406.20000,1086.00000,-207.70000,878.30000,204.80000,673.50000,673.90000,656.00000,1454.00000,1086.00000,386.10000,391.20000,1.70000,1.68000
2018-12-31,9714.40000,8336.20000,1378.20000,166.50000,369.40100,1008.80000,-170.80000,838.00000,199.20000,638.80000,637.70000,618.90000,1300.40000,1008.80000,383.30000,389.00000,1.61000,1.59000
2017-12-31,9047.60000,7834.00000,1213.60000,118.50000,275.20000,938.39940,-97.60000,840.80000,271.30000,569.50000,570.40000,554.40000,1183.29900,938.39940,389.60000,397.30000,1.42000,1.40000
2016-12-31,9056.20000,7821.00000,1235.20000,138.60000,298.80000,936.39990,-110.80000,825.60000,196.90000,628.70000,628.99990,605.00000,1187.80000,936.39990,397.90000,408.00000,1.52000,1.48000
2015-12-31,7613.80000,6739.00000,874.79980,,0.00000,874.79980,-112.60000,762.20000,282.80000,479.40000,480.50000,454.60000,1107.90000,874.79980,408.10000,415.70000,1.11000,1.09000
2014-12-31,7537.10000,6748.70000,788.39990,,0.00000,788.39990,-67.70000,720.70000,216.50000,504.20000,505.40000,477.10000,1010.80000,788.39990,419.20000,425.40000,1.14000,1.12000
2013-12-31,7122.30000,6463.40000,658.89990,,60.60000,598.29980,-130.30000,468.00000,181.20000,286.80000,288.90000,259.20000,807.39980,598.29980,421.10000,429.60000,0.62000,0.61000
2012-12-31,6956.20000,6279.10000,677.10010,,-1.20000,678.30030,-3.50000,674.80000,213.30000,461.50000,464.60000,435.10000,872.30030,678.30030,432.50000,481.40000,1.01000,0.94000
2011-12-31,7014.60000,6326.40000,688.20020,,1.00000,687.20020,51.20000,738.40000,190.20000,548.20000,551.50000,520.70000,881.10020,687.20020,465.50000,540.60000,1.12000,0.99000
2010-12-31,6507.30000,5958.60000,548.69970,,0.00000,548.69970,-98.10000,450.60000,171.30000,279.30000,281.20000,271.20000,742.69970,548.69970,473.60000,542.10000,0.57000,0.47000
2009-12-31,6007.40000,5661.50000,345.89990,,4.60000,341.29980,-108.90000,232.40000,90.10000,142.30000,143.40000,93.60000,572.79980,341.29980,468.20000,508.10000,0.20000,0.19000
