,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,7560.00000,4305.00000,3255.00000,1879.00000,,1879.00000,1376.00000,-331.00000,1045.00000,251.00000,794.00000,794.00000,6.00000,800.00000,1597.00000,1376.00000,,233.00000,,3.43000
2022-01-31,7882.00000,4027.00000,3855.00000,1846.00000,,1846.00000,2009.00000,-586.00000,1423.00000,348.00000,1075.00000,1075.00000,,1333.00000,2372.00000,2009.00000,269.00000,273.00000,4.96000,4.88000
2021-01-31,6434.00000,3338.00000,3096.00000,1492.00000,,1492.00000,1604.00000,-482.00000,1122.00000,257.00000,865.00000,865.00000,,844.00000,2125.00000,1604.00000,278.00000,281.00000,3.04000,3.00000
2020-01-31,5405.00000,3018.00000,2387.00000,1347.00000,,1347.00000,1040.00000,-432.00000,608.00000,148.00000,460.00000,460.00000,,-366.00000,2348.00000,1040.00000,276.00000,278.00000,-1.33000,-1.32000
2019-01-31,13237.00000,8338.00000,4899.00000,3563.00000,-99.00000,3662.00000,1237.00000,-380.00000,857.00000,213.00000,644.00000,644.00000,,644.00000,1784.00000,1237.00000,276.00000,279.00000,2.33000,2.31000
2018-01-31,12632.00000,7673.00000,4959.00000,3231.00000,,3231.00000,1728.00000,-416.00000,1312.00000,329.00000,983.00000,983.00000,,983.00000,2252.00000,1728.00000,284.00000,287.00000,3.46000,3.42000
2017-01-31,12574.00000,7449.00000,5125.00000,3122.00000,,3122.00000,2003.00000,-307.00000,1696.00000,538.00000,1158.00000,1158.00000,,1158.00000,2475.00000,2003.00000,287.00000,291.00000,4.04000,3.98000
2016-01-31,12154.00000,6950.00000,5204.00000,3012.00000,,3012.00000,2192.00000,-258.00000,1934.00000,681.00000,1253.00000,1253.00000,,1253.00000,2607.00000,2192.00000,291.00000,297.00000,4.30000,4.22000
2015-01-31,11454.00000,6646.00000,4808.00000,2855.00000,,2855.00000,1953.00000,-317.00000,1636.00000,594.00000,1042.00000,1042.00000,,1042.00000,2351.00000,1953.00000,292.00000,298.00000,3.57000,3.50000
2014-01-31,10773.00000,6344.00000,4429.00000,2686.00000,,2686.00000,1743.00000,-297.00000,1446.00000,543.00000,903.00000,903.00000,,903.00000,2111.00000,1743.00000,290.00000,296.00000,3.12000,3.05000
2013-01-31,10459.00000,6073.00000,4386.00000,2720.00000,,2813.00000,1573.00000,-292.00000,1281.00000,528.00000,753.00000,753.00000,,753.00000,2020.00000,1573.00000,290.00000,297.00000,2.60000,2.54000
2012-01-31,10364.00000,6307.00000,4057.00000,2698.00000,,2819.00000,1238.00000,-11.00000,1227.00000,377.00000,850.00000,850.00000,,850.00000,1826.00000,1238.00000,304.00000,314.00000,2.80000,2.70000
2011-01-31,9613.00000,5982.00000,3631.00000,2341.00000,,2347.00000,1284.00000,-33.00000,1251.00000,446.00000,805.00000,805.00000,,805.00000,1649.00000,1284.00000,323.00000,333.00000,2.49000,2.42000
2010-01-31,8632.00000,5604.00000,3028.00000,2166.00000,9.00000,2160.00000,868.00000,-218.00000,650.00000,202.00000,448.00000,448.00000,,448.00000,1228.00000,868.00000,322.00000,327.00000,1.39000,1.37000
2009-01-31,9043.00000,6037.00000,3006.00000,2311.00000,109.00000,2417.00000,589.00000,-140.00000,449.00000,233.00000,216.00000,216.00000,,220.00000,1147.00000,589.00000,335.00000,337.00000,0.66000,0.65000
