,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11186.00000,5325.00000,5861.00000,290.00000,-174.00000,464.00000,5397.00000,-302.00000,5095.00000,1158.00000,3937.00000,3937.00000,3346.00000,6247.00000,5397.00000,203.30000,204.20000,16.45000,16.38000
2021-12-31,6538.00000,4151.00000,2387.00000,223.00000,-150.00000,658.00000,1729.00000,-186.00000,1543.00000,283.00000,1260.00000,1260.00000,917.00000,2617.00000,1729.00000,215.00000,216.20000,4.27000,4.24000
2020-12-31,4124.00000,3323.00000,801.00000,206.00000,28.00000,178.00000,623.00000,-160.00000,463.00000,31.00000,432.00000,432.00000,317.00000,1515.00000,623.00000,214.90000,215.20000,1.48000,1.47000
2019-12-31,4590.00000,3416.00000,1174.00000,239.00000,68.00000,171.00000,1003.00000,-231.00000,772.00000,126.00000,646.00000,646.00000,493.00000,1878.00000,1003.00000,220.20000,221.60000,2.24000,2.23000
2018-12-31,4429.00000,3512.00000,917.00000,214.00000,63.00000,151.00000,766.00000,-219.00000,547.00000,119.00000,428.00000,428.00000,290.00000,1654.00000,766.00000,232.60000,233.80000,1.25000,1.24000
2017-12-31,4130.00000,3696.00000,434.00000,191.00000,-9.00000,200.00000,234.00000,-359.00000,-125.00000,-575.00000,450.00000,450.00000,358.00000,1117.00000,234.00000,233.50000,233.90000,1.53000,1.53000
2016-12-31,3685.00000,2842.00000,843.00000,173.00000,-532.00000,705.00000,138.00000,-364.00000,-226.00000,-68.00000,-158.00000,-158.00000,-277.00000,816.00000,138.00000,233.10000,233.10000,-1.19000,-1.19000
2015-12-31,4308.00000,2761.00000,1547.00000,170.00000,-184.00000,354.00000,1193.00000,-135.00000,1058.00000,396.00000,662.00000,734.00000,700.00000,1673.00000,1193.00000,235.30000,236.10000,2.97000,2.96000
2014-12-31,4743.00000,2965.00000,1778.00000,152.00000,740.00000,-588.00000,2366.00000,-179.00000,2187.00000,773.00000,1414.00000,1437.00000,1390.00000,2759.00000,2366.00000,255.90000,256.70000,5.43000,5.42000
2013-12-31,5474.70000,2954.50000,2520.20000,166.00000,57.50000,108.50000,2411.70000,-202.00000,2209.70000,686.50000,1523.20000,1532.80000,1464.60000,2822.30000,2411.70000,294.40000,296.00000,4.97000,4.95000
2012-12-31,6104.00000,2990.70000,3113.30000,151.80000,-2.10000,153.90000,2959.40000,-129.90000,2829.50000,964.20000,1865.30000,1923.40000,1848.70000,3379.20000,2959.40000,319.50000,323.50000,5.78800,5.71800
2011-12-31,6097.90000,3202.30000,2895.60000,130.00000,29.30000,105.10000,2790.50000,-144.90000,2645.60000,926.50000,1719.10000,1761.00000,1539.20000,3206.70000,2790.50000,347.00000,350.00000,4.43600,4.39600
2010-12-31,3965.00000,2785.50000,1179.50000,106.10000,-156.10000,283.80000,895.69970,-208.00000,687.70000,273.70000,414.00000,440.70000,349.20000,1290.50000,895.69970,323.50000,327.00000,1.08000,1.06800
2009-12-31,2608.40000,1769.00000,839.39990,62.90000,-96.70000,159.60000,679.79990,15.80000,695.60000,246.00000,449.60000,448.50000,365.60000,780.79990,679.79990,242.50000,246.00000,1.50800,1.48400
