,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,1794.14800,745.59600,1048.55200,240.17100,273.59500,-8.00100,521.76700,526.78490,-1.84800,524.93700,87.26500,437.67200,437.67200,437.67200,568.27390,526.78490,46.72700,48.35800,9.37000,9.05000
2021-12-31,1207.79800,522.33900,685.45900,190.62700,226.19000,-6.22500,423.04200,262.41700,9.80200,272.21900,30.19600,242.02300,242.02300,242.02300,295.79000,262.41700,45.85100,47.88900,5.28000,5.05000
2020-12-31,844.45200,378.49800,465.95400,137.59800,161.67000,-7.80400,307.07200,158.88200,10.46000,169.34200,4.96700,164.37500,164.37500,164.37500,181.04700,158.88200,44.84000,47.01400,3.67000,3.50000
2019-12-31,627.92100,281.59600,346.32500,107.75700,133.54200,-2.46400,243.76300,102.56200,10.55800,113.12000,4.28100,108.83900,108.83900,108.83900,114.35200,102.56200,43.16500,45.76300,2.52000,2.38000
2018-12-31,582.38200,259.71400,322.66800,93.45500,113.80300,-1.92200,209.18000,113.48800,4.99400,118.48200,13.21400,105.26800,105.26800,105.26800,127.40700,113.48800,42.24700,44.60200,2.49000,2.36000
2017-12-31,470.92900,212.64600,258.28300,82.35900,97.25700,-1.24300,180.85900,77.42400,5.52000,82.94400,17.74100,65.20300,65.20300,65.20300,92.97000,77.42400,41.35000,43.57800,1.58000,1.50000
2016-12-31,388.66500,177.79200,210.87300,73.64300,83.01200,0.22900,156.42600,54.44700,2.81700,57.26400,4.54400,52.72000,52.72000,52.72000,68.88300,54.44700,40.43600,41.91500,1.30000,1.26000
2015-12-31,333.06700,152.89800,180.16900,65.78700,72.31200,-1.00000,139.09900,41.07000,1.42100,42.49100,7.31900,35.17200,35.17200,35.17200,55.31600,41.07000,39.47000,40.86900,0.89000,0.86000
2014-12-31,282.53500,129.91700,152.61800,58.59000,66.75500,8.02700,117.31800,35.30000,1.09200,36.39200,0.89700,35.49500,35.49500,35.49500,48.66700,35.30000,38.68600,39.79300,0.92000,0.89000
2013-12-31,238.09100,110.19000,127.90100,49.73300,54.62400,0.37100,103.98600,23.91500,0.09200,24.00700,1.10900,22.89800,22.89800,22.89800,36.51800,23.91500,37.38700,38.62000,0.61000,0.59000
2012-12-31,213.81300,100.66500,113.14800,48.79600,50.01800,2.94500,95.86900,17.27900,0.61100,17.89000,2.13400,15.75600,15.75600,15.75600,26.82500,17.27900,34.87100,36.24700,0.45000,0.43000
2011-12-31,196.51900,94.92500,101.59400,44.51800,40.28000,-3.37900,88.17700,13.41700,0.30900,13.72600,0.42500,13.30100,13.30100,13.30100,22.52500,13.41700,34.05000,35.16000,0.39000,0.38000
2010-12-31,218.84000,97.38300,121.45700,44.37200,41.16900,-5.41800,90.95900,30.49800,0.92200,31.42000,1.85700,29.56300,29.56300,29.56300,39.20200,30.49800,35.83000,37.82600,0.83000,0.78000
2009-12-31,165.00800,67.33000,97.67800,38.29500,36.75200,-3.10100,78.14800,19.53000,0.61800,20.14800,0.47400,19.67400,19.67400,19.67400,26.48300,19.53000,34.31000,36.63400,0.57000,0.54000
