,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,7245.00000,1573.00000,5672.00000,1768.00000,3549.00000,,5317.00000,355.00000,44.00000,399.00000,74.00000,325.00000,325.00000,325.00000,1146.00000,355.00000,201.43000,203.53500,1.61000,1.60000
2021-12-31,5896.00000,1353.00000,4543.00000,1397.00000,2889.00000,,4286.00000,257.00000,-8.00000,249.00000,19.00000,230.00000,230.00000,230.00000,1030.00000,257.00000,198.09400,203.16700,1.16000,1.13000
2020-12-31,4519.00000,987.00000,3532.00000,1024.00000,2309.00000,,3333.00000,199.00000,-49.00000,150.00000,31.00000,119.00000,119.00000,119.00000,777.00000,199.00000,193.09600,202.47800,0.61000,0.59000
2019-12-31,3460.00000,796.00000,2664.00000,749.00000,1873.00000,,2622.00000,42.00000,25.00000,67.00000,-560.00000,627.00000,627.00000,627.00000,495.00000,42.00000,186.46600,197.22300,3.36000,3.18000
2018-12-31,2608.81600,622.65800,1986.15800,529.50100,1499.08300,,2028.58400,-42.42600,3.40200,-39.02400,-12.32000,-26.70400,-26.70400,-26.70400,303.26900,-42.42600,177.84600,177.84600,-0.15000,-0.15000
2017-12-31,1918.49400,499.86200,1418.63200,377.51800,1105.51000,,1483.02800,-64.39600,-49.01000,-113.40600,3.44000,-116.84600,-116.84600,-116.84600,201.97800,-64.39600,171.17600,171.17600,-0.68000,-0.68000
2016-12-31,1390.98500,398.99500,991.99000,285.23900,818.91890,-270.00000,1374.15800,-382.16800,-28.25100,-410.41900,3.83000,-414.24900,-414.24900,-414.24900,-196.24300,-382.16800,164.53380,164.53380,-2.52000,-2.52000
2015-12-31,1005.48000,329.41300,676.06700,217.38900,625.04300,,842.43200,-166.36500,-26.64700,-193.01200,5.41400,-198.42600,-198.42600,-198.42600,-2.30700,-166.36500,155.70700,155.70700,-1.27000,-1.27000
2014-12-31,682.56300,248.77600,433.78700,148.25800,437.36400,,585.62190,-151.83500,-23.70500,-175.54000,3.84700,-179.38700,-179.38700,-179.38700,-21.36300,-151.83500,145.35600,145.35600,-1.23000,-1.23000
2013-12-31,424.65000,155.25900,269.39100,78.67800,256.98000,,335.65800,-66.26700,-4.93000,-71.19700,2.51100,-73.70800,-73.70800,-73.70800,-4.49500,-66.26700,135.41600,135.41600,-0.54000,-0.54000
2012-12-31,243.71200,104.00900,139.70300,39.33300,137.95400,,177.28700,-37.58400,1.60400,-35.98000,1.36800,-37.34800,-37.34800,-37.34800,-9.03100,-37.58400,73.90900,73.90900,-0.51000,-0.51000
2011-12-31,,,,,,,,,,,,,,,,,,,,0.00000
2011-06-30,92.64100,31.57500,61.06600,7.00400,43.50200,,50.50600,10.56000,0.60600,11.16600,1.33600,9.83000,9.83000,9.83000,16.05500,10.56000,18.16400,28.09500,0.09000,0.08000
2010-12-31,,,,,43.50200,,,-43.50200,,-43.50200,,-43.50200,-43.50200,9.83000,-43.50200,-43.50200,,,,0.00000
2010-06-30,43.32900,16.19000,27.13900,7.19400,48.14400,,55.33800,-28.19900,-1.22600,-29.42500,0.28000,-29.70500,-29.70500,-30.34500,-25.64100,-28.19900,23.15800,23.15800,-1.31000,-1.31000
2009-12-31,,,,,48.14400,,,-48.14400,,-48.14400,,-48.14400,-48.14400,-29.70500,-48.14400,-48.14400,,,,0.00000
2009-06-30,19.31500,7.85100,11.46400,2.43300,14.86200,,17.29500,-5.83100,-0.02700,-5.85800,0.04800,-5.90600,-5.90600,-6.53100,-5.20900,-5.83100,39.03900,39.03900,-0.17000,-0.17000
