,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,31615.55000,19168.29000,12447.27000,2711.04100,4103.39300,6814.43000,5632.83200,-368.90200,5263.92900,772.00500,4491.92400,4491.92400,4491.92400,19995.64000,5632.83200,444.69800,451.29000,10.10000,9.95000
2021-12-31,29697.84000,17332.68000,12365.16000,2273.88500,3896.76700,6170.66000,6194.50800,-354.40600,5840.10300,723.87500,5116.22800,5116.22800,5116.22800,18633.29000,6194.50800,443.15500,455.37200,11.55000,11.24000
2020-12-31,24996.06000,15276.32000,9719.73700,1829.60000,3304.84800,5134.45000,4585.28900,-1385.94000,3199.34900,437.95400,2761.39500,2761.39500,2761.39500,15507.91000,4585.28900,440.92200,454.20800,6.26000,6.08000
2019-12-31,20156.45000,12440.21000,7716.23400,1545.14900,3566.83100,5111.98000,2604.25400,-542.02300,2062.23100,195.31500,1866.91600,1866.91600,1866.91600,11924.08000,2604.25400,437.79900,451.76500,4.26000,4.13000
2018-12-31,15794.34000,9967.53800,5826.80300,1221.81400,2999.76300,4221.57200,1605.22700,-378.76800,1226.45800,15.21600,1211.24200,1211.24200,1211.24200,9220.47200,1605.22700,435.37400,451.24400,2.78000,2.68000
2017-12-31,11692.71000,8033.00000,3659.71300,953.71000,1867.32400,2821.03000,838.67870,-353.35800,485.32100,-73.60800,558.92900,558.92900,558.92900,7108.40700,838.67870,431.88500,446.81400,1.29000,1.25000
2016-12-31,8830.66900,6257.46200,2573.20700,780.23200,1413.18200,2193.41400,379.79300,-119.28600,260.50700,73.82900,186.67800,186.67800,186.67800,5304.77100,379.79300,428.82200,438.65200,0.44000,0.43000
2015-12-31,6779.51100,4591.47600,2188.03500,650.78800,1231.42100,1882.20900,305.82620,-163.94100,141.88500,19.24400,122.64100,122.64100,122.64100,3852.87100,305.82620,425.88900,436.45600,0.29000,0.28000
2014-12-31,5504.65600,3752.76000,1751.89600,472.32100,876.92700,1349.24800,402.64790,-53.27900,349.36900,82.57000,266.79900,266.79900,266.79900,3184.44600,402.64790,420.54400,431.89400,0.63000,0.62000
2013-12-31,4374.56200,3117.20300,1257.35900,378.76900,650.24300,1029.01200,228.34720,-57.27300,171.07400,58.67100,112.40300,112.40300,112.40300,2470.02700,228.34720,407.38500,425.32700,0.28000,0.26000
2012-12-31,3609.28200,2652.05800,957.22390,329.00800,578.22400,907.23200,49.99190,-19.51200,30.48000,13.32800,17.15200,17.15200,17.15200,1752.07500,49.99190,388.64700,412.32800,0.04430,0.04140
2011-12-31,3204.57700,2039.90100,1164.67600,259.03300,529.57500,788.60800,376.06790,-16.54600,359.52200,133.39600,226.12600,226.12600,226.12600,1215.68700,376.06790,369.92900,380.58300,0.61140,0.59430
2010-12-31,2162.62500,1357.35500,805.27000,163.32900,358.30000,521.62900,283.64110,-15.94500,267.69600,106.84300,160.85300,160.85300,160.85300,622.33610,283.64110,367.70300,380.12800,0.43710,0.42290
2009-12-31,1670.26900,1079.27100,590.99800,114.54200,284.51700,399.05900,191.93910,0.25300,192.19200,76.33200,115.86000,115.86000,115.86000,449.47310,191.93910,395.92000,408.91200,0.29290,0.28290
