,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2021-12-31,5683.46600,2821.96700,2861.49900,2334.69100,2375.20900,486.28960,-95.41300,390.87700,32.07200,358.80500,360.06000,360.06000,644.32460,486.28960,465.50400,468.64400,0.77000,0.77000
2020-12-31,4474.66700,2314.57200,2160.09500,2171.93400,2773.53300,-613.43800,120.89400,-492.54400,49.38700,-541.93100,-549.17700,-549.17700,-436.38400,-613.43800,454.08900,454.08900,-1.21000,-1.21000
2019-12-31,5267.13200,2796.59900,2470.53300,2233.76300,2233.76300,236.76950,-26.92800,209.84200,70.02400,139.81800,92.13900,92.13900,423.44850,236.76950,450.96400,454.27400,0.20000,0.20000
2018-12-31,5193.18500,2852.71400,2340.47100,2182.33900,2365.48800,-25.01710,-42.77100,-67.78800,-20.55200,-47.23600,-46.30200,-46.30200,157.00490,-25.01710,445.81500,445.81500,-0.10000,-0.10000
2017-12-31,4989.24400,2737.83000,2251.41400,2099.52200,2223.57100,27.84330,-38.15200,-10.30900,37.95100,-48.26000,-48.26000,-48.26000,201.84430,27.84330,440.72900,440.72900,-0.11000,-0.11000
2016-12-31,4833.33800,2584.72400,2248.61400,1831.14300,1831.14300,417.47070,-29.18900,388.28200,131.30300,256.97900,256.97900,197.97900,562.24070,417.47070,436.33000,444.84800,0.45400,0.45400
2015-12-31,3963.31300,2057.76600,1905.54700,1497.00000,1497.00000,408.54690,-21.86200,386.68500,154.11200,232.57300,232.57300,232.57300,509.48690,408.54690,430.99600,441.73600,0.54000,0.52600
2014-12-31,3084.37000,1572.16400,1512.20600,1158.25100,1158.25100,353.95510,-11.74500,342.21000,134.16800,208.04200,208.04200,208.04200,426.04810,353.95510,426.45400,438.76000,0.49000,0.47000
2013-12-31,2332.05100,1195.38100,1136.67000,871.57200,871.57200,265.09790,-4.10500,260.99300,98.66300,162.33000,162.33000,162.33000,315.64690,265.09790,407.86530,418.05150,0.39780,0.38740
2012-12-31,1834.92100,955.62400,879.29700,670.60200,670.60200,208.69490,-5.25600,203.43900,74.66100,128.77800,128.77800,128.77800,251.77690,208.69490,403.97440,411.86080,0.32030,0.31510
2011-12-31,1472.68400,759.84800,712.83590,550.06900,550.06900,162.76700,-5.90500,156.86200,59.94300,96.91900,96.91900,96.33700,199.06800,162.76700,399.31680,406.71930,0.24280,0.23760
2010-12-31,1063.92700,533.42000,530.50700,418.15200,418.15200,112.35500,-3.43600,108.91900,40.44200,68.47700,68.47700,67.92900,143.67600,112.35500,393.33520,397.08290,0.17310,0.17310
2009-12-31,856.41100,446.28600,410.12500,324.85200,324.85200,85.27300,-2.85500,82.41800,35.63300,46.78500,46.78500,46.31700,113.52200,85.27300,385.98300,392.19310,0.12140,0.11880
