,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,21161.00000,15143.00000,6018.00000,3076.00000,4116.00000,1902.00000,-391.00000,1511.00000,-236.00000,1747.00000,1741.00000,-237.00000,1504.00000,2942.00000,1902.00000,363.50000,367.00000,4.14000,4.10000
2021-12-31,19363.00000,13832.00000,5531.00000,2829.00000,3926.00000,1605.00000,-606.00000,999.00000,188.00000,811.00000,813.00000,941.00000,1752.00000,2815.00000,1605.00000,389.40000,392.40000,4.50000,4.47000
2020-12-31,17565.00000,12339.00000,5226.00000,2640.00000,3731.00000,1495.00000,-1166.00000,329.00000,176.00000,153.00000,182.00000,300.00000,482.00000,2782.00000,1495.00000,393.00000,395.70000,1.23000,1.22000
2019-12-31,18317.00000,12669.00000,5648.00000,2699.00000,3771.00000,1877.00000,-956.00000,921.00000,477.00000,444.00000,694.00000,526.00000,1225.00000,3183.00000,1877.00000,395.30000,398.80000,3.10000,3.07000
2018-12-31,23306.00000,15555.00000,7751.00000,3290.00000,4618.00000,3133.00000,-1352.00000,1781.00000,445.00000,1336.00000,1672.00000,345.00000,2012.00000,4461.00000,3133.00000,409.10000,414.20000,4.91000,4.85000
2017-12-31,21743.00000,14802.00000,6941.00000,3055.00000,4398.00000,2543.00000,-1695.00000,848.00000,-1085.00000,1933.00000,2110.00000,34.00000,2144.00000,3966.00000,2543.00000,412.70000,417.70000,5.19000,5.13000
2016-12-31,19495.00000,13419.00000,6076.00000,2695.00000,3819.00000,2257.00000,-1462.00000,795.00000,193.00000,602.00000,800.00000,102.00000,904.00000,3484.00000,2257.00000,411.10000,415.60000,2.20000,2.18000
2015-12-31,20675.00000,14313.00000,6362.00000,2787.00000,3954.00000,2408.00000,-1276.00000,1132.00000,417.00000,715.00000,832.00000,85.00000,938.00000,3702.00000,2408.00000,417.40000,420.60000,2.25000,2.23000
2014-12-31,23617.00000,16254.00000,7363.00000,3314.00000,4720.00000,2643.00000,-1771.00000,872.00000,123.00000,749.00000,549.00000,-13.00000,555.00000,4057.00000,2643.00000,427.70000,432.00000,1.30000,1.29000
2013-12-31,23483.00000,16282.00000,7201.00000,3379.00000,4910.00000,2291.00000,-1063.00000,1228.00000,-498.00000,1726.00000,1687.00000,-309.00000,1395.00000,3838.00000,2291.00000,443.30000,448.10000,3.15000,3.11000
2012-12-31,21852.00000,15287.00000,6565.00000,3144.00000,4617.00000,1948.00000,-981.00000,967.00000,306.00000,661.00000,722.00000,77.00000,794.00000,3434.00000,1948.00000,435.20000,440.20000,1.82000,1.80000
2011-12-31,26034.00000,18960.00000,7074.00000,3277.00000,4609.00000,2465.00000,-1007.00000,1458.00000,311.00000,1147.00000,1287.00000,49.00000,1322.00000,3797.00000,2465.00000,432.20000,437.00000,3.06000,3.03000
2010-12-31,25179.00000,18482.00000,6697.00000,3248.00000,4704.00000,1993.00000,-1171.00000,822.00000,221.00000,601.00000,712.00000,0.00000,691.00000,3449.00000,1993.00000,429.80000,434.20000,1.61000,1.59000
2009-12-31,23366.00000,15220.00000,8146.00000,3206.00000,4678.00000,3468.00000,-2269.00000,1199.00000,469.00000,730.00000,681.00000,0.00000,663.00000,4940.00000,3468.00000,425.30000,428.00000,1.56000,1.55000
