,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,6311.05000,3136.48300,3174.56700,1589.84600,,1589.84600,1584.72100,-12.75700,1571.96400,380.34000,1191.62400,1191.62400,1191.62400,1645.96200,1584.72100,526.77900,533.22100,2.26000,2.23000
2021-12-31,5541.35200,2432.83900,3108.51300,1311.04600,,1311.04600,1797.46700,3.95200,1801.41900,423.94400,1377.47500,1377.47500,1377.47500,1847.62200,1797.46700,528.76300,535.63900,2.61000,2.57000
2020-12-31,4598.63800,1874.75800,2723.88000,1090.72700,,1090.72700,1633.15300,-6.99600,1626.15700,216.56300,1409.59400,1409.59400,1409.59400,1690.18300,1633.15300,529.63900,534.80700,2.66000,2.64000
2019-12-31,4200.81900,1682.23400,2518.58500,1115.64600,,1115.64600,1402.93900,13.02300,1415.96200,308.12700,1107.83500,1107.83500,1107.83500,1463.66600,1402.93900,542.19100,546.60800,2.04000,2.03000
2018-12-31,3807.18300,1511.80800,2295.37500,1011.75600,,1011.75600,1283.61900,9.65300,1293.27200,300.26800,993.00400,993.00400,993.00400,1340.59800,1283.61900,557.16600,564.25400,1.78000,1.76000
2017-12-31,3369.04500,1231.35500,2137.69000,938.90300,,938.90300,1198.78700,2.83600,1201.62300,380.94500,820.67800,820.67800,820.67800,1247.67400,1198.78700,566.78200,577.14100,1.45000,1.42000
2016-12-31,3049.39300,1107.39300,1942.00000,856.66200,,856.66200,1085.33800,-5.65300,1079.68500,367.00000,712.68510,712.68510,712.68500,1126.18300,1085.33800,587.87400,599.81900,1.21000,1.19000
2015-12-31,2722.56400,1090.26300,1632.30100,900.11800,161.47000,738.64800,893.65310,-2.10500,891.54800,344.81500,546.73300,546.73300,546.73300,924.51310,893.65310,566.44800,577.75800,0.97000,0.95000
2014-12-31,2464.86700,1125.05700,1339.81000,592.30500,,592.30500,747.50490,-1.71700,745.78800,262.60300,483.18500,483.18500,483.18500,773.15590,747.50490,501.77100,522.85500,0.96000,0.92000
2013-12-31,2246.42800,1073.49700,1172.93100,600.01500,,600.01500,572.91600,-9.02200,563.89400,225.23300,338.66100,338.66100,338.66100,595.67800,572.91600,500.03700,520.16100,0.67670,0.65000
2012-12-31,2060.70200,995.04600,1065.65600,515.03300,,515.03300,550.62280,-1.46900,549.15400,209.13400,340.02000,340.02000,340.02000,571.18480,550.62280,521.13600,549.24900,0.65330,0.62000
2011-12-31,1703.23000,808.92100,894.30900,437.88600,,437.88600,456.42300,0.84700,457.27000,171.05100,286.21900,286.21900,286.21900,473.50700,456.42300,528.63600,560.02200,0.54000,0.51000
2010-12-31,1303.94200,623.70200,680.24000,332.42600,,332.42610,347.81400,1.48800,349.30200,137.27300,212.02900,212.02900,212.02900,359.59000,347.81400,531.08400,558.12600,0.40000,0.38000
2009-12-31,1143.29900,530.98300,612.31600,275.00700,,275.00700,337.30900,-1.61400,335.69500,126.97900,208.71600,208.71600,208.71600,343.21600,337.30900,539.80200,567.85800,0.38670,0.36670
