,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-05-31,42440.00000,8877.00000,33563.00000,7219.00000,9364.00000,22637.00000,10926.00000,-3277.00000,7649.00000,932.00000,6717.00000,6717.00000,6717.00000,14048.00000,10926.00000,2700.00000,2786.00000,2.49000,2.41000
2021-05-31,40479.00000,7855.00000,32624.00000,6527.00000,8936.00000,17411.00000,15213.00000,-2214.00000,12999.00000,-747.00000,13746.00000,13746.00000,13746.00000,18129.00000,15213.00000,2945.00000,3022.00000,4.67000,4.55000
2020-05-31,39068.00000,7938.00000,31130.00000,6067.00000,9275.00000,17234.00000,13896.00000,-1833.00000,12063.00000,1928.00000,10135.00000,10135.00000,10135.00000,16864.00000,13896.00000,3211.00000,3294.00000,3.16000,3.08000
2019-05-31,39506.00000,7995.00000,31511.00000,6026.00000,9774.00000,17976.00000,13535.00000,-1267.00000,12268.00000,1185.00000,11083.00000,11083.00000,11083.00000,16454.00000,13535.00000,3634.00000,3732.00000,3.05000,2.97000
2018-05-31,39383.00000,8060.00000,31323.00000,6084.00000,9715.00000,18059.00000,13264.00000,-840.00000,12424.00000,8837.00000,3587.00000,3587.00000,3587.00000,16049.00000,13264.00000,4121.00000,4238.00000,0.87000,0.85000
2017-05-31,37792.00000,7452.00000,30340.00000,6153.00000,9257.00000,17427.00000,12913.00000,-1233.00000,11680.00000,2228.00000,9452.00000,9452.00000,9452.00000,15364.00000,12913.00000,4115.00000,4217.00000,2.30000,2.24000
2016-05-31,37047.00000,7479.00000,29568.00000,5787.00000,9039.00000,16964.00000,12604.00000,-1162.00000,11442.00000,2541.00000,8901.00000,8901.00000,8901.00000,15113.00000,12604.00000,4221.00000,4305.00000,2.11000,2.07000
2015-05-31,38226.00000,7532.00000,30694.00000,5524.00000,8732.00000,16823.00000,13871.00000,-1037.00000,12834.00000,2896.00000,9938.00000,9938.00000,9938.00000,16732.00000,13871.00000,4404.00000,4503.00000,2.26000,2.21000
2014-05-31,38275.00000,7236.00000,31039.00000,5151.00000,8605.00000,16280.00000,14759.00000,-1055.00000,13704.00000,2749.00000,10955.00000,10955.00000,10955.00000,17667.00000,14759.00000,4528.00000,4604.00000,2.42000,2.38000
2013-05-31,37180.00000,7379.00000,29801.00000,4850.00000,8134.00000,15117.00000,14684.00000,-786.00000,13898.00000,2973.00000,10925.00000,10925.00000,10925.00000,17615.00000,14684.00000,4769.00000,4844.00000,2.29000,2.26000
2012-05-31,37121.00000,7995.00000,29126.00000,4523.00000,8116.00000,15420.00000,13706.00000,-744.00000,12962.00000,2981.00000,9981.00000,9981.00000,9981.00000,16622.00000,13706.00000,5015.00000,5095.00000,1.99000,1.96000
2011-05-31,35622.00000,8398.00000,27224.00000,4519.00000,7549.00000,15191.00000,12033.00000,-622.00000,11411.00000,2864.00000,8547.00000,8547.00000,8547.00000,14829.00000,12033.00000,5048.00000,5128.00000,1.69000,1.67000
2010-05-31,26820.00000,5764.00000,21056.00000,3254.00000,5991.00000,11994.00000,9062.00000,-819.00000,8243.00000,2108.00000,6135.00000,6135.00000,6135.00000,11333.00000,9062.00000,5014.00000,5073.00000,1.22000,1.21000
2009-05-31,23252.00000,4794.00000,18458.00000,2767.00000,5423.00000,10137.00000,8321.00000,-487.00000,7834.00000,2241.00000,5593.00000,5593.00000,5593.00000,10297.00000,8321.00000,5070.00000,5130.00000,1.10000,1.09000
