,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-11-30,12168.00000,11317.00000,851.00000,2515.00000,-440.00000,5230.00000,-4379.00000,-1701.00000,-6080.00000,14.00000,-6094.00000,-6094.00000,-6093.00000,-1933.00000,-4379.00000,1180.00000,1180.00000,-5.16000,-5.16000
2021-11-30,1908.00000,4063.00000,-2155.00000,1885.00000,-591.00000,4935.00000,-7090.00000,-2432.00000,-9522.00000,-21.00000,-9501.00000,-9501.00000,-9501.00000,-4685.00000,-7090.00000,1123.00000,1123.00000,-8.46000,-8.46000
2020-11-30,5595.00000,6278.00000,-683.00000,1878.00000,-1967.00000,8182.00000,-8865.00000,-1388.00000,-10253.00000,-17.00000,-10236.00000,-10236.00000,-10236.00000,-6505.00000,-8865.00000,775.00000,775.00000,-13.20000,-13.20000
2019-11-30,20825.00000,12882.00000,7943.00000,2480.00000,-26.00000,4666.00000,3277.00000,-215.00000,3060.00000,71.00000,2989.00000,2989.00000,2990.00000,5459.00000,3277.00000,690.00000,692.00000,4.34000,4.32000
2018-11-30,18881.00000,11074.00000,7807.00000,2450.00000,-16.00000,4483.00000,3324.00000,-118.00000,3207.00000,54.00000,3153.00000,3153.00000,3152.00000,5341.00000,3324.00000,709.00000,710.00000,4.45000,4.44000
2017-11-30,17510.00000,10501.00000,7009.00000,2265.00000,,4200.00000,2809.00000,-143.00000,2666.00000,60.00000,2606.00000,2606.00000,2606.00000,4655.00000,2809.00000,722.00000,725.00000,3.61000,3.59000
2016-11-30,16389.00000,9383.00000,7006.00000,2197.00000,,3935.00000,3071.00000,-243.00000,2828.00000,49.00000,2779.00000,2779.00000,2779.00000,4809.00000,3071.00000,745.00000,747.00000,3.73000,3.72000
2015-11-30,15714.00000,9447.00000,6267.00000,2067.00000,,3693.00000,2574.00000,-775.00000,1799.00000,42.00000,1757.00000,1757.00000,1757.00000,4200.00000,2574.00000,777.00000,779.00000,2.26000,2.26000
2014-11-30,15884.00000,10421.00000,5463.00000,2054.00000,,3691.00000,1772.00000,-547.00000,1225.00000,9.00000,1216.00000,1216.00000,1216.00000,3409.00000,1772.00000,776.00000,778.00000,1.57000,1.56000
2013-11-30,15456.00000,10645.00000,4811.00000,1879.00000,,3482.00000,1329.00000,-280.00000,1049.00000,-6.00000,1055.00000,1055.00000,1055.00000,2919.00000,1329.00000,775.00000,777.00000,1.36000,1.36000
2012-11-30,15382.00000,10320.00000,5062.00000,1720.00000,,3420.00000,1642.00000,-340.00000,1302.00000,4.00000,1298.00000,1298.00000,1298.00000,3169.00000,1642.00000,778.00000,779.00000,1.67000,1.67000
2011-11-30,15793.00000,10299.00000,5494.00000,1717.00000,,3239.00000,2255.00000,-343.00000,1912.00000,0.00000,1912.00000,1912.00000,1912.00000,3777.00000,2255.00000,787.00000,789.00000,2.43000,2.42000
2010-11-30,14469.00000,9092.00000,5377.00000,1614.00000,,3030.00000,2347.00000,-368.00000,1979.00000,1.00000,1978.00000,1978.00000,1978.00000,3763.00000,2347.00000,788.00000,805.00000,2.51000,2.47000
2009-11-30,13460.00000,8407.00000,5053.00000,1590.00000,,2899.00000,2154.00000,-348.00000,1806.00000,16.00000,1790.00000,1790.00000,1790.00000,3463.00000,2154.00000,787.00000,804.00000,2.27000,2.24000
