,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,23601.00000,12998.00000,10603.00000,5005.00000,2336.00000,102.00000,9339.00000,1264.00000,-80.00000,1184.00000,-122.00000,1306.00000,1320.00000,,1320.00000,5715.00000,1264.00000,1561.00000,1571.00000,0.85000,0.84000
2021-12-31,16434.00000,8505.00000,7929.00000,2845.00000,1448.00000,12.00000,4281.00000,3648.00000,21.00000,3669.00000,513.00000,3156.00000,3162.00000,,3162.00000,4116.00000,3648.00000,1213.00000,1229.00000,2.61000,2.57000
2020-12-31,9763.00000,5416.00000,4347.00000,1983.00000,995.00000,,2978.00000,1369.00000,-94.00000,1275.00000,-1210.00000,2485.00000,2490.00000,,2490.00000,1737.00000,1369.00000,1184.00000,1207.00000,2.10000,2.06000
2019-12-31,6731.00000,3863.00000,2868.00000,1547.00000,750.00000,60.00000,2237.00000,631.00000,-259.00000,372.00000,31.00000,341.00000,341.00000,,341.00000,919.00000,631.00000,1091.00000,1120.00000,0.31000,0.30000
2018-12-31,6475.00000,4028.00000,2447.00000,1434.00000,562.00000,,1996.00000,451.00000,-121.00000,330.00000,-9.00000,339.00000,337.00000,,337.00000,659.00000,451.00000,982.00000,1064.00000,0.34000,0.32000
2017-12-31,5253.00000,3466.00000,1787.00000,1196.00000,516.00000,52.00000,1660.00000,127.00000,-135.00000,-8.00000,18.00000,-26.00000,-33.00000,,-33.00000,307.00000,127.00000,952.00000,952.00000,-0.03000,-0.03000
2016-12-31,4319.00000,3316.00000,1003.00000,1008.00000,466.00000,88.00000,1376.00000,-373.00000,-76.00000,-449.00000,39.00000,-488.00000,-498.00000,,-498.00000,-219.00000,-373.00000,835.00000,835.00000,-0.60000,-0.60000
2015-12-31,3991.00000,2911.00000,1080.00000,947.00000,482.00000,,1561.00000,-481.00000,-165.00000,-646.00000,14.00000,-660.00000,-660.00000,,-660.00000,-303.00000,-481.00000,783.00000,783.00000,-0.84000,-0.84000
2014-12-31,5506.00000,3667.00000,1839.00000,1072.00000,604.00000,-233.00000,1994.00000,-155.00000,-243.00000,-398.00000,5.00000,-403.00000,-403.00000,,-403.00000,48.00000,-155.00000,768.00000,768.00000,-0.53000,-0.53000
2013-12-31,5299.00000,3321.00000,1978.00000,1201.00000,674.00000,48.00000,1875.00000,103.00000,-177.00000,-74.00000,9.00000,-83.00000,-83.00000,,-83.00000,339.00000,103.00000,754.00000,754.00000,-0.11000,-0.11000
2012-12-31,5422.00000,4187.00000,1235.00000,1354.00000,823.00000,,2291.00000,-1056.00000,-161.00000,-1217.00000,-34.00000,-1183.00000,-1183.00000,,-1183.00000,-796.00000,-1056.00000,741.00000,741.00000,-1.60000,-1.60000
2011-12-31,6568.00000,3628.00000,2940.00000,1453.00000,992.00000,,2572.00000,368.00000,-369.00000,-1.00000,-4.00000,3.00000,495.00000,-4.00000,491.00000,685.00000,368.00000,727.00000,742.00000,0.68000,0.66000
2010-12-31,6494.00000,3533.00000,2961.00000,1405.00000,934.00000,283.00000,2113.00000,848.00000,123.00000,971.00000,38.00000,933.00000,471.00000,,471.00000,1231.00000,848.00000,711.00000,733.00000,0.66000,0.64000
2009-12-31,5403.00000,3131.00000,2272.00000,1721.00000,994.00000,1242.00000,1608.00000,664.00000,-256.00000,408.00000,112.00000,296.00000,296.00000,-3.00000,304.00000,1682.00000,664.00000,673.00000,678.00000,0.46000,0.45000
