,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,169990.00000,149932.00000,20058.00000,2698.00000,-3450.00000,7777.00000,12281.00000,2358.00000,14639.00000,3248.00000,11391.00000,11391.00000,,11024.00000,13933.00000,12281.00000,471.49700,473.73100,23.36000,23.27000
2021-12-31,111476.00000,102102.00000,9374.00000,2154.00000,-6197.00000,9956.00000,-582.00000,2322.00000,1740.00000,146.00000,1594.00000,1594.00000,,1317.00000,1047.00000,-582.00000,440.02800,440.36400,2.97000,2.97000
2020-12-31,64129.00000,57707.00000,6422.00000,2008.00000,-8663.00000,12066.00000,-5644.00000,680.00000,-4964.00000,-1250.00000,-3714.00000,-3714.00000,,-3975.00000,-4227.00000,-5644.00000,439.53000,439.53000,-9.06000,-9.06000
2019-12-31,107293.00000,95529.00000,11764.00000,2090.00000,-5819.00000,9250.00000,2514.00000,1664.00000,4178.00000,801.00000,3377.00000,3377.00000,,3076.00000,3878.00000,2514.00000,451.36400,453.88800,6.80000,6.77000
2018-12-31,111461.00000,97930.00000,13531.00000,2102.00000,-4831.00000,8289.00000,5242.00000,2203.00000,7445.00000,1572.00000,5873.00000,5873.00000,,5595.00000,6621.00000,5242.00000,470.70800,474.04700,11.87000,11.80000
2017-12-31,102354.00000,79409.00000,22945.00000,15157.00000,-4209.00000,20684.00000,2261.00000,1294.00000,3555.00000,-1693.00000,5248.00000,5248.00000,,5106.00000,3601.00000,2261.00000,515.09000,518.50800,9.90000,9.85000
2016-12-31,84279.00000,62468.00000,21811.00000,15326.00000,-4217.00000,20711.00000,1100.00000,1091.00000,2191.00000,547.00000,1644.00000,1644.00000,,1555.00000,2289.00000,1100.00000,527.53100,530.06600,2.94000,2.92000
2015-12-31,98975.00000,73399.00000,25576.00000,15747.00000,-3921.00000,20746.00000,4830.00000,1214.00000,6044.00000,1764.00000,4280.00000,4280.00000,,4227.00000,5929.00000,4830.00000,542.35500,546.97700,7.78000,7.73000
2014-12-31,161212.00000,135748.00000,25464.00000,16703.00000,-4194.00000,21892.00000,3572.00000,2173.00000,5745.00000,1654.00000,4091.00000,4091.00000,706.00000,4762.00000,4591.00000,3572.00000,565.90200,571.50400,8.40000,8.33000
2013-12-31,171596.00000,148245.00000,23351.00000,15597.00000,-4119.00000,20663.00000,2688.00000,2838.00000,5526.00000,1844.00000,3682.00000,3682.00000,61.00000,3726.00000,3659.00000,2688.00000,612.91800,618.98900,6.07000,6.02000
2012-12-31,179290.00000,154413.00000,24877.00000,15443.00000,-4888.00000,21237.00000,3640.00000,2916.00000,6556.00000,2473.00000,4083.00000,4083.00000,48.00000,4124.00000,4571.00000,3640.00000,628.83500,636.76400,6.55000,6.48000
2011-12-31,195931.00000,172768.00000,23163.00000,15681.00000,-2881.00000,19464.00000,3699.00000,2860.00000,6559.00000,1822.00000,4737.00000,4737.00000,43.00000,4775.00000,4622.00000,3699.00000,627.62800,634.64500,7.61000,7.52000
2010-12-31,146561.00000,125092.00000,21469.00000,15369.00000,-5580.00000,21829.00000,-360.00000,1679.00000,1319.00000,579.00000,740.00000,740.00000,,735.00000,542.00000,-360.00000,627.62800,634.64500,1.17000,1.16000
2009-12-31,112692.00000,93156.00000,19536.00000,14934.00000,-4020.00000,19833.00000,-297.00000,1144.00000,847.00000,368.00000,479.00000,479.00000,,476.00000,606.00000,-297.00000,,,,0.00000
