,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,144547.00000,127891.00000,16656.00000,11589.00000,-2318.00000,15338.00000,1318.00000,644.00000,1962.00000,760.00000,1202.00000,1202.00000,,1202.00000,2871.00000,1318.00000,575.19100,582.04000,2.09000,2.07000
2021-12-31,125982.00000,111783.00000,14199.00000,9601.00000,-1479.00000,12415.00000,1784.00000,29.00000,1813.00000,477.00000,1336.00000,1336.00000,,1347.00000,3260.00000,1784.00000,582.83200,590.51600,2.31000,2.28000
2020-12-31,111115.00000,95899.00000,15216.00000,9380.00000,-1548.00000,12134.00000,3082.00000,-309.00000,2773.00000,979.00000,1794.00000,1794.00000,,1808.00000,4341.00000,3082.00000,570.72200,579.13500,3.17000,3.12000
2019-12-31,74639.00000,65796.00000,8843.00000,6533.00000,-271.00000,7062.00000,1781.00000,1.00000,1782.00000,473.00000,1309.00000,1309.00000,,1321.00000,2424.00000,1781.00000,413.48700,420.40900,3.19000,3.14000
2018-12-31,60116.00000,51695.00000,8421.00000,6043.00000,-709.00000,6963.00000,1458.00000,-90.00000,1368.00000,474.00000,894.00000,894.00000,,900.00000,1953.00000,1458.00000,390.24800,398.50600,2.31000,2.26000
2017-12-31,48382.00000,42581.00000,5801.00000,4446.00000,,4602.00000,1199.00000,-65.00000,1134.00000,326.00000,808.00000,808.00000,,828.00000,1560.00000,1199.00000,344.85300,353.40400,2.40000,2.34000
2016-12-31,40607.00000,35063.00000,5544.00000,3673.00000,-461.00000,4281.00000,1263.00000,-103.00000,1160.00000,599.00000,561.00000,561.00000,,562.00000,1541.00000,1263.00000,319.13500,327.95100,1.76000,1.71000
2015-12-31,22760.00000,20014.00000,2746.00000,1802.00000,-215.00000,2041.00000,705.00000,-8.00000,697.00000,339.00000,358.00000,358.00000,-1.00000,355.00000,854.00000,705.00000,238.20200,246.13200,1.49000,1.44000
2014-12-31,16560.00000,14656.00000,1904.00000,1298.00000,-126.00000,1440.00000,464.00000,-7.00000,457.00000,196.00000,261.00000,261.00000,3.00000,271.00000,553.00000,464.00000,232.69200,240.72000,1.16500,1.12500
2013-12-31,10863.00000,9655.00000,1208.00000,931.00000,,931.00000,277.00000,-8.00000,269.00000,107.00000,162.00000,162.00000,4.00000,165.00000,344.00000,277.00000,216.50600,224.98800,0.76000,0.73500
2012-12-31,8110.00000,7297.00000,813.00000,677.00000,-28.00000,705.00000,108.00000,15.00000,123.00000,47.00000,76.00000,76.00000,-87.00000,2.00000,174.00000,108.00000,206.03800,214.85800,0.01000,0.01000
2011-12-31,5211.47700,4429.77600,781.70120,577.89800,0.00000,577.89800,203.80320,-15.45300,188.35000,70.68700,117.66300,117.66300,-9.30000,111.21800,262.13020,203.80320,200.79600,209.89600,0.55500,0.53000
2010-12-31,4448.32300,3813.48900,634.83420,477.76500,0.00000,477.76500,157.06930,-2.78700,154.28200,59.90000,94.38200,94.38200,3.88900,94.83600,209.06930,157.06930,195.02000,201.79200,0.48750,0.47000
2009-12-31,4102.86400,3516.80800,586.05590,447.92100,,447.92100,138.13500,-0.62700,137.50800,48.84100,88.66700,88.66700,-2.42200,83.67100,182.13900,138.13500,172.14000,177.26400,0.48500,0.47250
