,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,9112.00000,4883.00000,4229.00000,779.00000,1450.00000,-339.00000,2568.00000,1661.00000,-146.00000,1515.00000,148.00000,1367.00000,1367.00000,,1363.00000,2101.00000,1661.00000,167.50000,171.90000,8.14000,7.93000
2021-12-31,8171.00000,4131.00000,4040.00000,734.00000,1353.00000,-286.00000,2373.00000,1667.00000,-115.00000,1552.00000,302.00000,1250.00000,1250.00000,,1245.00000,2105.00000,1667.00000,169.20000,173.60000,7.36000,7.17000
2020-12-31,7414.00000,3806.00000,3608.00000,686.00000,1293.00000,-246.00000,2225.00000,1383.00000,-209.00000,1174.00000,221.00000,953.00000,953.00000,,949.00000,1792.00000,1383.00000,170.00000,174.10000,5.58000,5.45000
2019-12-31,7887.00000,3956.00000,3931.00000,687.00000,1403.00000,-260.00000,2350.00000,1581.00000,-580.00000,1001.00000,130.00000,871.00000,871.00000,,868.00000,1975.00000,1581.00000,166.60000,175.60000,5.21000,4.95000
2018-12-31,7343.00000,3863.00000,3480.00000,637.00000,1254.00000,-334.00000,2225.00000,1255.00000,-153.00000,1102.00000,133.00000,969.00000,969.00000,,966.00000,1615.00000,1255.00000,162.40000,172.00000,5.95000,5.62000
2017-12-31,6380.00000,3356.00000,3024.00000,568.00000,1025.00000,-147.00000,1740.00000,1284.00000,-208.00000,1076.00000,1227.00000,-151.00000,-151.00000,,-155.00000,1627.00000,1284.00000,162.90000,162.90000,-0.95000,-0.95000
2016-12-31,6038.00000,3169.00000,2869.00000,553.00000,1044.00000,-224.00000,1821.00000,1048.00000,-204.00000,844.00000,282.00000,562.00000,562.00000,,560.00000,1343.00000,1048.00000,169.60000,173.10000,3.30000,3.24000
2015-12-31,5695.00000,2976.00000,2719.00000,620.00000,1021.00000,-84.00000,1725.00000,994.00000,-77.00000,917.00000,274.00000,643.00000,643.00000,-30.00000,610.00000,1144.00000,994.00000,199.60000,201.80000,3.06000,3.02000
2014-12-31,5881.00000,3050.00000,2831.00000,681.00000,1184.00000,-1972.00000,3837.00000,-1006.00000,-155.00000,-1161.00000,-465.00000,-696.00000,-696.00000,1996.00000,1299.00000,-833.00000,-1006.00000,245.60000,245.60000,5.29000,5.29000
2013-12-31,6227.00000,3118.00000,3109.00000,761.00000,1330.00000,-71.00000,2162.00000,947.00000,-67.00000,880.00000,-59.00000,939.00000,939.00000,166.00000,1099.00000,1105.00000,947.00000,266.00000,270.50000,4.13000,4.06000
2012-12-31,6269.00000,3075.00000,3194.00000,790.00000,1472.00000,-12.00000,2274.00000,920.00000,-39.00000,881.00000,211.00000,670.00000,670.00000,211.00000,881.00000,1071.00000,920.00000,292.10000,297.40000,3.02000,2.96000
2011-12-31,8203.00000,4057.00000,4146.00000,1035.00000,1912.00000,-341.00000,3288.00000,858.00000,-120.00000,738.00000,-3.00000,741.00000,741.00000,411.00000,1158.00000,1224.00000,858.00000,333.80000,339.70000,3.47000,3.41000
2010-12-31,7617.00000,3805.00000,3812.00000,1037.00000,1874.00000,-150.00000,3061.00000,751.00000,-87.00000,664.00000,403.00000,261.00000,261.00000,389.00000,633.00000,1104.00000,751.00000,333.30000,338.10000,1.90000,1.87000
2009-12-31,6947.00000,3470.00000,3477.00000,993.00000,1662.00000,-255.00000,2910.00000,567.00000,66.00000,633.00000,188.00000,445.00000,445.00000,-473.00000,-51.00000,955.00000,567.00000,327.90000,329.90000,-0.16000,-0.16000
