,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,4492.80000,2311.70000,2181.10000,1239.90000,266.00000,973.90000,1207.20000,-4.60000,1202.60000,268.70000,933.90000,933.90000,911.70000,1307.40000,1207.20000,53.20000,54.20000,17.14000,16.82000
2021-12-31,4252.00000,2141.20000,2110.80000,1259.30000,272.00000,987.30000,1123.50000,-36.60000,1086.90000,247.00000,839.90000,841.40000,820.50000,1228.30000,1123.50000,53.90000,55.00000,15.22000,14.92000
2020-12-31,3592.50000,1844.00000,1748.50000,1116.60000,248.60000,868.00000,880.50000,-45.30000,835.20000,189.10000,646.10000,646.40000,627.00000,977.20000,880.50000,54.30000,54.80000,11.55000,11.44000
2019-12-31,3730.00000,1886.00000,1844.00000,1127.60000,245.90000,881.70000,962.29980,-40.20000,922.10000,211.80000,710.30000,711.20000,693.50000,1054.70000,962.29980,55.10000,55.90000,12.59000,12.41000
2018-12-31,3740.70000,1870.70000,1870.00000,1144.00000,230.10000,913.90000,956.10010,-46.20000,909.90000,214.40000,695.50000,696.20000,679.90000,1050.20000,956.10010,56.30000,57.30000,12.08000,11.87000
2017-12-31,3686.90000,1861.00000,1825.90000,1161.30000,217.50000,943.80000,882.09990,-60.20000,821.90000,250.90000,571.00000,572.20000,557.70000,975.29990,882.09990,57.40000,58.60000,9.72000,9.52000
2016-12-31,3430.40000,1720.00000,1710.40000,1048.00000,198.70000,849.30000,861.09990,-59.70000,801.40000,244.30000,557.10000,559.60000,546.40000,946.69980,861.09990,58.10000,59.40000,9.40000,9.20000
2015-12-31,3352.80000,1704.50000,1648.30000,1053.70000,170.20000,883.50000,764.80000,-54.30000,710.50000,221.20000,489.30000,490.60000,478.70000,847.30000,764.80000,58.10000,59.10000,8.24000,8.10000
2014-12-31,3277.70000,1693.40000,1584.30000,1048.70000,149.10000,899.60000,684.70000,-53.80000,630.90000,199.50000,431.40000,432.10000,421.90000,764.20000,684.70000,58.10000,59.10000,7.26000,7.14000
2013-12-31,3056.50000,1583.60000,1472.90000,1012.40000,125.70000,886.70000,586.20000,-60.00000,526.20000,166.70000,359.50000,359.70000,350.30000,662.90000,586.20000,58.20000,59.10000,6.02000,5.93000
2012-12-31,2937.90000,1547.90000,1390.00000,980.30000,106.70000,873.60000,516.39990,-56.20000,460.20000,148.20000,312.00000,314.60000,306.10000,593.09990,516.39990,58.20000,58.90000,5.26000,5.20000
2011-12-31,2854.20000,1516.30000,1337.90000,953.70000,90.90000,862.80000,475.09990,-62.20000,412.90000,133.70000,279.20000,283.80000,276.30000,549.69980,475.09990,58.20000,58.70000,4.75000,4.71000
2010-12-31,2619.20000,1408.10000,1211.10000,894.10000,14.40000,879.70000,331.39990,-54.00000,277.40000,87.60000,189.80000,193.00000,186.50000,404.09990,331.39990,58.00000,58.40000,3.22000,3.19000
2009-12-31,2362.50000,1304.90000,1057.60000,824.40000,17.50000,806.90000,250.70000,-45.40000,205.30000,62.70000,142.60000,143.70000,134.20000,325.30000,250.70000,57.70000,57.90000,2.33000,2.32000
