,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,13017.00000,8402.00000,4615.00000,536.00000,1467.00000,191.00000,2750.00000,1865.00000,-417.00000,1448.00000,387.00000,1061.00000,1061.00000,4856.00000,5868.00000,3045.00000,1865.00000,498.50000,499.40000,11.77000,11.75000
2021-12-31,12566.00000,7971.00000,4595.00000,557.00000,1602.00000,145.00000,2711.00000,1884.00000,-440.00000,1444.00000,237.00000,1207.00000,1207.00000,5308.00000,6467.00000,3342.00000,1884.00000,542.70000,544.20000,11.92000,11.89000
2020-12-31,11128.00000,7063.00000,4065.00000,565.00000,1492.00000,632.00000,4820.00000,-755.00000,-504.00000,-1259.00000,90.00000,-1349.00000,-1349.00000,-1574.00000,-2951.00000,5553.00000,-755.00000,735.50000,735.50000,-4.01000,-4.01000
2019-12-31,15436.00000,10026.00000,5410.00000,689.00000,2057.00000,144.00000,4954.00000,456.00000,-582.00000,-126.00000,-2.00000,-124.00000,-124.00000,724.00000,498.00000,4826.00000,456.00000,746.30000,746.30000,0.67000,0.67000
2018-12-31,22594.00000,15302.00000,7292.00000,1070.00000,3028.00000,92.00000,7084.00000,208.00000,392.00000,600.00000,195.00000,405.00000,405.00000,3595.00000,3845.00000,7754.00000,208.00000,767.00000,771.80000,4.99000,4.96000
2017-12-31,11672.00000,9558.00000,2114.00000,657.00000,1615.00000,66.00000,4006.00000,-1892.00000,367.00000,-1525.00000,-1758.00000,233.00000,233.00000,1058.00000,1159.00000,5141.00000,-1892.00000,526.60000,532.70000,2.18000,2.15000
2016-12-31,48158.00000,37668.00000,10490.00000,1593.00000,2953.00000,373.00000,5661.00000,4829.00000,-416.00000,4413.00000,9.00000,4404.00000,4404.00000,,3978.00000,7691.00000,4829.00000,369.32970,374.36250,10.71110,10.56110
2015-12-31,48778.00000,37745.00000,11033.00000,1598.00000,2948.00000,4716.00000,831.00000,10202.00000,-272.00000,9930.00000,2147.00000,7783.00000,7783.00000,,7345.00000,12723.00000,10202.00000,376.66230,413.75860,19.35190,18.45190
2014-12-31,58167.00000,47464.00000,10703.00000,1647.00000,3106.00000,-205.00000,5441.00000,5262.00000,-97.00000,5265.00000,1426.00000,3839.00000,3839.00000,,3432.00000,8059.00000,5262.00000,390.26100,395.62710,8.73090,8.61090
2013-12-31,57080.00000,47594.00000,9486.00000,1747.00000,3024.00000,2554.00000,2656.00000,6830.00000,-26.00000,6804.00000,1988.00000,4816.00000,4816.00000,,4447.00000,9511.00000,6830.00000,395.36040,430.09030,11.16110,11.04110
2012-12-31,56786.00000,47792.00000,8994.00000,1708.00000,2861.00000,-27.00000,6637.00000,2357.00000,-692.00000,1665.00000,565.00000,1100.00000,1100.00000,,842.00000,5275.00000,2357.00000,389.86100,392.09410,2.13020,2.13020
2011-12-31,59985.00000,51029.00000,8956.00000,1646.00000,2788.00000,-316.00000,5277.00000,3679.00000,-78.00000,3601.00000,817.00000,2784.00000,2784.00000,,2402.00000,6562.00000,3679.00000,382.96170,386.02800,6.18060,6.15060
2010-12-31,53674.00000,45780.00000,7894.00000,1660.00000,2609.00000,179.00000,4768.00000,3126.00000,-324.00000,2802.00000,481.00000,2321.00000,2321.00000,,1970.00000,6088.00000,3126.00000,375.26250,381.22850,5.25050,5.16050
2009-12-31,44875.00000,39148.00000,5727.00000,1492.00000,2487.00000,877.00000,4370.00000,1357.00000,-902.00000,469.00000,-97.00000,566.00000,566.00000,110.00000,336.00000,4191.00000,1357.00000,347.69850,351.26490,0.96010,0.96010
