,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2065.55300,250.64100,1814.91200,433.66100,772.87100,1222.25400,592.65800,-17.34300,575.31500,51.60500,523.71000,523.71000,523.71000,729.94200,592.65800,87.05100,87.49000,6.02000,5.99000
2021-12-31,1906.71500,257.98400,1648.73100,404.87000,715.37700,1135.46000,513.27090,2.08300,515.35400,60.72700,454.62700,454.62700,454.62700,642.33090,513.27090,87.10000,88.10200,5.22000,5.16000
2020-12-31,1681.29700,225.26400,1456.03300,355.37100,587.70700,959.67700,496.35610,-2.43100,493.92500,60.03800,433.88700,433.88700,433.88700,602.60210,496.35610,85.84000,87.28800,5.05000,4.97000
2019-12-31,1515.89200,166.27300,1349.61900,,521.20000,834.57900,515.04000,7.54300,522.58300,71.28800,451.29500,451.29500,451.29500,594.01500,515.04000,84.25900,85.92500,5.36000,5.25000
2018-12-31,1293.63600,155.88500,1137.75100,233.80200,413.58000,661.17700,476.57400,10.51100,487.08500,67.71000,419.37500,419.37500,419.37500,535.82900,476.57400,83.97300,85.91300,4.99000,4.88000
2017-12-31,1095.25000,150.16400,945.08600,202.74600,338.64000,554.35800,390.72800,4.96600,395.69400,136.44300,259.25100,259.25100,259.25100,458.40600,390.72800,84.98800,86.85400,3.05000,2.98000
2016-12-31,988.46500,146.86000,841.60500,183.09300,269.51500,465.36300,376.24200,4.07300,380.31500,114.67900,265.63600,265.63600,265.63600,445.82900,376.24200,87.22700,88.96900,3.05000,2.99000
2015-12-31,942.75300,147.24600,795.50700,168.83100,253.60300,441.82800,353.67900,3.08600,356.76500,104.24400,252.52100,252.52100,252.52100,431.34900,353.67900,89.56100,91.50200,2.82000,2.76000
2014-12-31,936.02100,153.38600,782.63500,165.42100,246.37600,435.18500,347.45000,0.68900,348.13900,93.44900,254.69000,254.69000,254.69000,429.37400,347.45000,92.06700,94.19400,2.77000,2.70000
2013-12-31,861.26000,146.69200,714.56800,151.43900,218.90700,392.70500,321.86300,0.62600,322.48900,77.16200,245.32700,245.32700,245.32700,402.56400,321.86300,92.69100,95.13900,2.65000,2.58000
2012-12-31,798.01800,139.51600,658.50200,132.62800,205.17800,364.24900,294.25300,-0.70600,293.54700,90.06400,203.48300,203.48300,203.48300,379.67500,294.25300,92.62200,94.95400,2.20000,2.14000
2011-12-31,691.44900,119.01400,572.43500,108.53000,180.35700,306.87600,265.55900,-0.70100,264.85800,84.18300,180.67500,180.67500,180.67500,331.51400,265.55900,92.12000,94.38100,1.96000,1.91000
2010-12-31,580.23600,100.87900,479.35700,88.99000,155.09600,260.08900,219.26800,-2.87400,216.39400,63.26200,153.13200,153.13200,153.13200,280.09400,219.26800,90.68400,93.20900,1.69000,1.64000
2009-12-31,516.88500,97.23600,419.64900,79.85600,137.26400,236.17200,183.47700,-9.94800,173.52900,57.13800,116.39100,116.39100,116.39100,247.66300,183.47700,88.48600,91.78500,1.32000,1.27000
