,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,2019.86600,789.15700,1230.70900,58.83300,,601.83100,628.87790,18.11100,646.98900,-6.20800,653.19700,654.77600,,633.74800,1178.94600,628.87790,115.34400,115.58300,5.49000,5.48000
2021-12-31,1778.08200,726.89700,1051.18500,52.88400,,586.31700,464.86800,98.26000,563.12800,13.63700,549.49100,550.70200,,530.10300,1004.93500,464.86800,114.71700,115.03900,4.62000,4.61000
2020-12-31,1677.98400,692.77100,985.21300,46.85800,,557.70000,427.51290,-161.67200,265.84100,3.32700,262.51400,264.01500,,251.27400,944.15090,427.51290,114.18800,114.50000,2.20000,2.19000
2019-12-31,1641.01700,667.85600,973.16100,43.84500,,540.68800,432.47300,-63.81300,368.66000,3.69600,364.96400,366.61800,,350.12300,936.04100,432.47300,113.85400,114.11300,3.07000,3.07000
2018-12-31,1571.34600,642.22100,929.12490,38.85500,,528.61400,400.51100,-168.71000,231.80100,2.61100,229.19000,231.02200,,219.21100,886.51600,400.51100,113.63800,113.83600,1.93000,1.93000
2017-12-31,1528.98700,620.31900,908.66800,40.19400,-19.99000,553.89200,354.77600,-12.99100,341.78500,2.61900,339.16600,340.53600,,324.69100,839.50600,354.77600,113.40700,113.68700,2.86000,2.86000
2016-12-31,1125.34800,457.44900,667.89900,29.04000,-40.82300,392.82100,275.07810,-49.21800,225.86000,1.69900,224.16100,224.40200,,211.91500,588.54100,275.07810,78.50200,78.80000,2.69000,2.69000
2015-12-31,1042.77900,431.63500,611.14400,25.71600,,320.23600,290.90800,61.51200,352.42000,1.67300,350.74700,350.74500,,332.28700,570.29000,290.90800,75.17600,75.17600,4.41000,4.41000
2014-12-31,992.33200,397.08300,595.24900,20.90900,-42.29500,365.01600,230.23300,-83.24600,146.98700,2.05000,144.93700,150.94600,5.33100,147.98000,510.69490,230.23300,74.98200,74.98200,1.97000,1.97000
2013-12-31,635.49000,253.66700,381.82300,15.56900,-29.54400,232.09200,149.73100,-111.48400,38.24700,0.89300,37.35400,37.69200,81.58700,115.28100,333.53400,149.73100,50.67700,53.11600,2.27000,2.25000
2012-12-31,475.88800,182.07700,293.81100,13.76200,-34.93400,169.90700,123.90400,-61.67400,62.23000,0.80300,61.42700,61.20400,48.62100,105.22300,255.33200,123.90400,41.03900,42.93700,2.56000,2.56000
2011-12-31,409.78200,163.07300,246.70900,18.12300,-33.78200,157.91400,88.79500,-58.77300,30.02200,0.72700,29.29500,28.70200,22.52900,48.82100,207.76400,88.79500,36.99500,39.08700,1.32000,1.31000
2010-12-31,380.13800,154.96000,225.17800,12.35400,-29.17500,139.91300,85.26500,-56.43900,28.82600,,28.82600,28.82600,2.05100,18.06300,191.59700,85.26500,31.85600,31.97700,0.57000,0.56000
2009-12-31,374.36500,154.65400,219.71100,11.32000,-20.12800,126.52600,93.18500,-60.84200,32.34300,,32.34300,32.34300,6.87800,24.34600,191.21800,93.18500,28.34100,28.41700,0.85000,0.85000
