,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-08-31,61594.30000,41892.77000,19701.54000,10334.36000,10334.36000,9367.18000,-171.01400,9196.16700,2207.20700,6988.96000,6988.96000,6877.16900,11455.40000,9367.18000,632.76300,642.83900,10.87000,10.71000
2021-08-31,50533.39000,34169.26000,16364.13000,8742.59900,8742.60000,7621.53100,139.58700,7761.11600,1770.57100,5990.54500,5990.54500,5906.80900,9512.77300,7621.53100,634.74500,645.90900,9.31000,9.16000
2020-08-31,44327.04000,30350.88000,13976.16000,7462.51400,7462.51000,6513.64500,260.68700,6774.33100,1589.01800,5185.31300,5185.31300,5107.83900,8286.76900,6513.64500,636.30000,647.79700,8.03000,7.89000
2019-08-31,43215.01000,29900.32000,13314.69000,7009.61400,7009.62000,6305.07400,-53.27700,6251.79700,1405.55600,4846.24100,4846.24100,4779.11200,7197.83400,6305.07400,638.09810,650.20490,7.49000,7.36000
2018-08-31,40992.54000,28499.17000,12493.37000,6594.58500,6594.58000,5898.78100,-90.68600,5808.09300,1593.49900,4214.59400,4214.59400,4059.90700,6825.55700,5898.78100,628.45170,655.29610,6.46000,6.34000
2017-08-31,36176.84000,25105.35000,11071.49000,5880.09000,5880.09000,5191.40000,-575.37000,4616.03200,981.10000,3634.93200,3634.93200,3445.14900,5993.18900,5191.40000,620.10420,660.46330,5.56000,5.44000
2016-08-31,34797.66000,24520.23000,10277.43000,5466.98200,5466.99000,4810.44300,793.12700,5603.57200,1253.96900,4349.60300,4349.60300,4111.89200,5539.49500,4810.44300,624.79780,667.77030,6.58000,6.45000
2015-08-31,32914.43000,23105.19000,9809.24000,5308.98800,5373.37000,4435.86900,-25.33900,4410.53000,1136.74100,3273.78900,3273.78900,3053.58100,5081.79200,4435.86900,626.79960,678.75710,4.87000,4.76000
2014-08-31,31874.68000,22190.21000,9684.46500,5401.96900,5383.96000,4300.51200,-2.81100,4297.70100,1121.74300,3175.95800,3175.95800,2941.49800,4921.25500,4300.51200,634.21620,692.39000,4.64000,4.52000
2013-08-31,30394.29000,21010.11000,9384.17600,5317.53700,5045.50000,4338.68000,0.61400,4339.29400,784.77500,3554.51900,3554.51900,3281.87800,4931.70800,4338.68000,645.53700,713.34050,5.08000,4.93000
2012-08-31,29777.98000,20790.28000,8987.70100,5114.46200,5116.16000,3871.54700,32.62600,3904.17400,1079.24100,2824.93300,2824.93300,2553.51000,4465.09200,3871.54700,643.13260,727.38670,3.97000,3.84000
2011-08-31,27352.91000,18966.20000,8386.71900,4914.74200,4916.26000,3470.45700,41.56500,3512.02200,958.78200,2553.24000,2553.24000,2277.67700,3983.71300,3470.45700,645.63000,743.21100,3.53000,3.39000
2010-08-31,23094.08000,15843.33000,7250.74700,4326.36400,4335.90000,2914.84600,-0.47600,2914.36900,853.91000,2060.45900,2060.45900,1780.65600,3389.53400,2914.84600,637.17000,767.01300,2.79000,2.66000
2009-08-31,23170.97000,16329.85000,6841.11400,3947.97600,4197.25000,2643.86500,33.87100,2677.73600,739.59000,1938.14600,1938.14600,1589.96300,3142.45600,2643.86500,623.00700,786.89100,2.55000,2.44000
