,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-01-31,8630.88900,5262.33500,3368.55400,2061.54500,-9.51700,2071.06200,1297.49200,-1.66300,1295.82900,309.99200,985.83700,985.83700,985.83700,1565.95200,1297.49200,54.48200,54.84100,18.09000,17.98000
2021-01-31,6151.95300,4202.79400,1949.15900,1583.01700,-129.32200,1712.33900,236.82030,-5.73500,231.08500,55.25000,175.83500,175.83500,175.83500,534.59230,236.82030,56.35100,56.55800,3.12000,3.11000
2020-01-31,7398.06800,4717.00400,2681.06400,1760.71600,-19.25400,1779.97000,901.09420,5.05600,906.15000,200.20500,705.94500,705.94500,705.94500,1196.69300,901.09420,57.84000,58.10500,12.21000,12.15000
2019-01-31,6716.61500,4307.30400,2409.31100,1535.46400,-19.76700,1555.23100,854.08010,5.06100,859.14100,200.58200,658.55900,658.55900,658.55900,1133.55200,854.08010,59.86400,60.18100,11.00000,10.94000
2018-01-31,5884.50600,3787.69700,2096.80900,1287.23200,-24.28600,1311.51800,785.29050,1.56800,786.85900,231.62500,555.23400,555.23400,555.23400,1038.00400,785.29050,61.55600,61.97500,9.02000,8.96000
2017-01-31,4854.73700,3107.50800,1747.22900,1073.83400,-18.57100,1092.40500,654.82420,0.89000,655.71400,245.95400,409.76000,409.76000,409.76000,865.11920,654.82420,62.51900,62.85100,6.55000,6.52000
2016-01-31,3924.11600,2539.78300,1384.33300,863.35400,-14.68200,878.03600,506.29710,1.14300,507.44000,187.43200,320.00800,320.00800,320.00800,671.34610,506.29710,63.94900,64.27500,5.00000,4.98000
2015-01-31,3241.36900,2104.58200,1136.78700,712.00600,-14.36600,726.37200,410.41500,0.89400,411.30900,154.17400,257.13500,257.13500,257.13500,542.17910,410.41500,64.33500,64.65100,4.00000,3.98000
2014-01-31,2670.57300,1729.32500,941.24800,596.39000,-17.27000,613.66000,327.58810,0.11800,327.70600,124.85700,202.84900,202.84900,202.84900,433.87110,327.58810,63.99200,64.46100,3.17000,3.15000
2013-01-31,2220.25600,1436.58200,783.67410,488.88000,-14.81600,503.69600,279.97800,-0.18500,279.79300,107.24400,172.54900,172.54900,172.54900,368.21100,279.97800,63.25000,64.39600,2.73000,2.68000
2012-01-31,1776.15100,1159.31100,616.84000,410.65800,-9.98700,420.64500,196.19490,-0.58700,195.60800,75.34400,120.26400,120.26400,120.26400,272.12590,196.19490,61.25900,63.33400,1.96000,1.90000
2011-01-31,1454.83800,970.75300,484.08500,358.10600,-7.09500,365.20100,118.88400,-0.75500,118.12900,47.09900,71.03000,71.03000,71.03000,183.82000,118.88400,58.95900,61.28800,1.20000,1.16000
2010-01-31,1222.77100,846.20200,376.56900,302.41300,-6.00300,308.41600,68.15300,-2.20200,65.95100,26.59500,39.35600,39.35600,39.35600,130.31900,68.15300,57.91500,59.23700,0.68000,0.66000
2009-01-31,1084.64600,752.93900,331.70700,271.09500,-14.31100,285.40600,46.30090,-3.94300,42.35800,17.09000,25.26800,25.26800,25.26800,97.74590,46.30090,57.42500,58.96700,0.44000,0.43000
