,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-06-30,14544.00000,11724.00000,2820.00000,96.00000,1284.00000,33.00000,1581.00000,1239.00000,-124.00000,1115.00000,300.00000,815.00000,815.00000,0.00000,805.00000,1866.00000,1239.00000,1509.00000,1516.00000,0.53200,0.52900
2021-06-30,12861.00000,10129.00000,2732.00000,100.00000,1292.00000,75.00000,1411.00000,1321.00000,-128.00000,1193.00000,261.00000,932.00000,951.00000,0.00000,939.00000,1905.00000,1321.00000,1551.00000,1556.00000,0.60400,0.60200
2020-06-30,12468.00000,9932.00000,2536.00000,97.00000,1385.00000,55.00000,1542.00000,994.00000,-169.00000,825.00000,187.00000,638.00000,624.00000,-8.00000,612.00000,1654.00000,994.00000,1600.00000,1602.00000,0.38200,0.38200
2019-06-30,9458.00000,7659.00000,1799.00000,64.00000,999.00000,187.00000,1007.00000,792.00000,-188.00000,604.00000,172.00000,432.00000,436.00000,1.00000,430.00000,1244.00000,792.00000,1182.00000,1184.00000,0.36400,0.36300
2018-12-31,4089.90000,3284.80000,805.09990,38.00000,377.90000,31.70000,446.10000,359.00000,-73.30000,285.70000,60.00000,225.70000,225.70000,0.00000,225.70000,526.60000,359.00000,464.10000,466.65000,0.48630,0.48430
2018-06-30,9319.10000,7462.30000,1856.80000,72.70000,793.20000,43.20000,862.90000,993.89940,-271.00000,722.90000,118.80000,604.10000,586.60000,0.00000,575.20000,1351.69900,993.89940,1157.10000,1161.70000,0.49700,0.49400
2017-12-31,4046.20000,3260.00000,786.20000,42.90000,385.20000,20.90000,664.20000,122.00000,-69.30000,52.70000,-41.30000,94.00000,94.00000,0.00000,94.00000,488.40000,122.00000,466.65000,468.69000,0.20200,0.20000
2017-06-30,9101.00000,7189.20000,1911.80000,69.10000,850.20000,66.80000,995.70000,916.09960,-200.30000,715.80000,148.90000,566.90000,581.00000,,564.00000,1293.40000,916.09960,1153.70000,1164.20000,0.49000,0.48000
2016-12-31,4004.40000,3137.90000,866.50000,46.50000,390.50000,10.40000,455.20000,411.29980,-60.40000,350.90000,114.70000,236.20000,236.20000,0.00000,236.20000,573.39980,411.29980,480.93000,485.01000,0.49220,0.48630
2015-12-31,4071.40000,3198.00000,873.39990,44.10000,420.00000,12.40000,463.80000,409.59960,-45.70000,363.90000,122.00000,241.90000,241.90000,-2.60000,239.30000,567.69960,409.59960,493.17000,499.29000,0.48430,0.47840
2014-12-31,4343.50000,3484.40000,859.10010,44.10000,416.60000,9.30000,451.40000,407.70000,-44.00000,363.70000,124.60000,239.10000,239.10000,-48.00000,191.10000,588.29990,407.70000,511.02000,516.12000,0.37450,0.37060
2013-12-31,4476.60000,3601.20000,875.40010,40.50000,448.50000,9.20000,525.20000,350.20020,-60.50000,289.70000,97.20000,192.50000,192.50000,20.10000,212.60000,540.50020,350.20020,524.79000,529.89000,0.40390,0.40000
2012-12-31,4583.60000,3731.90000,851.70020,35.70000,454.20000,-53.50000,543.40000,308.30030,-67.10000,241.20000,92.30000,148.90000,148.90000,24.90000,172.00000,512.60030,308.30030,526.31990,529.89000,0.32750,0.32550
2011-12-31,5322.70000,4412.50000,910.20020,38.70000,483.40000,-20.70000,542.80000,367.39990,-75.20000,292.20000,104.90000,187.30000,187.30000,,181.30000,587.69990,367.39990,533.46000,535.50000,0.33920,0.33920
2010-12-31,4835.00000,3941.80000,893.20000,34.30000,459.10000,1.00000,492.40000,400.79980,-73.50000,327.30000,117.60000,209.70000,209.70000,1.80000,201.40000,610.49980,400.79980,554.37000,554.88000,0.36270,0.36270
2009-12-31,3514.58600,2814.41200,700.17380,24.34200,370.92600,-24.68300,419.95100,280.22270,-39.91300,240.31000,87.80000,152.51000,152.51000,0.00000,147.22100,439.49660,280.22270,527.57970,528.36510,0.27060,0.27060
