,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,11667.00000,1657.00000,10010.00000,1181.00000,6848.00000,-104.00000,8925.00000,1085.00000,-547.00000,538.00000,195.00000,343.00000,343.00000,,352.00000,2332.00000,1085.00000,156.67200,161.75100,2.24000,2.17000
2021-12-31,8598.00000,1522.00000,7076.00000,1074.00000,4926.00000,-7.00000,6890.00000,186.00000,-224.00000,-38.00000,-53.00000,15.00000,15.00000,,-269.00000,1438.00000,186.00000,149.73400,149.73400,-1.80000,-1.80000
2020-12-31,5199.00000,1649.00000,3550.00000,1068.00000,3116.00000,-162.00000,6269.00000,-2719.00000,-432.00000,-3151.00000,-423.00000,-2728.00000,-2728.00000,,-2687.00000,-647.00000,-2719.00000,141.41400,141.41400,-19.00000,-19.00000
2019-12-31,12067.00000,2066.00000,10001.00000,1263.00000,6867.00000,-34.00000,9098.00000,903.00000,-128.00000,775.00000,203.00000,572.00000,572.00000,,565.00000,2054.00000,903.00000,147.19400,149.88400,3.84000,3.77000
2018-12-31,11223.00000,1864.00000,9359.00000,1122.00000,6495.00000,59.00000,8645.00000,714.00000,-229.00000,485.00000,87.00000,398.00000,398.00000,,406.00000,2004.00000,714.00000,149.96100,152.88900,2.71000,2.65000
2017-12-31,10060.00000,1757.00000,8303.00000,1387.00000,5974.00000,-25.00000,7678.00000,625.00000,-208.00000,417.00000,45.00000,372.00000,372.00000,,378.00000,1663.00000,625.00000,151.61900,156.38500,2.49000,2.42000
2016-12-31,8774.00000,1597.00000,7177.00000,1235.00000,5045.00000,-62.00000,6715.00000,462.00000,-185.00000,277.00000,16.00000,261.00000,261.00000,,282.00000,1533.00000,462.00000,150.36700,154.51700,1.87000,1.82000
2015-12-31,6672.31700,1309.55900,5362.75800,830.24400,3954.99900,97.38000,4949.19200,413.56590,512.39600,925.96200,203.21400,722.74800,722.74800,,764.46500,1084.77200,413.56590,130.15900,134.01800,5.87000,5.70000
2014-12-31,5763.48500,1179.08100,4584.40400,686.15400,3233.70200,-41.53900,4066.64000,517.76420,-53.12300,464.64100,91.69100,372.95000,372.95000,,398.09700,945.36510,517.76420,128.91200,133.16800,3.09000,2.99000
2013-12-31,4771.25900,1038.03400,3733.22500,577.82000,2573.22300,-77.91900,3367.16500,366.06010,-65.36700,300.69300,84.33500,216.35800,216.35800,,232.85000,779.70810,366.06010,134.91200,139.59300,1.73000,1.67000
2012-12-31,4030.34700,898.60400,3131.74300,484.89800,2066.39100,-117.02500,2700.01900,431.72390,-81.66700,350.05700,47.07800,302.97900,302.97900,-22.53900,280.17100,692.27190,431.72390,134.20300,139.92900,2.09000,2.00000
2011-12-31,3449.00900,761.27200,2687.73700,380.99900,1784.34900,-20.85500,2208.12800,479.60910,-77.53700,402.07200,75.73100,326.34100,326.34100,148.26200,472.29400,698.39010,479.60910,135.88800,138.70200,3.48000,3.41000
2010-12-31,3033.64500,685.48700,2348.15800,308.78000,1493.38500,-22.69200,1847.37100,500.78710,-74.94800,425.83900,120.34200,305.49700,305.49700,120.06300,421.50000,681.33910,500.78710,141.23300,144.01400,2.98000,2.93000
2009-12-31,2743.05100,602.68200,2140.36900,282.63400,1333.95000,-67.99900,1742.62600,397.74290,-77.96700,319.77600,101.50200,218.27400,218.27400,85.34900,299.52600,570.82590,397.74290,144.10700,146.07100,2.08000,2.05000
