,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2023-01-31,97059.00000,64802.00000,32257.00000,20332.00000,22098.00000,10159.00000,-1123.00000,9036.00000,2599.00000,6437.00000,6437.00000,6437.00000,12140.00000,10159.00000,629.00000,631.00000,10.20000,10.17000
2022-01-31,96250.00000,64194.00000,32056.00000,18301.00000,19963.00000,12093.00000,-885.00000,11208.00000,2766.00000,8442.00000,8442.00000,8409.00000,13975.00000,12093.00000,696.00000,699.00000,12.07000,12.04000
2021-01-31,89597.00000,60025.00000,29572.00000,18526.00000,19925.00000,9647.00000,-1908.00000,7739.00000,1904.00000,5835.00000,5835.00000,5811.00000,11241.00000,9647.00000,748.00000,750.00000,7.77000,7.75000
2020-01-31,72148.00000,49205.00000,22943.00000,15367.00000,16629.00000,6314.00000,-691.00000,5623.00000,1342.00000,4281.00000,4281.00000,4268.00000,7724.00000,6314.00000,777.00000,778.00000,5.49000,5.49000
2019-01-31,71309.00000,48401.00000,22908.00000,17413.00000,18890.00000,4018.00000,-624.00000,3394.00000,1080.00000,2314.00000,2314.00000,2307.00000,6577.00000,4018.00000,811.00000,812.00000,2.84000,2.84000
2018-01-31,68619.00000,46185.00000,22434.00000,14444.00000,15848.00000,6586.00000,-1097.00000,5489.00000,2042.00000,3447.00000,3447.00000,3436.00000,8126.00000,6586.00000,839.00000,840.00000,4.09000,4.09000
2017-01-31,65017.00000,43343.00000,21674.00000,14375.00000,15828.00000,5846.00000,-645.00000,5201.00000,2108.00000,3093.00000,3093.00000,3064.00000,7436.00000,5846.00000,880.00000,881.00000,3.48000,3.47000
2016-01-31,59074.00000,38504.00000,20570.00000,14105.00000,15599.00000,4971.00000,-552.00000,4419.00000,1873.00000,2546.00000,2546.00000,2534.00000,6558.00000,4971.00000,927.00000,929.00000,2.73000,2.73000
2015-01-31,56223.00000,36665.00000,19558.00000,13272.00000,14766.00000,4792.00000,-516.00000,4276.00000,1578.00000,2698.00000,2698.00000,2682.00000,6378.00000,4792.00000,988.00000,990.00000,2.71000,2.71000
2014-01-31,53417.00000,34941.00000,18476.00000,12865.00000,14803.00000,3673.00000,,3673.00000,1387.00000,2286.00000,2286.00000,2270.00000,5711.00000,4149.00000,1059.00000,1061.00000,2.14000,2.14000
2013-01-31,50521.00000,33194.00000,17327.00000,12244.00000,14190.00000,3137.00000,,3137.00000,1178.00000,1959.00000,1959.00000,1945.00000,5183.00000,3560.00000,1150.00000,1152.00000,1.69000,1.69000
2012-01-31,50208.00000,32858.00000,17350.00000,12593.00000,14444.00000,2906.00000,,2906.00000,1067.00000,1839.00000,1839.00000,1824.00000,4856.00000,3277.00000,1271.00000,1273.00000,1.43000,1.43000
2011-01-31,48815.00000,31663.00000,17152.00000,12006.00000,13924.00000,3228.00000,,3228.00000,1218.00000,2010.00000,2010.00000,1993.00000,5244.00000,3560.00000,1401.00000,1403.00000,1.42000,1.42000
2010-01-31,47220.00000,30757.00000,16463.00000,11737.00000,13638.00000,2825.00000,,2825.00000,1042.00000,1783.00000,1783.00000,1770.00000,4845.00000,3112.00000,1462.00000,1464.00000,1.21000,1.21000
2009-01-31,48230.00000,31729.00000,16501.00000,11176.00000,12995.00000,3506.00000,,3506.00000,1311.00000,2195.00000,2195.00000,2184.00000,5453.00000,3786.00000,1457.00000,1457.00000,1.50000,1.49000
