,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,10173.40000,2278.30000,7895.10100,2231.10000,2403.60000,828.40000,4303.30000,3591.80000,,3591.80000,632.80000,2959.00000,2961.60000,3046.90000,4110.20000,3591.80000,145.30000,146.00000,20.96000,20.87000
2021-12-31,10981.70000,2109.70000,8872.00000,2501.20000,2674.30000,-1052.00000,7126.80000,1745.20000,,1745.20000,52.50000,1692.70000,1727.60000,1556.10000,2232.90000,1745.20000,149.10000,149.60000,10.44000,10.40000
2020-12-31,13444.60000,1805.20000,11639.40000,3990.90000,2504.50000,443.30000,6591.90100,5047.49900,,5047.50000,992.30000,4055.20000,4060.50000,4000.60000,5504.69900,5047.49900,160.90000,161.30000,24.86000,24.80000
2019-12-31,14377.90000,1955.40000,12422.50000,2280.60000,2374.70000,-233.20000,5379.90100,7042.60000,83.30000,7125.90000,1158.00000,5967.90000,5888.50000,5888.50000,7723.20000,7042.60000,187.10000,187.40000,31.47000,31.42000
2018-12-31,13452.90000,1816.30000,11636.60000,2597.20000,2106.30000,-172.70000,5748.00000,5888.60100,11.00000,5899.60000,1425.60000,4474.00000,4474.00000,4430.70000,6539.10100,5888.60100,204.90000,205.30000,21.63000,21.58000
2017-12-31,12273.90000,1630.00000,10643.90000,2253.60000,1933.90000,-175.00000,5298.10000,5345.80100,-217.00000,5128.80000,2458.70000,2670.10000,2670.10000,2539.10000,6426.80100,5345.80100,212.60000,213.00000,11.94000,11.92000
2016-12-31,11448.80000,1478.70000,9970.10000,1973.30000,1946.60000,-479.80000,4818.40000,5151.70000,-218.70000,4933.00000,1237.30000,3695.70000,3695.70000,3702.80000,5834.40000,5151.70000,218.40000,218.80000,16.96000,16.93000
2015-12-31,10763.80000,1240.40000,9523.39900,2012.80000,2113.10000,-30.50000,4632.40000,4891.00000,-123.70000,4767.30000,1161.60000,3605.70000,3593.20000,3547.00000,5491.39900,4891.00000,230.70000,231.20000,15.38000,15.34000
2014-12-31,9703.30000,1171.00000,8532.30000,1893.40000,2232.30000,55.70000,4559.80000,3972.50000,-25.80000,3946.60000,989.90000,2956.70000,2941.60000,2934.80000,4660.60000,3972.50000,236.40000,237.20000,12.42000,12.37000
2013-12-31,6932.20000,857.70000,6074.50000,1444.10000,1712.10000,-60.00000,3559.10000,2515.40000,-34.90000,2480.60000,601.00000,1879.60000,1862.40000,1862.30000,3047.10000,2515.40000,236.90000,238.30000,7.86000,7.81000
2012-12-31,5516.46100,545.49400,4970.96700,1334.91900,1277.46500,-298.30500,3115.11800,1855.84900,-0.74400,1855.10500,470.55400,1384.55100,1380.03300,1380.03300,2221.49700,1855.84900,237.93800,239.74000,5.80000,5.76000
2011-12-31,5048.63400,466.78000,4581.85400,1219.60200,1056.13300,-353.83600,2857.16300,1724.69100,-13.47700,1711.21400,444.52800,1266.68600,1266.68600,1234.42800,2083.62400,1724.69100,242.39500,245.03300,5.09000,5.04000
2010-12-31,4716.42300,400.26200,4316.16100,1248.60400,1031.54000,-258.07100,3067.27200,1248.88900,-18.98300,1229.90600,331.33300,898.57300,898.57300,1005.27300,1604.63300,1248.88900,252.30700,254.86700,3.98000,3.94000
2009-12-31,4377.34800,382.10400,3995.24400,1283.06800,911.03400,-215.90400,2699.81700,1295.42700,37.25200,1332.67900,355.61700,977.06200,977.06200,970.13200,1723.38800,1295.42700,287.35600,289.47600,3.37000,3.35000
