,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,12682.00000,3956.00000,8726.00000,1323.00000,4567.00000,-362.00000,7079.00000,1647.00000,-508.00000,1141.00000,443.00000,698.00000,698.00000,642.00000,2915.00000,1647.00000,1430.50000,1439.70000,0.45000,0.45000
2021-12-31,11888.00000,3711.00000,8177.00000,1204.00000,4408.00000,-586.00000,6979.00000,1198.00000,-123.00000,1076.00000,36.00000,1040.00000,1040.00000,985.00000,2661.00000,1198.00000,1422.30000,1433.80000,0.69000,0.69000
2020-12-31,9913.00000,3465.00000,6448.00000,1143.00000,3832.00000,-638.00000,6527.00000,-79.00000,1.00000,-79.00000,2.00000,-81.00000,-81.00000,-115.00000,1577.00000,-79.00000,1416.70000,1416.70000,-0.08000,-0.08000
2019-12-31,10735.00000,3116.00000,7619.00000,1174.00000,4006.00000,-185.00000,6102.00000,1517.00000,-831.00000,687.00000,-4013.00000,4700.00000,4700.00000,4700.00000,2633.00000,1517.00000,1391.50000,1410.60000,3.38000,3.33000
2018-12-31,9823.00000,2813.00000,7010.00000,1113.00000,3639.00000,-117.00000,5504.00000,1506.00000,-85.00000,1422.00000,-249.00000,1671.00000,1671.00000,1671.00000,2435.00000,1506.00000,1381.00000,1401.40000,1.21000,1.19000
2017-12-31,9048.00000,2593.00000,6455.00000,997.00000,3362.00000,-209.00000,5170.00000,1285.00000,-353.00000,933.00000,828.00000,105.00000,105.00000,104.00000,2133.00000,1285.00000,1370.10000,1392.70000,0.08000,0.08000
2016-12-31,8386.00000,2424.00000,5962.00000,920.00000,3178.00000,-844.00000,5515.00000,447.00000,-270.00000,177.00000,-170.00000,347.00000,347.00000,347.00000,1273.00000,447.00000,1357.60000,1377.20000,0.26000,0.25000
2015-12-31,7477.00000,2173.00000,5304.00000,876.00000,2943.00000,-1247.00000,5587.00000,-283.00000,-367.00000,-650.00000,-411.00000,-239.00000,-239.00000,-239.00000,505.00000,-283.00000,1341.20000,1341.20000,-0.18000,-0.18000
2014-12-31,7380.00000,2210.00000,5170.00000,817.00000,3013.00000,-1134.00000,5471.00000,-301.00000,-208.00000,-509.00000,-390.00000,-119.00000,-119.00000,-119.00000,619.00000,-301.00000,1324.30000,1324.30000,-0.09000,-0.09000
2013-12-31,7143.00000,2174.00000,4969.00000,861.00000,2814.00000,-442.00000,4849.00000,120.00000,-343.00000,-223.00000,-102.00000,-121.00000,-121.00000,-121.00000,1285.00000,120.00000,1341.20000,1341.20000,-0.09000,-0.09000
2012-12-31,7249.00000,2349.00000,4900.00000,886.00000,2688.00000,-313.00000,8768.00000,-3868.00000,-239.00000,-4107.00000,-39.00000,-4068.00000,-4068.00000,-4068.00000,1307.00000,-3868.00000,1406.70000,1406.70000,-2.89000,-2.89000
2011-12-31,7622.00000,2659.00000,4963.00000,895.00000,2659.00000,702.00000,4059.00000,904.00000,-262.00000,642.00000,201.00000,441.00000,441.00000,441.00000,2339.00000,904.00000,1509.30000,1519.00000,0.29000,0.29000
2010-12-31,7806.00000,2599.00000,5207.00000,939.00000,2765.00000,37.00000,5863.00000,-656.00000,-407.00000,-1063.00000,2.00000,-1065.00000,-1065.00000,-1065.00000,2042.00000,-656.00000,1517.80000,1517.80000,-0.70000,-0.70000
2009-12-31,8188.00000,2576.00000,5612.00000,1035.00000,2826.00000,-2034.00000,6506.00000,-894.00000,-414.00000,-1308.00000,-283.00000,-1025.00000,-1025.00000,-1025.00000,-48.00000,-894.00000,1507.90000,1507.90000,-0.68000,-0.68000
