,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted
2022-12-31,14057.00000,6734.00000,7323.00000,4645.00000,404.00000,4718.00000,2605.00000,-886.00000,1719.00000,284.00000,1435.00000,1435.00000,1436.00000,3314.00000,2605.00000,1416.80000,1428.50000,1.01000,1.01000
2021-12-31,12683.00000,5706.00000,6977.00000,4153.00000,70.00000,4083.00000,2894.00000,-96.00000,2798.00000,653.00000,2145.00000,2145.00000,2146.00000,3602.00000,2894.00000,1415.70000,1427.90000,1.52000,1.50000
2020-12-31,11618.00000,5132.00000,6486.00000,3978.00000,39.00000,4006.00000,2480.00000,-727.00000,1753.00000,428.00000,1325.00000,1325.00000,1325.00000,3133.00000,2480.00000,1407.20000,1422.10000,0.94000,0.93000
2019-12-31,11120.00000,4778.00000,6342.00000,3962.00000,-2.00000,3964.00000,2378.00000,-684.00000,1694.00000,440.00000,1254.00000,1254.00000,1254.00000,3036.00000,2378.00000,1406.70000,1419.10000,0.89000,0.88000
2018-12-31,7442.00000,3560.00000,3882.00000,2635.00000,-10.00000,2645.00000,1237.00000,-446.00000,791.00000,202.00000,589.00000,589.00000,586.00000,1671.00000,1237.00000,1086.30000,1097.60000,0.54000,0.53000
2017-12-31,6690.00000,2695.00000,3995.00000,2556.00000,51.00000,2607.00000,1388.00000,-215.00000,1173.00000,95.00000,1078.00000,1076.00000,1076.00000,1553.00000,1388.00000,182.00000,182.80000,5.91000,5.89000
2017-09-30,4269.00000,2225.00000,2044.00000,1147.00000,,1147.00000,897.00000,-330.00000,567.00000,184.00000,383.00000,383.00000,378.00000,1153.00000,897.00000,790.50000,790.50000,0.48000,0.47000
2016-12-31,6440.00000,2582.00000,3858.00000,2329.00000,3.00000,2425.00000,1433.00000,-150.00000,1283.00000,434.00000,849.00000,847.00000,847.00000,1593.00000,1433.00000,185.40000,186.60000,4.57000,4.54000
2015-12-31,6282.00000,2559.00000,3723.00000,2313.00000,-7.00000,2425.00000,1298.00000,-114.00000,1184.00000,420.00000,764.00000,764.00000,764.00000,1461.00000,1298.00000,190.90000,192.40000,4.00000,3.97000
2014-12-31,6121.00000,2491.00000,3630.00000,2334.00000,-1.00000,2450.00000,1180.00000,-107.00000,1073.00000,371.00000,702.00000,703.00000,703.00000,1350.00000,1180.00000,195.80000,197.40000,3.59000,3.56000
2013-12-31,5997.00000,2499.00000,3498.00000,2272.00000,-9.00000,2452.00000,1046.00000,-504.00000,542.00000,-81.00000,623.00000,624.00000,624.00000,1215.00000,1046.00000,202.90000,204.50000,3.08000,3.05000
2012-12-31,5995.00000,2500.00000,3495.00000,2268.00000,-11.00000,2403.00000,1092.00000,-114.00000,978.00000,349.00000,629.00000,629.00000,629.00000,1267.00000,1092.00000,210.60000,212.30000,2.99000,2.96000
2011-12-31,5903.00000,2485.00000,3418.00000,2257.00000,-11.00000,2394.00000,1024.00000,-99.00000,925.00000,320.00000,605.00000,606.00000,606.00000,1191.00000,1024.00000,218.70000,221.20000,2.77000,2.74000
2010-12-31,5636.00000,2243.00000,3393.00000,2233.00000,-8.00000,2368.00000,1025.00000,-204.00000,821.00000,294.00000,527.00000,528.00000,528.00000,1216.00000,1025.00000,240.40000,242.60000,2.19000,2.17000
2009-12-31,5531.00000,2234.00000,3297.00000,2135.00000,40.00000,2212.00000,1085.00000,-217.00000,868.00000,315.00000,553.00000,555.00000,555.00000,1309.00000,1085.00000,254.20000,255.20000,2.18000,2.17000
